[00:00:00.000 --> 00:00:05.000]  我这次讲的怎么这么慢
[00:54:59.000 --> 00:55:01.000]  好
[00:55:01.000 --> 00:55:03.000]  好
[00:55:03.000 --> 00:55:05.000]  好
[00:55:05.000 --> 00:55:07.000]  好
[00:55:07.000 --> 00:55:09.000]  好
[00:55:09.000 --> 00:55:11.000]  好
[00:55:11.000 --> 00:55:13.000]  好
[00:55:13.000 --> 00:55:15.000]  好
[00:55:15.000 --> 00:55:17.000]  好
[00:55:17.000 --> 00:55:19.000]  好
