[00:00:00.000 --> 00:00:22.800]  (拍攝中)
[00:50:14.700 --> 00:50:16.400]  是不是都做這種類型這種股票啊
[00:50:16.400 --> 00:50:18.200]  再想想看是不是
[00:50:18.200 --> 00:50:19.600]  就為什麼股票交水
[00:50:19.600 --> 00:50:21.400]  像我現在我不敢多講就在這
[00:50:21.400 --> 00:50:23.300]  所有的我們不是競爭對手
[00:50:23.300 --> 00:50:25.500]  但是我們什麼我們的目標
[00:50:25.500 --> 00:50:27.700]  我們是屬於都是在市場賺錢的
[00:50:27.900 --> 00:50:30.800]  但是我們看的操作的要求是不是一樣的
[00:50:30.800 --> 00:50:32.300]  大家認同沒有
[00:50:32.300 --> 00:50:35.800]  當大家的一致是預期比較集中的時候
[00:50:35.800 --> 00:50:38.100]  主力他不是說要改變計劃
[00:50:38.100 --> 00:50:40.300]  而是在改在執行計劃之前
[00:50:40.300 --> 00:50:42.100]  他要把浮愁什麼
[00:50:42.100 --> 00:50:45.100]  再洗乾淨就會出現我們所說的
[00:50:45.100 --> 00:50:47.500]  哎本來這裡可能正常按正常這裡起來了
[00:50:47.500 --> 00:50:48.200]  這裡回一回
[00:50:48.200 --> 00:50:50.100]  啪一個陽線就起來反包了對不對
[00:50:50.100 --> 00:50:51.600]  他就要做這種動作
[00:50:51.600 --> 00:50:53.400]  大家能明白我意思吧
[00:50:53.400 --> 00:50:55.900]  但我們在面對的情況下我跟他說就是
[00:50:56.100 --> 00:50:59.100]  我本身我買的時候你就是無限接近這個位置嗎
[00:50:59.100 --> 00:51:02.300]  你就是你是虧了這個音線3434個點嗎
[00:51:02.300 --> 00:51:03.700]  你先出來
[00:51:03.700 --> 00:51:06.500]  但是你希望能夠理解啊
[00:51:06.500 --> 00:51:08.200]  出來之後如果重新找好
[00:51:08.200 --> 00:51:09.700]  因為你在分析的過程中
[00:51:09.700 --> 00:51:12.000]  這裡是不是又出來破壞新k線了
[00:51:12.000 --> 00:51:15.000]  重新劃線把這個破壞新k線
[00:51:15.000 --> 00:51:17.100]  重新站上的時候你可以重新買回來
[00:51:17.100 --> 00:51:19.500]  然後你又回到這兩根k線做什麼
[00:51:19.500 --> 00:51:22.000]  做防守大家能理解我意思嗎
[00:51:22.000 --> 00:51:23.200]  就是你
[00:51:23.200 --> 00:51:24.600]  我覺得可能
[00:51:24.900 --> 00:51:28.000]  確實啊特別像我們現在這種輪動節奏比較快的情況下
[00:51:28.000 --> 00:51:30.000]  還真的會經常有這種情況你看
[00:51:30.000 --> 00:51:32.100]  這個位置對吧我們說在這裡買
[00:51:32.100 --> 00:51:33.100]  然後我們以這個
[00:51:33.100 --> 00:51:35.700]  因為他是對這三根k線為進行的進攻
[00:51:35.700 --> 00:51:38.900]  就以這個線的開盤價和這三根音線的三分之一
[00:51:38.900 --> 00:51:40.900]  為你的防守來做持倉
[00:51:40.900 --> 00:51:43.500]  然後這一根k線我們看到這是轉強了
[00:51:43.500 --> 00:51:45.300]  對吧進入到5號了
[00:51:45.300 --> 00:51:47.200]  然後這裡回跳不破
[00:51:47.200 --> 00:51:51.200]  趨勢中按正常就是進入到我們說的趨勢持倉的
[00:51:51.200 --> 00:51:53.200]  大家可以看到
[00:51:53.800 --> 00:51:55.700]  對吧這就是我們所說的啊
[00:51:55.700 --> 00:51:57.400]  如何有效分解
[00:51:57.400 --> 00:51:58.800]  就好的股票
[00:51:58.800 --> 00:52:03.000]  你看為了讓大家對於這個股票盡量的能夠分析透
[00:52:03.000 --> 00:52:04.600]  我們是從很多維度
[00:52:04.600 --> 00:52:07.100]  很多細節的維度去卡他
[00:52:07.100 --> 00:52:10.100]  所以如果你不也你
[00:52:10.100 --> 00:52:13.900]  我為什麼你如果這裡不出哎你覺得你出了
[00:52:13.900 --> 00:52:16.100]  對吧你你後面賣飛了
[00:52:16.100 --> 00:52:18.000]  你怎麼知道後面是這麼長的呢
[00:52:18.000 --> 00:52:20.500]  我們只有應對大家明白意思沒有
[00:52:20.500 --> 00:52:22.800]  裝回來了我就重新買
[00:52:24.200 --> 00:52:25.300]  轉回來我就重新買
[00:52:25.300 --> 00:52:28.800]  因為你的預期他是一個周線的有個中期的一個預期的
[00:52:28.800 --> 00:52:30.300]  有一個中期的
[00:52:30.300 --> 00:52:33.900]  因為我們可以看他的整個走勢是不是有個周線的中期預期了
[00:52:33.900 --> 00:52:37.900]  大家去看這是不是有一個整個走勢的中期預期啊
[00:52:37.900 --> 00:52:40.400]  這裡下跌這整個都是沒有什麼量的
[00:52:40.400 --> 00:52:42.400]  就沒有解決問題的這個態度的
[00:52:42.400 --> 00:52:45.400]  好不容易蹭的下來這個解決問題的態度的
[00:52:45.400 --> 00:52:47.400]  不可能說我不為之的
[00:52:47.400 --> 00:52:48.600]  不可能無軟無固
[00:52:48.600 --> 00:52:50.600]  肯定是有意而為之的對不對
[00:52:50.600 --> 00:52:52.000]  有更大的意圖的
[00:52:52.300 --> 00:52:55.100]  啊就是k線的分解大家能理解意思吧
[00:52:55.100 --> 00:52:57.600]  就把這個細節點我就又補充一下
[00:52:57.600 --> 00:52:58.900]  我們再看一下那個
[00:52:58.900 --> 00:53:01.000]  德文進攻
[00:53:01.000 --> 00:53:09.200]  德文進攻大家可以來看他最重要的周線是不是這一周
[00:53:09.200 --> 00:53:12.500]  這周對於這個一線是不是上切入扭轉勢
[00:53:12.500 --> 00:53:13.500]  由空轉多
[00:53:13.500 --> 00:53:14.500]  那你就要看一下
[00:53:14.500 --> 00:53:17.400]  因為主要是走那個主要的進攻羊的中央線啊
[00:53:17.400 --> 00:53:19.300]  因為這個是屬於進攻羊之後
[00:53:19.300 --> 00:53:21.400]  肯定就會有可能有一些短期的一個分歧
[00:53:21.600 --> 00:53:23.000]  那他這是第幾周啊
[00:53:23.000 --> 00:53:26.700]  這是6月30號
[00:53:26.700 --> 00:53:29.500]  來看一下他在6月30號是怎麼構成的
[00:53:29.500 --> 00:53:32.900]  這是6月29
[00:53:32.900 --> 00:53:34.400]  這是6月30
[00:53:34.400 --> 00:53:36.200]  啊來看6月30
[00:53:36.200 --> 00:53:37.400]  6月29
[00:53:37.400 --> 00:53:39.000]  6月28
[00:53:39.000 --> 00:53:40.400]  6月27
[00:53:40.400 --> 00:53:41.600]  6月26
[00:53:41.600 --> 00:53:46.000]  一周一周二周三周四周五好不好
[00:53:46.000 --> 00:53:48.200]  非常漂亮對不對
[00:53:48.200 --> 00:53:50.900]  就是他這個進攻是有效的進攻
[00:53:51.400 --> 00:53:53.100]  就是我們之前講的是k線
[00:53:53.100 --> 00:53:55.200]  就k線我還看李子大家
[00:53:55.200 --> 00:53:58.100]  就我今天講的這細節點很重要的啊
[00:53:58.100 --> 00:53:59.600]  然後後面的話就是一個什麼
[00:53:59.600 --> 00:54:02.200]  你看沖高然後完了到這裡一線拋壓肯定比較大
[00:54:02.200 --> 00:54:04.700]  因為扭轉到壓力肯定就需要調整吧對不對
[00:54:04.700 --> 00:54:05.800]  有調整的需求
[00:54:05.800 --> 00:54:06.600]  然後我們再來看
[00:54:06.600 --> 00:54:08.600]  周線保持多頭調整
[00:54:08.600 --> 00:54:09.400]  你看他調整
[00:54:09.400 --> 00:54:11.700]  因為他整個調整他並不是一個日線的扭轉
[00:54:11.700 --> 00:54:13.000]  是一個周線的扭轉嗎
[00:54:13.000 --> 00:54:14.400]  周線保持多頭扭轉
[00:54:14.400 --> 00:54:16.700]  我們看他是怎麼慢慢走出來的日線上
[00:54:16.700 --> 00:54:19.400]  再次你看破壞
[00:54:19.700 --> 00:54:21.600]  對吧這三根破壞會連在一起
[00:54:21.600 --> 00:54:23.400]  這一個破壞這一個破壞
[00:54:23.400 --> 00:54:25.400]  這幾根小顆破壞可以連在一起
[00:54:25.400 --> 00:54:27.000]  這個就變反打嗎
[00:54:27.000 --> 00:54:29.300]  這幾根小一線破壞可以連在一起
[00:54:29.300 --> 00:54:30.700]  那我們說現在如果你要走好
[00:54:30.700 --> 00:54:32.200]  最起碼過這個高點再說
[00:54:32.200 --> 00:54:34.200]  啊那看他怎麼走的
[00:54:34.200 --> 00:54:37.000]  又往下那是不是請問一下
[00:54:37.000 --> 00:54:39.800]  再往下是不是要把這個破壞往下降
[00:54:39.800 --> 00:54:41.100]  降到這個高點呢
[00:54:41.100 --> 00:54:42.700]  這兩根k線是不是破壞
[00:54:42.700 --> 00:54:43.700]  他不是停頓了
[00:54:43.700 --> 00:54:45.600]  他是往下創新創什麼
[00:54:45.600 --> 00:54:46.800]  創新低啊
[00:54:46.800 --> 00:54:49.400]  那來看一下這一根k線是不是把這兩根
[00:54:49.400 --> 00:54:52.700]  給給給什麼站上了
[00:54:52.700 --> 00:54:54.100]  那這買點確不確認
[00:54:54.100 --> 00:54:57.200]  不確認不確認
[00:54:57.200 --> 00:54:59.500]  因為他僅僅只是價格的變化
[00:54:59.500 --> 00:55:02.400]  他還可以反覆的啊還需要
[00:55:02.400 --> 00:55:04.200]  但是這個價格變化之後
[00:55:04.200 --> 00:55:07.100]  我們就看他能不能後面把它轉為對吧
[00:55:07.100 --> 00:55:10.100]  多好這裡又是在一個區間
[00:55:10.100 --> 00:55:11.700]  再來看他怎麼表現的
[00:55:11.700 --> 00:55:13.000]  又往下對不對
[00:55:13.000 --> 00:55:15.000]  又走破壞了
[00:55:15.000 --> 00:55:16.600]  那這就是你認為可以買了
[00:55:16.600 --> 00:55:17.900]  你買好了買完套你
[00:55:18.300 --> 00:55:20.500]  所以我們一直強調買點的要求啊
[00:55:20.500 --> 00:55:24.700]  就你把那1234567的k線好好記
[00:55:24.700 --> 00:55:27.100]  現在是又回到了這個音線的破壞
[00:55:27.100 --> 00:55:29.300]  那接下來如果上了是不是過掉這個音線
[00:55:29.300 --> 00:55:30.000]  再說呀
[00:55:30.000 --> 00:55:33.200]  這一天有沒有過掉
[00:55:33.200 --> 00:55:35.800]  這一天是不是過掉了那能不能買
[00:55:35.800 --> 00:55:40.000]  不行不能還得要看他能不能接下來把什麼
[00:55:40.000 --> 00:55:41.800]  把這個市給轉出來
[00:55:41.800 --> 00:55:43.200]  好我們來看
[00:55:43.200 --> 00:55:45.300]  走現在有沒有轉出來
[00:55:45.300 --> 00:55:47.460]  今天轉出來的同時
[00:55:47.460 --> 00:55:51.100]  這根k線是不是把這幾根k線的什麼都包了
[00:55:51.100 --> 00:55:52.800]  是不是都包掉了
[00:55:52.800 --> 00:55:55.000]  那麼回到日線上這是不是日線的空
[00:55:55.000 --> 00:55:56.960]  日線是不是空轉多
[00:55:56.960 --> 00:55:58.600]  空轉多之後等什麼
[00:55:58.600 --> 00:56:01.360]  等調整等回彩對不對
[00:56:01.360 --> 00:56:03.260]  那來看一下他在這裡怎麼做的
[00:56:03.260 --> 00:56:04.560]  回彩回彩回彩
[00:56:04.560 --> 00:56:07.200]  現在是不是又進入了回調空中回調的一個什麼
[00:56:07.200 --> 00:56:10.200]  是不是空中回調的一個小空頭
[00:56:10.200 --> 00:56:12.960]  那他接下來需要做的就對這幾根音線
[00:56:12.960 --> 00:56:15.900]  這個音揚線有沒有把對這幾根音線進行一個反包
[00:56:17.000 --> 00:56:19.260]  對吧有一點但是他是屬於什麼幾號
[00:56:19.260 --> 00:56:20.500]  4號
[00:56:20.500 --> 00:56:22.500]  對不對還需要什麼
[00:56:22.500 --> 00:56:24.200]  加揚補揚
[00:56:24.200 --> 00:56:27.600]  或者是你回到趨勢線不破後量超前量對不對
[00:56:27.600 --> 00:56:28.740]  那再來看他
[00:56:28.740 --> 00:56:31.300]  這個音線嚇人對吧
[00:56:31.300 --> 00:56:32.560]  沒有改變式
[00:56:32.560 --> 00:56:35.140]  因為這根k線還沒有達到我們買的要求啊
[00:56:35.140 --> 00:56:36.760]  還說加揚補揚或者什麼
[00:56:36.760 --> 00:56:38.600]  那現在好了你這裡是破壞
[00:56:38.600 --> 00:56:40.060]  那接下來買點就是什麼
[00:56:40.060 --> 00:56:43.060]  就是真正的確認點又進入到
[00:56:43.060 --> 00:56:45.560]  對這個音線進行反攻這裡沒有反攻
[00:56:46.040 --> 00:56:47.540]  沒有反攻這一天呢
[00:56:47.540 --> 00:56:49.840]  反攻了那麼買點就
[00:56:49.840 --> 00:56:53.080]  確認了因為這個走勢周線是多頭
[00:56:53.080 --> 00:56:55.780]  日線已經由這裡的轉多回彩
[00:56:55.780 --> 00:56:57.340]  在這一天形成了什麼
[00:56:57.340 --> 00:57:00.280]  是不是這一天對這裡全部形成反攻
[00:57:00.280 --> 00:57:03.800]  然後我們的賣點是不是把這個音線的三分之一為我的防控
[00:57:03.800 --> 00:57:06.500]  對不對那再看看後面的走勢
[00:57:06.500 --> 00:57:10.200]  有沒有出現賣點最低是不是正好打的這個三分之一
[00:57:10.200 --> 00:57:13.340]  是不是這個下已經最低點正好打的這
[00:57:13.340 --> 00:57:14.540]  再往後
[00:57:15.380 --> 00:57:18.680]  從高沒有賣點吧這根k線正好解決了這裡的
[00:57:18.680 --> 00:57:22.180]  這裡的問題對不對
[00:57:22.180 --> 00:57:26.540]  那這種k線沒有這進攻中的分歧沒有賣點好跳空
[00:57:26.540 --> 00:57:32.240]  跳空跳空分歧邁出結束戰鬥拜拜
[00:57:32.240 --> 00:57:36.540]  從哪來回哪去
[00:57:36.540 --> 00:57:40.140]  這就是我們所剛才所講的第一個
[00:57:40.140 --> 00:57:44.120]  我現在第一個講到了分解k線的有效性很重要
[00:57:44.480 --> 00:57:46.680]  這個狗油板買點怎麼買
[00:57:46.680 --> 00:57:48.480]  對吧又給大家什麼
[00:57:48.480 --> 00:57:52.340]  又從就是周線的股票回到日線上怎麼買
[00:57:52.340 --> 00:57:54.300]  大家應該能理解我意思啊
[00:57:54.300 --> 00:57:58.000]  周線的趨勢周線的波段回到日線上怎麼買
[00:57:58.000 --> 00:58:00.700]  你把那個買點卡準了你不會差的
[00:58:00.700 --> 00:58:02.980]  啊不會特別差的
[00:58:02.980 --> 00:58:10.500]  就是k線組合的有效性啊 k線組合有效性
[00:58:10.500 --> 00:58:13.700]  在k線中最重要的就是收盤價
[00:58:15.020 --> 00:58:16.520]  最重要的是收盤價
[00:58:16.520 --> 00:58:19.220]  收盤價是k線博弈的結果
[00:58:19.220 --> 00:58:22.660]  博弈的結果都體現在收盤價
[00:58:22.660 --> 00:58:25.360]  而不是當天的最高價也不是最低價
[00:58:25.360 --> 00:58:28.600]  所以為什麼我們說有效性上你必須可以要考慮到
[00:58:28.600 --> 00:58:31.460]  他能不能從頭扛到尾
[00:58:31.460 --> 00:58:33.000]  不要早上很猛
[00:58:33.000 --> 00:58:35.760]  中午下午扛不住了對吧
[00:58:35.760 --> 00:58:38.600]  然後啪啪啪拋牙很多接不住了
[00:58:38.600 --> 00:58:42.700]  收盤價反映的就是態度
[00:58:42.760 --> 00:58:44.320]  中間的最終態度
[00:58:44.320 --> 00:58:48.020]  那麼強弱的特徵就是反映k線組合是否健康
[00:58:48.020 --> 00:58:51.560]  反映這個結構啊你不要什麼就是
[00:58:51.560 --> 00:58:55.020]  看著很強底子很弱啊是否健康
[00:58:55.020 --> 00:58:56.460]  那麼如何解
[00:58:56.460 --> 00:59:00.060]  強進攻解進攻中有分歧的解
[00:59:00.060 --> 00:59:02.560]  還是純分歧的解還是連
[00:59:02.560 --> 00:59:04.220]  解的勇氣都沒有
[00:59:04.220 --> 00:59:07.020]  對吧你要想一想啊看股票的過程中
[00:59:07.020 --> 00:59:09.620]  啊看個股分析個股的過程中
[00:59:09.620 --> 00:59:12.060]  如何解強進攻解
[00:59:12.360 --> 00:59:15.660]  進攻中有分歧的解還是純分歧的解
[00:59:15.660 --> 00:59:17.760]  還是連解的勇氣都沒有
[00:59:17.760 --> 00:59:19.860]  好我們來看一下後面幾個圖啊
[00:59:19.860 --> 00:59:23.000]  作業圖這個好像
[00:59:23.000 --> 00:59:32.100]  好吧這個講了我們再來再來講這幾個圖好了
[00:59:32.100 --> 00:59:34.800]  那麼
[00:59:34.800 --> 00:59:38.300]  說這個這個就是我剛才都講的
[00:59:38.300 --> 00:59:41.660]  所有的k線主要就是兩種進攻k線和破壞k線
[00:59:42.200 --> 00:59:44.320]  進攻k線這裡沒有那麼仔細的
[00:59:44.320 --> 00:59:45.560]  就是
[00:59:45.560 --> 00:59:48.800]  不用拍了進攻k線就是反打啊
[00:59:48.800 --> 00:59:50.500]  切入懷抱
[00:59:50.500 --> 00:59:52.960]  這裡都沒有給我們這麼細緻的
[00:59:52.960 --> 00:59:54.700]  就是這是一個課
[00:59:54.700 --> 00:59:55.900]  我跟大家講
[00:59:55.900 --> 00:59:57.820]  量價博弈是四個課
[00:59:57.820 --> 01:00:00.160]  我學的四個課融合在一起的
[01:00:00.160 --> 01:00:04.920]  理解我意思吧我交了四分學費融合在一起的
[01:00:04.920 --> 01:00:09.060]  這是這叫什麼這叫黃金解套的課
[01:00:09.900 --> 01:00:14.460]  對吧那他又沒有講的就進攻k線裡面又沒有那麼細緻
[01:00:14.460 --> 01:00:16.360]  所以刻薦的我是不想改的
[01:00:16.360 --> 01:00:19.020]  哎這這這等東西在腦海裡面就行了
[01:00:19.020 --> 01:00:20.760]  會講的出來就好了
[01:00:20.760 --> 01:00:24.060]  所以大家不用進你看進攻k線裡面也講的非常仔細
[01:00:24.060 --> 01:00:26.760]  但是比如說啊有一線連續的一線
[01:00:26.760 --> 01:00:29.060]  然後先把一線包住啊硬般的進攻
[01:00:29.060 --> 01:00:31.200]  強勢的進攻是實現反打前三
[01:00:31.200 --> 01:00:32.960]  再強勢的進攻就是什麼
[01:00:32.960 --> 01:00:35.460]  就是前這裡沒寫
[01:00:35.460 --> 01:00:37.860]  這裡沒寫沒有那個就是其他的
[01:00:37.920 --> 01:00:39.940]  所以我們說對於進攻新k線來講
[01:00:39.940 --> 01:00:41.480]  我們說陽線很重要對不對
[01:00:41.480 --> 01:00:43.840]  陽線是不是還分為1234567的強弱
[01:00:43.840 --> 01:00:46.580]  然後還有懷抱反打切入的強弱
[01:00:46.580 --> 01:00:48.940]  有進攻就會有破壞
[01:00:48.940 --> 01:00:51.780]  破壞我們有1234567強度不同
[01:00:51.780 --> 01:00:55.220]  有洗盤的啊破壞有不同的一個區別
[01:00:55.220 --> 01:00:58.580]  那出現破壞性k線帶動趨勢就是
[01:00:58.580 --> 01:01:03.780]  行情中結的標誌啊就是行情中結的一個標誌
[01:01:03.780 --> 01:01:07.080]  從趨勢的角度來加深理解進攻與破壞
[01:01:07.140 --> 01:01:10.360]  像我們做短線大家我在這裡提醒大家
[01:01:10.360 --> 01:01:12.500]  看日線就夠了
[01:01:12.500 --> 01:01:15.440]  不要再往下看30分鐘k線圖
[01:01:15.440 --> 01:01:17.040]  60分鐘k線圖
[01:01:17.040 --> 01:01:18.600]  大家能理解有意思嗎
[01:01:18.600 --> 01:01:22.800]  我不我覺得如果說你要看你就把分時圖
[01:01:22.800 --> 01:01:25.300]  兩三天連在一起就好了
[01:01:25.300 --> 01:01:27.960]  分時圖的比如說今天
[01:01:27.960 --> 01:01:30.500]  今天的分時加上昨天的分時加上後年的分時
[01:01:30.500 --> 01:01:32.840]  加上大前天啊前天的分時
[01:01:32.840 --> 01:01:34.600]  你就很清楚會看得出來了
[01:01:34.600 --> 01:01:36.500]  不要去看60分鐘k線圖
[01:01:36.500 --> 01:01:38.900]  30分鐘k線圖越小越迷惑
[01:01:38.900 --> 01:01:41.200]  越小越迷惑啊
[01:01:41.200 --> 01:01:45.940]  進攻和破壞最強的底線是越k線啊
[01:01:45.940 --> 01:01:47.740]  這是波段操作的角度
[01:01:47.740 --> 01:01:50.540]  和或者是趨勢操作的角度
[01:01:50.540 --> 01:01:53.440]  所以我們做大趨勢或做波段
[01:01:53.440 --> 01:01:56.560]  我們的進攻與破壞是以越線為單位的
[01:01:56.560 --> 01:01:59.400]  啊像我們現在做小波段小短線就是日線
[01:01:59.400 --> 01:02:02.200]  波段啊小短線就是日線波段就是周線
[01:02:02.200 --> 01:02:04.800]  但真正做中期中長期趨勢
[01:02:05.060 --> 01:02:08.060]  基本上中長期趨勢都是要以越線為單位的
[01:02:08.060 --> 01:02:10.600]  就像今天上午跟他分享的幾個個股對吧
[01:02:10.600 --> 01:02:13.500]  那那紫涵做的那個光伏的那個
[01:02:13.500 --> 01:02:14.900]  也是越線
[01:02:14.900 --> 01:02:18.160]  呃小冬大哥那個時候做的另外一個
[01:02:18.160 --> 01:02:20.100]  叫叫通風微電嗎
[01:02:20.100 --> 01:02:22.660]  也是越線是通風微電還是什麼
[01:02:22.660 --> 01:02:24.100]  不是通風微電還是哪
[01:02:24.100 --> 01:02:26.160]  不記得了也是越線
[01:02:26.160 --> 01:02:29.500]  那紅打也是越線東方材料也是越線
[01:02:29.500 --> 01:02:30.820]  科士達也是越線
[01:02:30.820 --> 01:02:32.060]  大家能明白我意思沒有
[01:02:32.220 --> 01:02:35.260]  就是做中長期趨勢你要考慮的就是越線
[01:02:35.260 --> 01:02:38.520]  越線的兩種最強的進攻破局
[01:02:38.520 --> 01:02:40.360]  越線陽包音越線陽突破
[01:02:40.360 --> 01:02:42.480]  那我先問大家陽包音
[01:02:42.480 --> 01:02:45.860]  和陽突破誰強
[01:02:45.860 --> 01:02:50.120]  陽包音和陽突破誰強
[01:02:50.120 --> 01:02:53.260]  陽包音代表著什麼意思
[01:02:53.260 --> 01:02:56.560]  轉勢扭轉
[01:02:56.560 --> 01:02:59.620]  陽突破代表著破局對不對
[01:02:59.920 --> 01:03:02.380]  陽突破代表著破局所以陽突破更強
[01:03:02.380 --> 01:03:04.260]  那請問大家沒有陽包音
[01:03:04.260 --> 01:03:05.820]  直接來陽突破可不可以
[01:03:05.820 --> 01:03:08.320]  可以也非常好啊
[01:03:08.320 --> 01:03:10.580]  沒有陽包音直接來陽突破也非常好啊
[01:03:10.580 --> 01:03:12.020]  大家可以看這是我們
[01:03:12.020 --> 01:03:14.220]  先陽包音對吧
[01:03:14.220 --> 01:03:16.880]  陽線對應這個一線是不是先陽包音
[01:03:16.880 --> 01:03:18.420]  然後在這慢慢震盪
[01:03:18.420 --> 01:03:20.380]  然後在這裡進行一個陽線
[01:03:20.380 --> 01:03:22.360]  大家在對音線的就近啊
[01:03:22.360 --> 01:03:25.120]  陽線對這個一線進行是不是陽突破
[01:03:25.120 --> 01:03:28.720]  啊就是先陽包音在陽突破就會有形態結構
[01:03:28.920 --> 01:03:30.280]  然後這是音破壞
[01:03:30.280 --> 01:03:31.920]  對吧越線上直接音破壞
[01:03:31.920 --> 01:03:33.460]  就直接什麼走壞掉了啊
[01:03:33.460 --> 01:03:34.920]  就是整個趨勢
[01:03:34.920 --> 01:03:36.280]  就是最大的
[01:03:36.280 --> 01:03:39.480]  凡是越線上的趨勢動能大家一定要相信
[01:03:39.480 --> 01:03:42.760]  啊特別是像越線上的這種扭轉
[01:03:42.760 --> 01:03:44.580]  轉不過來是很難走好的
[01:03:44.580 --> 01:03:46.180]  那這個就是我們狗酥看到的
[01:03:46.180 --> 01:03:47.820]  這是不是也是屬於陽包音呢
[01:03:47.820 --> 01:03:50.220]  陽線包這個音線
[01:03:50.220 --> 01:03:51.520]  看到沒有
[01:03:51.520 --> 01:03:53.660]  你不能把這裡當做懷抱啊
[01:03:53.660 --> 01:03:55.220]  這還是陽包音看到沒有
[01:03:55.220 --> 01:03:57.280]  陽包音之後就會做一個結構
[01:03:57.280 --> 01:03:58.860]  你看這是幾個月的一個結構
[01:03:58.860 --> 01:03:59.980]  模型一對不對
[01:03:59.980 --> 01:04:02.660]  是不是打下來橫盤啊
[01:04:02.660 --> 01:04:04.680]  陽包音基本上都會有結構
[01:04:04.680 --> 01:04:06.880]  陽突破就容易直接上漲
[01:04:06.880 --> 01:04:10.320]  破壞與修復體現的就是博弈
[01:04:10.320 --> 01:04:11.720]  博弈反映的是態度
[01:04:11.720 --> 01:04:13.520]  對後續行前的態度
[01:04:13.520 --> 01:04:16.760]  所以博弈的結果就是一方一方主導
[01:04:16.760 --> 01:04:20.420]  而博弈的結果裡面代表一方主導的就是進攻陽
[01:04:20.420 --> 01:04:21.960]  高亮柱
[01:04:21.960 --> 01:04:24.660]  就是高亮柱進攻陽
[01:04:24.660 --> 01:04:27.260]  進攻陽高亮柱就代表著一方主導
[01:04:28.280 --> 01:04:30.000]  就是進攻陽高亮柱
[01:04:30.000 --> 01:04:32.600]  高亮柱進攻陽就是代表著一方主導
[01:04:32.600 --> 01:04:35.500]  進攻的目的是為下一步做準備
[01:04:35.500 --> 01:04:38.040]  跌呢也不是壞事啊
[01:04:38.040 --> 01:04:39.440]  跌其實有的時候怎麼說呢
[01:04:39.440 --> 01:04:41.240]  我覺得每次機會都是跌出來的
[01:04:41.240 --> 01:04:44.680]  就是就我記得21年的時候我就很焦慮
[01:04:44.680 --> 01:04:45.540]  哎呀別漲了吧
[01:04:45.540 --> 01:04:47.100]  這已經漲了三年了再漲也少
[01:04:47.100 --> 01:04:48.300]  找不到什麼空間呢
[01:04:48.300 --> 01:04:49.740]  特別21年年底的時候
[01:04:49.740 --> 01:04:50.840]  現在這兩年
[01:04:50.840 --> 01:04:52.940]  這兩現在反正現在我是很開心的
[01:04:52.940 --> 01:04:53.780]  反正跌下來了
[01:04:53.780 --> 01:04:55.880]  股票35塊的2 3塊的5塊一大把
[01:04:55.880 --> 01:04:57.580]  17塊的5塊一大把
[01:04:57.600 --> 01:04:58.640]  我那天看了一下
[01:04:58.640 --> 01:05:00.940]  50塊錢以上的股票好像就300多個
[01:05:00.940 --> 01:05:04.780]  大家有沒有看這個是
[01:05:04.780 --> 01:05:05.740]  有沒有看這個
[01:05:05.740 --> 01:05:07.900]  反正我看了一下50塊錢一年的股票就3
[01:05:07.900 --> 01:05:09.540]  1000塊錢的都沒幾個股票
[01:05:09.540 --> 01:05:11.440]  哦沒有基本上500塊
[01:05:11.440 --> 01:05:13.380]  以上的都沒幾個股票
[01:05:13.380 --> 01:05:15.040]  之前好多的
[01:05:15.040 --> 01:05:16.300]  現在經過這兩年下跌
[01:05:16.300 --> 01:05:18.580]  反正怎麼該跌都跌了不該跌都跌了
[01:05:18.580 --> 01:05:19.840]  能跌的不該跌都跌了
[01:05:19.840 --> 01:05:20.800]  所以我覺得現在
[01:05:20.800 --> 01:05:23.140]  現在往後的幾年我是很開心的
[01:05:23.140 --> 01:05:24.640]  對吧你在坑裡面
[01:05:24.640 --> 01:05:25.600]  再怎麼樣
[01:05:25.600 --> 01:05:27.180]  你大不了是坑起來慢和快
[01:05:27.180 --> 01:05:28.840]  而且我們做結構性機會
[01:05:28.840 --> 01:05:29.540]  對不對
[01:05:29.540 --> 01:05:31.540]  所以跌不是壞事
[01:05:31.540 --> 01:05:34.580]  啊這當然就是你得該跑的時候跑掉了
[01:05:34.580 --> 01:05:35.440]  你就跌不是壞事
[01:05:35.440 --> 01:05:37.080]  像我現在就是很很開心
[01:05:37.080 --> 01:05:39.640]  反正我21年多少錢我現在還多少錢
[01:05:39.640 --> 01:05:41.580]  我上一步牛市的錢現在還在
[01:05:41.580 --> 01:05:44.980]  對吧賺的最多的那個資產我在這守著
[01:05:44.980 --> 01:05:46.040]  我就等機會
[01:05:46.040 --> 01:05:47.980]  所以跌不是壞事
[01:05:47.980 --> 01:05:50.880]  但我們說看懂跌你自己要有判斷能力啊
[01:05:50.880 --> 01:05:53.140]  然後給大家也是打勁
[01:05:53.140 --> 01:05:55.180]  就是不管你過去如何
[01:05:55.180 --> 01:05:56.840]  把過去的全翻篇了
[01:05:56.840 --> 01:05:59.580]  從現在開始努力為未來的
[01:05:59.580 --> 01:06:02.180]  長期吧我覺得下一個應該是長期
[01:06:02.180 --> 01:06:04.880]  就像我們上一輪走了三年的結構牛
[01:06:04.880 --> 01:06:06.440]  是長期吧對不對
