[00:00:00.000 --> 00:00:03.720]  有的人比像我们说的做油资的多厉害
[00:49:27.000 --> 00:49:29.000]  现在是什么样的方向呢
[00:49:29.000 --> 00:49:31.000]  现在是什么样的方向呢
[00:49:31.000 --> 00:49:33.000]  现在是什么样的方向呢
[00:49:33.000 --> 00:49:35.000]  现在是什么样的方向呢
[00:49:35.000 --> 00:49:37.000]  现在是什么样的方向呢
[00:49:37.000 --> 00:49:39.000]  现在是什么样的方向呢
[00:49:39.000 --> 00:49:41.000]  现在是什么样的方向呢
[00:49:41.000 --> 00:49:43.000]  现在是什么样的方向呢
[00:49:43.000 --> 00:49:45.000]  现在是什么样的方向呢
[00:49:45.000 --> 00:49:47.000]  现在是什么样的方向呢
[00:49:47.000 --> 00:49:49.000]  现在是什么样的方向呢
[00:49:49.000 --> 00:49:51.000]  现在是什么样的方向呢
[00:49:51.000 --> 00:49:53.000]  现在是什么样的方向呢
[00:49:53.000 --> 00:49:55.000]  现在是什么样的方向呢
[00:49:55.000 --> 00:49:57.000]  现在是什么样的方向呢
[00:49:57.000 --> 00:49:59.000]  现在是什么样的方向呢
[00:49:59.000 --> 00:50:01.000]  现在是什么样的方向呢
[00:50:01.000 --> 00:50:03.000]  现在是什么样的方向呢
[00:50:03.000 --> 00:50:05.000]  现在是什么样的方向呢
[00:50:05.000 --> 00:50:07.000]  现在是什么样的方向呢
[00:50:07.000 --> 00:50:09.000]  现在是什么样的方向呢
[00:50:09.000 --> 00:50:11.000]  现在是什么样的方向呢
[00:50:11.000 --> 00:50:13.000]  现在是什么样的方向呢
[00:50:13.000 --> 00:50:15.000]  现在是什么样的方向呢
[00:50:15.000 --> 00:50:17.000]  现在是什么样的方向呢
[00:50:17.000 --> 00:50:19.000]  现在是什么样的方向呢
[00:50:19.000 --> 00:50:21.000]  现在是什么样的方向呢
[00:50:21.000 --> 00:50:23.000]  现在是什么样的方向呢
[00:50:23.000 --> 00:50:25.000]  现在是什么样的方向呢
[00:50:25.000 --> 00:50:27.000]  现在是什么样的方向呢
[00:50:27.000 --> 00:50:29.000]  现在是什么样的方向呢
[00:50:29.000 --> 00:50:31.000]  现在是什么样的方向呢
[00:50:31.000 --> 00:50:33.000]  现在是什么样的方向呢
[00:50:33.000 --> 00:50:35.000]  现在是什么样的方向呢
[00:50:35.000 --> 00:50:37.000]  现在是什么样的方向呢
[00:50:37.000 --> 00:50:39.000]  现在是什么样的方向呢
[00:50:39.000 --> 00:50:41.000]  现在是什么样的方向呢
[00:50:41.000 --> 00:50:43.000]  现在是什么样的方向呢
[00:50:43.000 --> 00:50:45.000]  现在是什么样的方向呢
[00:50:45.000 --> 00:50:47.000]  现在是什么样的方向呢
[00:50:47.000 --> 00:50:49.000]  现在是什么样的方向呢
[00:50:49.000 --> 00:50:51.000]  现在是什么样的方向呢
[00:50:51.000 --> 00:50:53.000]  现在是什么样的方向呢
[00:50:53.000 --> 00:50:55.000]  现在是什么样的方向呢
[00:50:55.000 --> 00:50:57.000]  现在是什么样的方向呢
[00:50:57.000 --> 00:50:59.000]  现在是什么样的方向呢
[00:50:59.000 --> 00:51:01.000]  现在是什么样的方向呢
[00:51:01.000 --> 00:51:03.000]  现在是什么样的方向呢
[00:51:03.000 --> 00:51:05.000]  现在是什么样的方向呢
[00:51:05.000 --> 00:51:07.000]  现在是什么样的方向呢
[00:51:07.000 --> 00:51:09.000]  现在是什么样的方向呢
[00:51:09.000 --> 00:51:11.000]  现在是什么样的方向呢
[00:51:11.000 --> 00:51:13.000]  现在是什么样的方向呢
[00:51:13.000 --> 00:51:15.000]  现在是什么样的方向呢
[00:51:15.000 --> 00:51:17.000]  现在是什么样的方向呢
[00:51:17.000 --> 00:51:19.000]  你们会看这些推线吗
[00:51:19.000 --> 00:51:21.000]  会
[00:51:21.000 --> 00:51:23.000]  现在会 回去也不会
[00:51:23.000 --> 00:51:25.000]  现在会 回去也不会
[00:51:25.000 --> 00:51:27.000]  现在会 回去也不会
[00:51:27.000 --> 00:51:29.000]  现在会 回去也不会
[00:51:29.000 --> 00:51:31.000]  现在会 回去也不会
[00:51:31.000 --> 00:51:33.000]  现在会 回去也不会
[00:51:33.000 --> 00:51:35.000]  回去必须会
[00:51:35.000 --> 00:51:37.000]  一学就会
[00:51:37.000 --> 00:51:39.000]  是不是这四个语言
[00:51:39.000 --> 00:51:41.000]  是不是这四个语言
[00:51:41.000 --> 00:51:43.000]  然后在这四个语言的基础之上
[00:51:43.000 --> 00:51:45.000]  然后在这四个语言的基础之上
[00:51:45.000 --> 00:51:47.000]  好
[00:51:47.000 --> 00:51:49.000]  好 我们来看
[00:51:49.000 --> 00:51:51.000]  我先讲那个
[00:51:51.000 --> 00:51:53.000]  我先讲那个
[00:51:53.000 --> 00:51:55.000]  先讲这个
[00:51:55.000 --> 00:51:57.000]  反正每个都一样的
[00:51:57.000 --> 00:51:59.000]  稍微放大一点
[00:51:59.000 --> 00:52:01.000]  在我这里看 我觉得每个都一样的
[00:52:01.000 --> 00:52:07.000]  就这一段好不好
[00:52:07.000 --> 00:52:09.000]  你在画房
[00:52:09.000 --> 00:52:11.000]  进攻对应谁的时候
[00:52:11.000 --> 00:52:13.000]  进攻指对谁呀
[00:52:15.000 --> 00:52:17.000]  破坏 对不对
[00:52:17.000 --> 00:52:19.000]  我们进攻分为三种
[00:52:19.000 --> 00:52:21.000]  一个是什么 切入
[00:52:21.000 --> 00:52:23.000]  一个是反打
[00:52:23.000 --> 00:52:25.000]  一个是白抱
[00:52:25.000 --> 00:52:27.000]  切入左边是啥
[00:52:27.000 --> 00:52:29.000]  什么音线
[00:52:29.000 --> 00:52:31.000]  破坏音
[00:52:31.000 --> 00:52:33.000]  破坏音就是实体位置对不对
[00:52:33.000 --> 00:52:35.000]  反打前面是啥
[00:52:35.000 --> 00:52:37.000]  小鹰小羊是啥意思
[00:52:37.000 --> 00:52:39.000]  停顿
[00:52:39.000 --> 00:52:41.000]  停顿的小鹰小羊对不对
[00:52:41.000 --> 00:52:43.000]  我跟你讲破坏吧
[00:52:43.000 --> 00:52:45.000]  白抱的前面是啥
[00:52:45.000 --> 00:52:47.000]  小鹰小羊
[00:52:47.000 --> 00:52:49.000]  怎么样的停顿
[00:52:49.000 --> 00:52:51.000]  小鹰小羊
[00:52:51.000 --> 00:52:53.000]  一个是中心下一段
[00:52:53.000 --> 00:52:55.000]  停顿是不是
[00:52:55.000 --> 00:52:57.000]  好了 来看一下
[00:52:57.000 --> 00:52:59.000]  咱们来看一下这个
[00:52:59.000 --> 00:53:01.000]  这是什么黑线
[00:53:01.000 --> 00:53:03.000]  破坏
[00:53:03.000 --> 00:53:05.000]  这两个黑线告诉我
[00:53:05.000 --> 00:53:07.000]  它是什么意思
[00:53:07.000 --> 00:53:09.000]  它是停顿还是破坏还是进攻
[00:53:09.000 --> 00:53:11.000]  破坏
[00:53:11.000 --> 00:53:13.000]  它破坏点着破了有什么破坏
[00:53:13.000 --> 00:53:15.000]  它有没有再继续破坏
[00:53:15.000 --> 00:53:17.000]  在这个技术之中再继续破坏
[00:53:17.000 --> 00:53:19.000]  没有
[00:53:19.000 --> 00:53:21.000]  它这两个黑线是在破坏还是后面的在这里休息
[00:53:21.000 --> 00:53:23.000]  这两个黑线叫什么
[00:53:23.000 --> 00:53:25.000]  停顿 停顿要去关照它吗
[00:53:25.000 --> 00:53:27.000]  不用关照它
[00:53:27.000 --> 00:53:29.000]  好 这个破坏了这里又出现一个什么
[00:53:29.000 --> 00:53:31.000]  破坏
[00:53:31.000 --> 00:53:33.000]  那这个破坏完之后这里出现了什么
[00:53:33.000 --> 00:53:35.000]  停顿
[00:53:35.000 --> 00:53:37.000]  它没有攻它就是小鹰小羊停顿对不对
[00:53:37.000 --> 00:53:39.000]  这个股票是强
[00:53:39.000 --> 00:53:41.000]  那我问大家这次的买点是
[00:53:41.000 --> 00:53:43.000]  过它还是过它
[00:53:43.000 --> 00:53:45.000]  过这个还是过这个
[00:53:45.000 --> 00:53:47.000]  还是过这个
[00:53:47.000 --> 00:53:49.000]  还是过这个
[00:53:49.000 --> 00:53:51.000]  我就问大家
[00:53:51.000 --> 00:53:53.000]  一二三过哪个
[00:53:53.000 --> 00:53:55.000]  二
[00:53:55.000 --> 00:53:57.000]  现在大家听得懂是吧
[00:53:57.000 --> 00:53:59.000]  过二
[00:53:59.000 --> 00:54:01.000]  它人家强
[00:54:01.000 --> 00:54:03.000]  二一一起过
[00:54:03.000 --> 00:54:05.000]  分期一起过
[00:54:05.000 --> 00:54:07.000]  分期一起过
[00:54:07.000 --> 00:54:09.000]  分期一起过
[00:54:09.000 --> 00:54:11.000]  分期一起过
[00:54:11.000 --> 00:54:13.000]  分期一起过
[00:54:13.000 --> 00:54:15.000]  分期一起过
[00:54:15.000 --> 00:54:17.000]  分期一起过
[00:54:17.000 --> 00:54:19.000]  分期一起过
[00:54:19.000 --> 00:54:21.000]  分期一起过
[00:54:21.000 --> 00:54:23.000]  分期一起过
[00:54:23.000 --> 00:54:25.000]  分期一起过
[00:54:25.000 --> 00:54:27.000]  分期一起过
[00:54:27.000 --> 00:54:29.000]  分期一起过
[00:54:29.000 --> 00:54:31.000]  分期一起过
[00:54:31.000 --> 00:54:33.000]  分期一起过
[00:54:33.000 --> 00:54:35.000]  分期一起过
[00:54:35.000 --> 00:54:37.000]  分期一起过
[00:54:37.000 --> 00:54:39.000]  分期一起过
[00:54:39.000 --> 00:54:41.000]  分期一起过
[00:54:41.000 --> 00:54:43.000]  分期一起过
[00:54:43.000 --> 00:54:45.000]  分期一起过
[00:54:45.000 --> 00:54:47.000]  分期一起过
[00:54:47.000 --> 00:54:49.000]  分期一起过
[00:54:49.000 --> 00:54:51.000]  分期一起过
[00:54:51.000 --> 00:54:53.000]  分期一起过
[00:54:53.000 --> 00:54:55.000]  分期一起过
[00:54:55.000 --> 00:54:57.000]  分期一起过
[00:54:57.000 --> 00:54:59.000]  分期一起过
[00:54:59.000 --> 00:55:01.000]  分期一起过
[00:55:01.000 --> 00:55:03.000]  分期一起过
[00:55:03.000 --> 00:55:05.000]  分期一起过
[00:55:05.000 --> 00:55:07.000]  分期一起过
[00:55:07.000 --> 00:55:09.000]  分期一起过
[00:55:09.000 --> 00:55:11.000]  分期一起过
[00:55:11.000 --> 00:55:13.000]  分期一起过
[00:55:13.000 --> 00:55:15.000]  分期一起过
[00:55:15.000 --> 00:55:17.000]  分期一起过
[00:55:17.000 --> 00:55:19.000]  分期一起过
[00:55:19.000 --> 00:55:21.000]  分期一起过
[00:55:21.000 --> 00:55:23.000]  分期一起过
[00:55:23.000 --> 00:55:25.000]  分期一起过
[00:55:25.000 --> 00:55:27.000]  分期一起过
[00:55:27.000 --> 00:55:29.000]  分期一起过
[00:55:29.000 --> 00:55:31.000]  分期一起过
[00:55:31.000 --> 00:55:33.000]  分期一起过
[00:55:33.000 --> 00:55:35.000]  分期一起过
[00:55:35.000 --> 00:55:37.000]  分期一起过
[00:55:37.000 --> 00:55:39.000]  分期一起过
[00:55:39.000 --> 00:55:41.000]  分期一起过
[00:55:41.000 --> 00:55:43.000]  分期一起过
[00:55:43.000 --> 00:55:45.000]  分期一起过
[00:55:45.000 --> 00:55:47.000]  分期一起过
[00:55:47.000 --> 00:55:49.000]  分期一起过
[00:55:49.000 --> 00:55:51.000]  分期一起过
[00:55:51.000 --> 00:55:53.000]  分期一起过
[00:55:53.000 --> 00:55:55.000]  分期一起过
[00:55:55.000 --> 00:55:57.000]  分期一起过
[00:55:57.000 --> 00:55:59.000]  分期一起过
[00:55:59.000 --> 00:56:01.000]  分期一起过
[00:56:01.000 --> 00:56:03.000]  分期一起过
[00:56:03.000 --> 00:56:05.000]  分期一起过
[00:56:05.000 --> 00:56:07.000]  分期一起过
[00:56:07.000 --> 00:56:09.000]  分期一起过
[00:56:09.000 --> 00:56:11.000]  分期一起过
[00:56:11.000 --> 00:56:13.000]  分期一起过
[00:56:13.000 --> 00:56:15.000]  分期一起过
[00:56:15.000 --> 00:56:17.000]  分期一起过
[00:56:17.000 --> 00:56:19.000]  分期一起过
[00:56:19.000 --> 00:56:21.000]  分期一起过
[00:56:21.000 --> 00:56:23.000]  分期一起过
[00:56:23.000 --> 00:56:25.000]  分期一起过
[00:56:25.000 --> 00:56:27.000]  分期一起过
[00:56:27.000 --> 00:56:29.000]  分期一起过
[00:56:29.000 --> 00:56:31.000]  分期一起过
[00:56:31.000 --> 00:56:33.000]  分期一起过
[00:56:33.000 --> 00:56:35.000]  分期一起过
[00:56:35.000 --> 00:56:37.000]  分期一起过
[00:56:37.000 --> 00:56:39.000]  分期一起过
[00:56:39.000 --> 00:56:41.000]  分期一起过
[00:56:41.000 --> 00:56:43.000]  分期一起过
[00:56:43.000 --> 00:56:45.000]  分期一起过
[00:56:45.000 --> 00:56:47.000]  分期一起过
[00:56:47.000 --> 00:56:49.000]  分期一起过
[00:56:49.000 --> 00:56:51.000]  分期一起过
[00:56:51.000 --> 00:56:53.000]  分期一起过
[00:56:53.000 --> 00:56:55.000]  分期一起过
[00:56:55.000 --> 00:56:57.000]  分期一起过
[00:56:57.000 --> 00:56:59.000]  分期一起过
[00:56:59.000 --> 00:57:01.000]  分期一起过
[00:57:01.000 --> 00:57:03.000]  分期一起过
[00:57:03.000 --> 00:57:05.000]  分期一起过
[00:57:05.000 --> 00:57:07.000]  分期一起过
[00:57:07.000 --> 00:57:09.000]  分期一起过
[00:57:09.000 --> 00:57:11.000]  分期一起过
[00:57:11.000 --> 00:57:13.000]  分期一起过
[00:57:13.000 --> 00:57:15.000]  分期一起过
[00:57:15.000 --> 00:57:17.000]  分期一起过
[00:57:17.000 --> 00:57:19.000]  分期一起过
[00:57:19.000 --> 00:57:21.000]  分期一起过
[00:57:21.000 --> 00:57:23.000]  分期一起过
[00:57:23.000 --> 00:57:25.000]  分期一起过
[00:57:25.000 --> 00:57:27.000]  分期一起过
[00:57:27.000 --> 00:57:29.000]  分期一起过
[00:57:29.000 --> 00:57:31.000]  分期一起过
[00:57:31.000 --> 00:57:33.000]  分期一起过
[00:57:33.000 --> 00:57:35.000]  分期一起过
[00:57:35.000 --> 00:57:37.000]  分期一起过
[00:57:37.000 --> 00:57:39.000]  分期一起过
[00:57:39.000 --> 00:57:41.000]  分期一起过
[00:57:41.000 --> 00:57:43.000]  分期一起过
[00:57:43.000 --> 00:57:45.000]  分期一起过
[00:57:45.000 --> 00:57:47.000]  分期一起过
[00:57:47.000 --> 00:57:49.000]  分期一起过
[00:57:49.000 --> 00:57:51.000]  分期一起过
[00:57:51.000 --> 00:57:53.000]  分期一起过
[00:57:53.000 --> 00:57:55.000]  分期一起过
[00:57:55.000 --> 00:57:57.000]  分期一起过
[00:57:57.000 --> 00:57:59.000]  分期一起过
[00:57:59.000 --> 00:58:01.000]  分期一起过
[00:58:01.000 --> 00:58:03.000]  分期一起过
[00:58:03.000 --> 00:58:05.000]  分期一起过
[00:58:05.000 --> 00:58:07.000]  分期一起过
[00:58:07.000 --> 00:58:09.000]  分期一起过
[00:58:09.000 --> 00:58:11.000]  分期一起过
[00:58:11.000 --> 00:58:13.000]  分期一起过
[00:58:13.000 --> 00:58:15.000]  分期一起过
[00:58:15.000 --> 00:58:17.000]  分期一起过
[00:58:17.000 --> 00:58:19.000]  分期一起过
[00:58:19.000 --> 00:58:21.000]  分期一起过
[00:58:21.000 --> 00:58:23.000]  分期一起过
[00:58:23.000 --> 00:58:25.000]  分期一起过
[00:58:25.000 --> 00:58:27.000]  分期一起过
[00:58:27.000 --> 00:58:29.000]  分期一起过
[00:58:29.000 --> 00:58:31.000]  分期一起过
[00:58:31.000 --> 00:58:33.000]  分期一起过
[00:58:33.000 --> 00:58:35.000]  分期一起过
[00:58:35.000 --> 00:58:37.000]  分期一起过
[00:58:37.000 --> 00:58:39.000]  分期一起过
[00:58:39.000 --> 00:58:41.000]  分期一起过
[00:58:41.000 --> 00:58:43.000]  分期一起过
[00:58:43.000 --> 00:58:45.000]  分期一起过
[00:58:45.000 --> 00:58:47.000]  分期一起过
[00:58:47.000 --> 00:58:49.000]  分期一起过
[00:58:49.000 --> 00:58:51.000]  分期一起过
[00:58:51.000 --> 00:58:53.000]  分期一起过
[00:58:53.000 --> 00:58:55.000]  分期一起过
[00:58:55.000 --> 00:58:57.000]  分期一起过
[00:58:57.000 --> 00:58:59.000]  分期一起过
[00:58:59.000 --> 00:59:01.000]  分期一起过
[00:59:01.000 --> 00:59:03.000]  分期一起过
[00:59:03.000 --> 00:59:05.000]  分期一起过
[00:59:05.000 --> 00:59:07.000]  分期一起过
[00:59:07.000 --> 00:59:09.000]  分期一起过
[00:59:09.000 --> 00:59:11.000]  分期一起过
[00:59:11.000 --> 00:59:13.000]  分期一起过
[00:59:13.000 --> 00:59:15.000]  分期一起过
[00:59:15.000 --> 00:59:17.000]  分期一起过
[00:59:17.000 --> 00:59:19.000]  分期一起过
[00:59:19.000 --> 00:59:21.000]  分期一起过
[00:59:21.000 --> 00:59:23.000]  分期一起过
[00:59:23.000 --> 00:59:25.000]  分期一起过
[00:59:25.000 --> 00:59:27.000]  分期一起过
[00:59:27.000 --> 00:59:29.000]  分期一起过
[00:59:29.000 --> 00:59:31.000]  分期一起过
[00:59:31.000 --> 00:59:33.000]  分期一起过
[00:59:33.000 --> 00:59:35.000]  分期一起过
[00:59:35.000 --> 00:59:37.000]  分期一起过
[00:59:37.000 --> 00:59:39.000]  分期一起过
[00:59:39.000 --> 00:59:41.000]  分期一起过
[00:59:41.000 --> 00:59:43.000]  分期一起过
[00:59:43.000 --> 00:59:45.000]  分期一起过
[00:59:45.000 --> 00:59:47.000]  分期一起过
[00:59:47.000 --> 00:59:49.000]  分期一起过
[00:59:49.000 --> 00:59:51.000]  分期一起过
[00:59:51.000 --> 00:59:53.000]  分期一起过
[00:59:53.000 --> 00:59:55.000]  分期一起过
[00:59:55.000 --> 00:59:57.000]  分期一起过
[00:59:57.000 --> 00:59:59.000]  分期一起过
[00:59:59.000 --> 01:00:01.000]  分期一起过
[01:00:01.000 --> 01:00:03.000]  分期一起过
[01:00:03.000 --> 01:00:05.000]  分期一起过
[01:00:05.000 --> 01:00:07.000]  分期一起过
[01:00:07.000 --> 01:00:09.000]  分期一起过
[01:00:09.000 --> 01:00:11.000]  分期一起过
[01:00:11.000 --> 01:00:13.000]  分期一起过
[01:00:13.000 --> 01:00:15.000]  分期一起过
[01:00:15.000 --> 01:00:17.000]  分期一起过
[01:00:17.000 --> 01:00:19.000]  分期一起过
[01:00:19.000 --> 01:00:21.000]  分期一起过
[01:00:21.000 --> 01:00:23.000]  分期一起过
[01:00:23.000 --> 01:00:25.000]  分期一起过
[01:00:25.000 --> 01:00:27.000]  分期一起过
[01:00:27.000 --> 01:00:29.000]  分期一起过
[01:00:29.000 --> 01:00:31.000]  分期一起过
[01:00:31.000 --> 01:00:33.000]  分期一起过
[01:00:33.000 --> 01:00:35.000]  分期一起过
[01:00:35.000 --> 01:00:37.000]  分期一起过
[01:00:37.000 --> 01:00:39.000]  分期一起过
[01:00:39.000 --> 01:00:41.000]  分期一起过
[01:00:41.000 --> 01:00:43.000]  分期一起过
[01:00:43.000 --> 01:00:45.000]  分期一起过
[01:00:45.000 --> 01:00:47.000]  分期一起过
[01:00:47.000 --> 01:00:49.000]  分期一起过
[01:00:49.000 --> 01:00:51.000]  分期一起过
[01:00:51.000 --> 01:00:53.000]  分期一起过
[01:00:53.000 --> 01:00:55.000]  分期一起过
[01:00:55.000 --> 01:00:57.000]  分期一起过
[01:00:57.000 --> 01:00:59.000]  分期一起过
[01:00:59.000 --> 01:01:01.000]  分期一起过
[01:01:01.000 --> 01:01:03.000]  分期一起过
[01:01:03.000 --> 01:01:05.000]  分期一起过
[01:01:05.000 --> 01:01:07.000]  分期一起过
[01:01:07.000 --> 01:01:09.000]  分期一起过
[01:01:09.000 --> 01:01:11.000]  分期一起过
[01:01:11.000 --> 01:01:13.000]  分期一起过
[01:01:13.000 --> 01:01:15.000]  分期一起过
[01:01:15.000 --> 01:01:17.000]  分期一起过
[01:01:17.000 --> 01:01:19.000]  分期一起过
[01:01:19.000 --> 01:01:21.000]  分期一起过
[01:01:21.000 --> 01:01:23.000]  分期一起过
[01:01:23.000 --> 01:01:25.000]  分期一起过
[01:01:25.000 --> 01:01:27.000]  分期一起过
[01:01:27.000 --> 01:01:29.000]  分期一起过
[01:01:29.000 --> 01:01:31.000]  分期一起过
[01:01:31.000 --> 01:01:33.000]  分期一起过
[01:01:33.000 --> 01:01:35.000]  分期一起过
[01:01:35.000 --> 01:01:37.000]  分期一起过
[01:01:37.000 --> 01:01:39.000]  分期一起过
[01:01:39.000 --> 01:01:41.000]  分期一起过
[01:01:41.000 --> 01:01:43.000]  分期一起过
[01:01:43.000 --> 01:01:45.000]  分期一起过
[01:01:45.000 --> 01:01:47.000]  分期一起过
[01:01:47.000 --> 01:01:49.000]  分期一起过
[01:01:49.000 --> 01:01:51.000]  分期一起过
[01:01:51.000 --> 01:01:53.000]  分期一起过
[01:01:53.000 --> 01:01:55.000]  分期一起过
[01:01:55.000 --> 01:01:57.000]  分期一起过
[01:01:57.000 --> 01:01:59.000]  分期一起过
[01:01:59.000 --> 01:02:01.000]  分期一起过
[01:02:01.000 --> 01:02:03.000]  分期一起过
[01:02:03.000 --> 01:02:05.000]  分期一起过
[01:02:05.000 --> 01:02:07.000]  分期一起过
[01:02:07.000 --> 01:02:09.000]  分期一起过
[01:02:09.000 --> 01:02:11.000]  分期一起过
[01:02:11.000 --> 01:02:13.000]  分期一起过
[01:02:13.000 --> 01:02:15.000]  分期一起过
[01:02:15.000 --> 01:02:17.000]  分期一起过
[01:02:17.000 --> 01:02:19.000]  分期一起过
[01:02:19.000 --> 01:02:21.000]  分期一起过
[01:02:21.000 --> 01:02:23.000]  分期一起过
[01:02:23.000 --> 01:02:25.000]  分期一起过
[01:02:25.000 --> 01:02:27.000]  分期一起过
[01:02:27.000 --> 01:02:29.000]  分期一起过
[01:02:29.000 --> 01:02:31.000]  分期一起过
[01:02:31.000 --> 01:02:33.000]  分期一起过
[01:02:33.000 --> 01:02:35.000]  分期一起过
[01:02:35.000 --> 01:02:37.000]  分期一起过
[01:02:37.000 --> 01:02:39.000]  分期一起过
[01:02:39.000 --> 01:02:41.000]  分期一起过
[01:02:41.000 --> 01:02:43.000]  分期一起过
[01:02:43.000 --> 01:02:45.000]  分期一起过
[01:02:45.000 --> 01:02:47.000]  分期一起过
[01:02:47.000 --> 01:02:49.000]  分期一起过
[01:02:49.000 --> 01:02:51.000]  分期一起过
[01:02:51.000 --> 01:02:53.000]  分期一起过
[01:02:53.000 --> 01:02:55.000]  分期一起过
[01:02:55.000 --> 01:02:57.000]  分期一起过
[01:02:57.000 --> 01:02:59.000]  分期一起过
[01:02:59.000 --> 01:03:01.000]  分期一起过
[01:03:01.000 --> 01:03:03.000]  分期一起过
[01:03:03.000 --> 01:03:05.000]  分期一起过
[01:03:05.000 --> 01:03:07.000]  分期一起过
[01:03:07.000 --> 01:03:09.000]  分期一起过
[01:03:09.000 --> 01:03:11.000]  分期一起过
[01:03:11.000 --> 01:03:13.000]  分期一起过
[01:03:13.000 --> 01:03:15.000]  分期一起过
[01:03:15.000 --> 01:03:17.000]  分期一起过
[01:03:17.000 --> 01:03:19.000]  分期一起过
[01:03:19.000 --> 01:03:21.000]  分期一起过
[01:03:21.000 --> 01:03:23.000]  分期一起过
[01:03:23.000 --> 01:03:25.000]  分期一起过
[01:03:25.000 --> 01:03:27.000]  分期一起过
[01:03:27.000 --> 01:03:29.000]  分期一起过
[01:03:29.000 --> 01:03:31.000]  分期一起过
[01:03:31.000 --> 01:03:33.000]  分期一起过
[01:03:33.000 --> 01:03:35.000]  分期一起过
[01:03:35.000 --> 01:03:37.000]  分期一起过
[01:03:37.000 --> 01:03:39.000]  分期一起过
[01:03:39.000 --> 01:03:41.000]  分期一起过
[01:03:41.000 --> 01:03:43.000]  分期一起过
[01:03:43.000 --> 01:03:45.000]  分期一起过
[01:03:45.000 --> 01:03:47.000]  分期一起过
[01:03:47.000 --> 01:03:49.000]  分期一起过
[01:03:49.000 --> 01:03:51.000]  分期一起过
[01:03:51.000 --> 01:03:53.000]  分期一起过
[01:03:53.000 --> 01:03:55.000]  分期一起过
[01:03:55.000 --> 01:03:57.000]  分期一起过
[01:03:57.000 --> 01:03:59.000]  分期一起过
[01:03:59.000 --> 01:04:01.000]  分期一起过
[01:04:01.000 --> 01:04:03.000]  分期一起过
[01:04:03.000 --> 01:04:05.000]  分期一起过
[01:04:05.000 --> 01:04:07.000]  分期一起过
[01:04:07.000 --> 01:04:09.000]  分期一起过
[01:04:09.000 --> 01:04:11.000]  分期一起过
[01:04:11.000 --> 01:04:13.000]  分期一起过
[01:04:13.000 --> 01:04:15.000]  分期一起过
[01:04:15.000 --> 01:04:17.000]  分期一起过
[01:04:17.000 --> 01:04:19.000]  分期一起过
[01:04:19.000 --> 01:04:21.000]  分期一起过
[01:04:21.000 --> 01:04:23.000]  分期一起过
[01:04:23.000 --> 01:04:25.000]  分期一起过
[01:04:25.000 --> 01:04:27.000]  分期一起过
[01:04:27.000 --> 01:04:29.000]  分期一起过
[01:04:29.000 --> 01:04:31.000]  分期一起过
[01:04:31.000 --> 01:04:33.000]  分期一起过
[01:04:33.000 --> 01:04:35.000]  分期一起过
[01:04:35.000 --> 01:04:37.000]  分期一起过
[01:04:37.000 --> 01:04:39.000]  分期一起过
[01:04:39.000 --> 01:04:41.000]  分期一起过
[01:04:41.000 --> 01:04:43.000]  分期一起过
[01:04:43.000 --> 01:04:45.000]  分期一起过
[01:04:45.000 --> 01:04:47.000]  分期一起过
[01:04:47.000 --> 01:04:49.000]  分期一起过
[01:04:49.000 --> 01:04:51.000]  分期一起过
[01:04:51.000 --> 01:04:53.000]  分期一起过
[01:04:53.000 --> 01:04:55.000]  分期一起过
[01:04:55.000 --> 01:04:57.000]  分期一起过
[01:04:57.000 --> 01:04:59.000]  分期一起过
[01:04:59.000 --> 01:05:01.000]  分期一起过
[01:05:01.000 --> 01:05:03.000]  分期一起过
[01:05:03.000 --> 01:05:05.000]  分期一起过
[01:05:05.000 --> 01:05:07.000]  分期一起过
[01:05:07.000 --> 01:05:09.000]  分期一起过
[01:05:09.000 --> 01:05:11.000]  分期一起过
[01:05:11.000 --> 01:05:13.000]  分期一起过
[01:05:13.000 --> 01:05:15.000]  分期一起过
[01:05:15.000 --> 01:05:17.000]  分期一起过
[01:05:17.000 --> 01:05:19.000]  分期一起过
[01:05:19.000 --> 01:05:21.000]  分期一起过
[01:05:21.000 --> 01:05:23.000]  分期一起过
[01:05:23.000 --> 01:05:25.000]  分期一起过
[01:05:25.000 --> 01:05:27.000]  分期一起过
[01:05:27.000 --> 01:05:29.000]  分期一起过
[01:05:29.000 --> 01:05:31.000]  分期一起过
[01:05:31.000 --> 01:05:33.000]  分期一起过
[01:05:33.000 --> 01:05:35.000]  分期一起过
[01:05:35.000 --> 01:05:37.000]  分期一起过
[01:05:37.000 --> 01:05:39.000]  分期一起过
[01:05:39.000 --> 01:05:41.000]  分期一起过
[01:05:41.000 --> 01:05:43.000]  分期一起过
[01:05:43.000 --> 01:05:45.000]  分期一起过
[01:05:45.000 --> 01:05:47.000]  分期一起过
[01:05:47.000 --> 01:05:49.000]  分期一起过
[01:05:49.000 --> 01:05:51.000]  分期一起过
[01:05:51.000 --> 01:05:53.000]  分期一起过
[01:05:53.000 --> 01:05:55.000]  分期一起过
[01:05:55.000 --> 01:05:57.000]  分期一起过
[01:05:57.000 --> 01:05:59.000]  分期一起过
[01:05:59.000 --> 01:06:01.000]  分期一起过
[01:06:01.000 --> 01:06:03.000]  分期一起过
