[00:00:00.000 --> 00:00:05.500]  好 我们准备开始了
[00:45:43.240 --> 00:45:47.620]  最开始利而又之那里是它的成本呢
[00:45:47.620 --> 00:45:49.320]  它花的是成本呀
[00:45:49.720 --> 00:45:50.720]  大家认同吧
[00:45:50.720 --> 00:45:53.580]  就像你说收购一家收购这家比如说黑大哥的公司
[00:45:53.580 --> 00:45:56.480]  我们收购我花了8000万收购它
[00:45:56.480 --> 00:45:58.680]  这个8000万是我的成本呢
[00:45:58.680 --> 00:46:00.320]  那肯定量也放出来了嘛
[00:46:00.320 --> 00:46:01.680]  对不对
[00:46:01.680 --> 00:46:04.020]  你不要觉得哎我这个8000万收购了
[00:46:04.020 --> 00:46:05.580]  量放出来已经涨了那么多了
[00:46:05.580 --> 00:46:06.720]  你要明白反过来
[00:46:06.720 --> 00:46:09.380]  他都敢花8000万的代价去收购
[00:46:09.380 --> 00:46:11.180]  说明他看好这个行业
[00:46:11.180 --> 00:46:13.580]  看好这个方向的发展肯定不只是
[00:46:13.580 --> 00:46:15.360]  8000万的产值
[00:46:15.360 --> 00:46:17.160]  大家能理解我意思没有
[00:46:17.160 --> 00:46:19.660]  肯定看好未来应该是3个亿的产值
[00:46:19.760 --> 00:46:22.420]  他才会愿意花8000万的代价去收购
[00:46:22.420 --> 00:46:24.220]  大家这句话能理解没有
[00:46:24.220 --> 00:46:26.060]  不要看他长头就吓人
[00:46:26.060 --> 00:46:30.260]  但是你要从熊和牛就是空和多的位置来看
[00:46:30.260 --> 00:46:34.020]  你不要多里面一下像后面像去年吧
[00:46:34.020 --> 00:46:36.320]  好22年第二波
[00:46:36.320 --> 00:46:39.460]  就是第二波那个这个阶段的时候
[00:46:39.460 --> 00:46:42.260]  我的天哪那个储能的消息满天飞
[00:46:42.260 --> 00:46:45.020]  好像就从这个30到这个60吧
[00:46:45.020 --> 00:46:48.220]  那几个月的实际年储能的消息满天飞
[00:46:48.560 --> 00:46:50.320]  所有的研报张文富那个哈
[00:46:50.320 --> 00:46:52.820]  所有的研报都在讲储能的发展
[00:46:52.820 --> 00:46:55.020]  储能的增速储能未来
[00:46:55.020 --> 00:46:56.560]  前景如何如何
[00:46:56.560 --> 00:46:57.860]  那你完蛋了
[00:46:57.860 --> 00:46:59.820]  对吧那你完蛋了
[00:46:59.820 --> 00:47:02.420]  所以我跟他我我我我我我我说说我
[00:47:02.420 --> 00:47:04.500]  我反正我就啥都真的啥都说啊
[00:47:04.500 --> 00:47:08.860]  就是你会发现有些东西的实际的配合跟股价
[00:47:08.860 --> 00:47:10.420]  都是什么
[00:47:10.420 --> 00:47:12.520]  有意而为之的
[00:47:12.520 --> 00:47:15.220]  真正让你知道的时候是啥都听不到
[00:47:15.220 --> 00:47:18.220]  真正有的时候啊真正是机会的时候
[00:47:18.220 --> 00:47:19.260]  啥都听不到的
[00:47:19.260 --> 00:47:20.860]  我就跟大家这么讲
[00:47:20.860 --> 00:47:23.060]  所以现在后期我我我说什么
[00:47:23.060 --> 00:47:25.760]  就是我在看的过程中我真的不看那么多的
[00:47:25.760 --> 00:47:27.620]  研报我也不看的我脑子大
[00:47:27.620 --> 00:47:29.280]  不是我不看看的没用
[00:47:29.280 --> 00:47:32.620]  当然我看的过程中我也有几个关键点会看的啊
[00:47:32.620 --> 00:47:33.580]  就看会看
[00:47:33.580 --> 00:47:36.520]  但但我看的主要是多的就是小东那个上次
[00:47:36.520 --> 00:47:38.420]  之前一直在跟我讲的
[00:47:38.420 --> 00:47:39.820]  看那个公司的什么
[00:47:39.820 --> 00:47:41.320]  招股说明书
[00:47:41.320 --> 00:47:43.760]  四星股就看招股说明书
[00:47:43.760 --> 00:47:46.560]  然后那些老的股票就看每年的半年报
[00:47:46.720 --> 00:47:50.660]  半年报其实那很多就是介绍他做什么和行业的发展
[00:47:50.660 --> 00:47:52.860]  就看这些就小东那个好几年
[00:47:52.860 --> 00:47:56.260]  就前几年一直跟我讲他就看这个包括那个他的朋友
[00:47:56.260 --> 00:47:58.560]  我就看这些研报我基本上就很少
[00:47:58.560 --> 00:48:00.520]  基本上不大不大去看了
[00:48:00.520 --> 00:48:02.920]  好我们再来看这一段啊
[00:48:02.920 --> 00:48:05.820]  解决问题对吧态度很积极
[00:48:05.820 --> 00:48:08.260]  这里调整完之后你看再次解决问题
[00:48:08.260 --> 00:48:11.280]  大家如果你不把我今天所讲的细节给卡了
[00:48:11.280 --> 00:48:12.560]  因为就埋在这里
[00:48:12.560 --> 00:48:14.220]  他有没有解决问题
[00:48:14.220 --> 00:48:16.660]  这里解决这里有没有解决问题
[00:48:17.400 --> 00:48:18.620]  是不是没有解决啊
[00:48:18.620 --> 00:48:20.100]  这个这没包住啊
[00:48:20.100 --> 00:48:21.100]  这就是什么
[00:48:21.100 --> 00:48:23.660]  不易的欲而又之
[00:48:23.660 --> 00:48:25.020]  要你感觉要长
[00:48:25.020 --> 00:48:27.960]  对吧让你感觉长到再套你
[00:48:27.960 --> 00:48:30.100]  你想想看这么一个套下来
[00:48:30.100 --> 00:48:32.600]  在这里解决这里套这里解决这里的什么
[00:48:32.600 --> 00:48:36.220]  该出的就是那个进的被套的储码在这里做什么
[00:48:36.220 --> 00:48:39.300]  都该干都干干净净的大家发现没有
[00:48:39.300 --> 00:48:41.120]  那整个是不是保持须事多头
[00:48:41.120 --> 00:48:43.960]  那我就买在这个日线上的这个位置的观点
[00:48:43.960 --> 00:48:45.400]  我就在这边
[00:48:45.760 --> 00:48:47.400]  对吧因为我们为什么在这买
[00:48:47.400 --> 00:48:49.400]  就跟刚才分享宏达也是一样的
[00:48:49.400 --> 00:48:51.660]  我们是站在一个更大的局
[00:48:51.660 --> 00:48:54.000]  再回到我的买
[00:48:54.000 --> 00:48:58.100]  而不是以买来来什么看买
[00:48:58.100 --> 00:49:02.600]  我们可以看一下这是做趋势和波段解决解套的问题啊
[00:49:02.600 --> 00:49:05.400]  我是买在这个位置对吧不是这个月可以卸
[00:49:05.400 --> 00:49:08.200]  就很快两个月
[00:49:08.200 --> 00:49:10.700]  两个月的时间就完成了空间
[00:49:10.700 --> 00:49:12.500]  然后后面的话第二波是
[00:49:12.500 --> 00:49:15.160]  第二波是没做到的第二波没做到
[00:49:15.300 --> 00:49:18.520]  第一个啊这种我也我也我也没研究过啊
[00:49:18.520 --> 00:49:21.220]  我研究不透不符合我的预期
[00:49:21.220 --> 00:49:22.500]  头部放量
[00:49:22.500 --> 00:49:25.360]  从哪里来跌到哪里去
[00:49:25.360 --> 00:49:28.220]  所以我们知道22年的一季度跌得很惨啊
[00:49:28.220 --> 00:49:31.260]  对吧那这个就把我自把我们所有的
[00:49:31.260 --> 00:49:33.160]  我的认知的打蒙圈了
[00:49:33.160 --> 00:49:34.400]  所以像蔡家姐说
[00:49:34.400 --> 00:49:36.320]  哎这个那么好为什么第二波没做到
[00:49:36.320 --> 00:49:37.800]  做不到就是做不到
[00:49:37.800 --> 00:49:40.720]  啊做不到就是我自己和解
[00:49:40.720 --> 00:49:42.720]  我就放弃他我就不做他好了
[00:49:42.720 --> 00:49:43.400]  对吧
[00:49:43.760 --> 00:49:46.360]  反正你有这个眼光找下一个的
[00:49:46.360 --> 00:49:47.960]  所以我们说像现在
[00:49:47.960 --> 00:49:49.560]  现在前段时间有个
[00:49:49.560 --> 00:49:52.720]  就是那个万风欧威和通威股份我真的是郁闷的
[00:49:52.720 --> 00:49:55.120]  我也是站在这个局的角度来考虑的
[00:49:55.120 --> 00:49:56.820]  但是他们的缺点是什么呢
[00:49:56.820 --> 00:49:58.420]  为什么最终选了通用
[00:49:58.420 --> 00:50:00.320]  因为通用还敢投钱
[00:50:00.320 --> 00:50:02.820]  万风都没看到钱的影子
[00:50:02.820 --> 00:50:04.620]  你看吗万风欧威
[00:50:04.620 --> 00:50:07.860]  就是有的时候封口也很重要
[00:50:07.860 --> 00:50:10.580]  你看万风他在解决问题的时候没有什么亮的
[00:50:10.580 --> 00:50:12.020]  就一根单根亮柱
[00:50:12.520 --> 00:50:15.280]  然后通用是在这一段时间都还是有亮的
[00:50:15.280 --> 00:50:18.480]  有解决态度的这个决心的
[00:50:18.480 --> 00:50:20.720]  然后他们都是属于汽车零部件
[00:50:20.720 --> 00:50:22.320]  只不过一个是轮胎吗
[00:50:22.320 --> 00:50:24.520]  一个是那个零部件的那个什么
[00:50:24.520 --> 00:50:26.720]  对吧他但这就是
[00:50:26.720 --> 00:50:28.220]  同样是在汽车零部件
[00:50:28.220 --> 00:50:30.020]  你也想不到会有飞行汽车
[00:50:30.020 --> 00:50:31.980]  但是这个能力就有意思没有就是
[00:50:31.980 --> 00:50:34.640]  我们还是要加上解决问题的这个什么
[00:50:34.640 --> 00:50:36.580]  就是我们说有效引领
[00:50:36.580 --> 00:50:38.720]  你要有解决问题像东方材料
[00:50:38.720 --> 00:50:40.280]  所以一旦未来走
[00:50:40.280 --> 00:50:41.380]  就是
[00:50:42.280 --> 00:50:45.340]  指数环境一旦进入上升趋势
[00:50:45.340 --> 00:50:47.240]  我告诉你这种股票真的很多的
[00:50:47.240 --> 00:50:48.780]  你像这种股票包括
[00:50:48.780 --> 00:50:51.140]  包括联德时包括什么联德时代也好
[00:50:51.140 --> 00:50:53.640]  长城汽车也好都比亚迪也好都是这种啊
[00:50:53.640 --> 00:50:54.940]  都是这种玩法
[00:50:54.940 --> 00:50:55.780]  这是不是
[00:50:55.780 --> 00:50:57.380]  解决问题啊
[00:50:57.380 --> 00:51:00.280]  对吧套转空了
[00:51:00.280 --> 00:51:02.600]  再重新转多回调转多回来是不是趋势
[00:51:02.600 --> 00:51:04.340]  你看后面也是板板板也是长的
[00:51:04.340 --> 00:51:05.400]  长了好多事
[00:51:05.400 --> 00:51:06.680]  我在看的过程中
[00:51:06.680 --> 00:51:08.040]  我记得很有意思就是在
[00:51:08.040 --> 00:51:09.300]  跟施总合作
[00:51:09.300 --> 00:51:11.140]  因为那时候中和印泰那个
[00:51:11.740 --> 00:51:13.340]  王总把我介绍给施总的
[00:51:13.340 --> 00:51:15.340]  然后我跟他讲的时候好像是在
[00:51:15.340 --> 00:51:16.300]  好像是
[00:51:16.300 --> 00:51:19.260]  是在这个吧就是七八月份对这里
[00:51:19.260 --> 00:51:21.200]  八月初我说
[00:51:21.200 --> 00:51:23.460]  施总有施总跟我合作吗
[00:51:23.460 --> 00:51:25.660]  我也不知道他他为人挺好的
[00:51:25.660 --> 00:51:27.360]  然后完了之后他想考验我
[00:51:27.360 --> 00:51:29.140]  探口我到底怎么样
[00:51:29.140 --> 00:51:31.400]  然后我就跟他说了一下这个股票
[00:51:31.400 --> 00:51:33.060]  我说这个股票还行
[00:51:33.060 --> 00:51:35.760]  因为他也因为怎么这是
[00:51:35.760 --> 00:51:37.600]  人和人之间有是很奇怪的
[00:51:37.600 --> 00:51:38.760]  他有他的体系
[00:51:38.760 --> 00:51:40.500]  是是就是什么
[00:51:40.560 --> 00:51:42.360]  就是我有我的体系我们俩是
[00:51:42.360 --> 00:51:44.560]  就像就像两条平行线一样的
[00:51:44.560 --> 00:51:46.620]  反正我也不太听他的他也不听我的
[00:51:46.620 --> 00:51:48.320]  因为他讲指标我听不懂
[00:51:48.320 --> 00:51:50.320]  我讲这个他也听不懂
[00:51:50.320 --> 00:51:52.760]  因为认知的这个搭建是不一样的吗
[00:51:52.760 --> 00:51:54.360]  然后我就说这个
[00:51:54.360 --> 00:51:57.760]  我说这个股票应该是要走中长期的
[00:51:57.760 --> 00:51:59.960]  大家现在你们看得明白的啊
[00:51:59.960 --> 00:52:02.680]  因为这是周现在这瑞宪看你们就更懂了呢
[00:52:02.680 --> 00:52:05.480]  你们这是月限的中长期吗
[00:52:05.480 --> 00:52:06.920]  我在七月份讲的
[00:52:06.920 --> 00:52:08.920]  这八月初
[00:52:08.980 --> 00:52:10.940]  你看这多漂亮月限的什么
[00:52:10.940 --> 00:52:13.040]  解决问题对吧
[00:52:13.040 --> 00:52:14.740]  勇敢的解决问题
[00:52:14.740 --> 00:52:18.700]  能够在这里反复解决问题还能稳住什么
[00:52:18.700 --> 00:52:19.740]  股价
[00:52:19.740 --> 00:52:21.180]  这是不是我们说的
[00:52:21.180 --> 00:52:23.240]  进公羊对应这个怀抱啊
[00:52:23.240 --> 00:52:24.640]  是不是
[00:52:24.640 --> 00:52:27.080]  然后到了这一个月是不是把整个上一线的
[00:52:27.080 --> 00:52:28.540]  最高价全部给加上了
[00:52:28.540 --> 00:52:31.940]  那按照这个的投入这个的坐盘的这个什么
[00:52:31.940 --> 00:52:34.240]  周期你不得涨个三五倍啊
[00:52:34.240 --> 00:52:37.140]  我我说一一两倍应该有的
[00:52:37.480 --> 00:52:40.200]  后面他涨完了之后他说你背后肯定有有什么
[00:52:40.200 --> 00:52:43.800]  就是觉得我是前面的那个什么叫前段时间他们说的那个
[00:52:43.800 --> 00:52:44.480]  那个
[00:52:44.480 --> 00:52:46.640]  那个叫什么就是
[00:52:46.640 --> 00:52:50.280]  就是就圈子里前段时间不是打了那个爱进攻
[00:52:50.280 --> 00:52:52.640]  那个韩国的那什么什么什么孙悟空吗
[00:52:52.640 --> 00:52:54.080]  什么季节孙悟空
[00:52:54.080 --> 00:52:55.480]  他们是什么产业链的
[00:52:55.480 --> 00:52:57.440]  但是他以为我是背后什么有操盘的
[00:52:57.440 --> 00:52:58.600]  我说我啥都没有
[00:52:58.600 --> 00:53:00.040]  就一个光感思念
[00:53:00.040 --> 00:53:01.740]  我现在也啥都没有啊
[00:53:01.740 --> 00:53:03.700]  就有你们这一帮朋友
[00:53:03.700 --> 00:53:04.840]  是吧
[00:53:04.840 --> 00:53:06.380]  所以就是我们所说的
[00:53:06.400 --> 00:53:08.200]  你我们去看去研究
[00:53:08.200 --> 00:53:11.000]  就是你的认知达到你就能看得出来
[00:53:11.000 --> 00:53:12.960]  啊就我们看看是不是
[00:53:12.960 --> 00:53:15.920]  你回过来把这个放在日线上不就是一个短线吗
[00:53:15.920 --> 00:53:19.720]  一波中间上涨后面你看到36后面还有呢
[00:53:19.720 --> 00:53:22.860]  到40多结束
[00:53:22.860 --> 00:53:25.260]  是不是到40多结束
[00:53:25.260 --> 00:53:27.660]  所以这就是我所讲的做波段
[00:53:27.660 --> 00:53:30.720]  做波段其实包括做趋势
[00:53:30.720 --> 00:53:34.620]  你需要的是站在资金怎么去做局
[00:53:35.120 --> 00:53:37.360]  的博弈思维大家能理解吗
[00:53:37.360 --> 00:53:40.260]  如果你没有这个做局的博弈思维
[00:53:40.260 --> 00:53:43.000]  你的信念是很难生根的
[00:53:43.000 --> 00:53:44.120]  纯技术啊
[00:53:44.120 --> 00:53:47.260]  所以如果你没有你纯技术做点小短线小波段
[00:53:47.260 --> 00:53:50.500]  啊这种大趋势大波段真的是需要很
[00:53:50.500 --> 00:53:53.860]  很强的信念去支撑的得出一个预期判断
[00:53:53.860 --> 00:53:56.720]  这就是我们所讲的知识点
[00:53:56.720 --> 00:53:58.860]  啊解核套
[00:53:58.860 --> 00:54:01.260]  那同样的大家看冰川网络
[00:54:01.260 --> 00:54:03.320]  再看你会发现他的解核套
[00:54:03.460 --> 00:54:06.760]  看九远银行银海他的解决问题的态度
[00:54:06.760 --> 00:54:10.160]  对吧看德尔金公解决问题的态度
[00:54:10.160 --> 00:54:15.600]  看新安股份解决问题的态度
[00:54:15.600 --> 00:54:18.660]  你的感受我相信应该是不一样的啊
[00:54:18.660 --> 00:54:21.860]  再看他们在解决问题的态度新安股份
[00:54:21.860 --> 00:54:28.560]  应该就不一样了
[00:54:28.560 --> 00:54:33.200]  是不是再看的感觉不一样的冰川网络
[00:54:33.400 --> 00:54:34.680]  解决问题的态度
[00:54:34.680 --> 00:54:42.780]  再看的感觉不一样吧
[00:54:42.780 --> 00:54:45.700]  是不是新安股份
[00:54:45.700 --> 00:54:49.500]  德尔金公啊你们说德尔金公我看不懂
[00:54:49.500 --> 00:54:52.500]  看得懂他解决问题的态度
[00:54:52.500 --> 00:54:57.840]  德尔股份啊那个九远银海
[00:54:57.840 --> 00:54:59.840]  然后那个后面还有什么
[00:55:02.280 --> 00:55:04.980]  你像那个奥马电器也是温和的解决
[00:55:04.980 --> 00:55:09.220]  九慕王对九慕王也是解决问题的态度
[00:55:09.220 --> 00:55:11.580]  现在大家应该更有感受了
[00:55:11.580 --> 00:55:14.780]  所以我们说交易体系就这个交易体系
[00:55:14.780 --> 00:55:19.020]  你怎么样把这个交易体系认识的足够深刻
[00:55:19.020 --> 00:55:21.180]  对吧所以我们说量价的课程
[00:55:21.180 --> 00:55:23.480]  支持框架真的很简单
[00:55:23.480 --> 00:55:25.040]  大家认同吧
[00:55:25.040 --> 00:55:28.720]  就是我们做的支持框交易体系的框架是很简单的
[00:55:28.720 --> 00:55:30.440]  就是你怎么把这个框架
[00:55:30.440 --> 00:55:32.880]  因为可能是现在真的浓缩成精华了啊
[00:55:32.880 --> 00:55:35.080]  真的是浓缩成精华了
[00:55:35.080 --> 00:55:37.340]  再浓缩我也不知道怎么浓缩
[00:55:37.340 --> 00:55:39.700]  反正我现在我也不教学了我就自己干
[00:55:39.700 --> 00:55:42.680]  对吧我就我就自己默默的自己做
[00:55:42.680 --> 00:55:44.240]  做出来再说
[00:55:44.240 --> 00:55:46.680]  做不出来就不出来了
[00:55:46.680 --> 00:55:49.080]  就自己给自己填写
[00:55:49.080 --> 00:55:52.980]  自己给自己反思总结直到做出来再说
[00:55:52.980 --> 00:55:55.700]  我现在给自己有了十年规划嘛
[00:55:55.700 --> 00:55:58.900]  上一个十年规划已经圆满的完成了
[00:55:59.280 --> 00:56:02.280]  对吧那下一个十年规划就是要开始了嘛
[00:56:02.280 --> 00:56:04.640]  到45岁嘛这十年不好好奋斗
[00:56:04.640 --> 00:56:06.280]  那怎么行呢
[00:56:06.280 --> 00:56:08.080]  我们说人生就经常看
[00:56:08.080 --> 00:56:11.280]  人生最要奋斗的中期是35到45
[00:56:11.280 --> 00:56:12.980]  对吧我们说很多时候
[00:56:12.980 --> 00:56:15.740]  25到35都是积累的阶段
[00:56:15.740 --> 00:56:18.680]  是这样吧我觉得我积累的阶段
[00:56:18.680 --> 00:56:21.580]  也也也也这个这个什么这个十年规划
[00:56:21.580 --> 00:56:22.780]  那是完成任务了
[00:56:22.780 --> 00:56:24.180]  完成预期目标了
[00:56:24.180 --> 00:56:26.380]  然后接下来就是下一个十年
[00:56:26.380 --> 00:56:28.080]  所以下一个十年肯定是
[00:56:28.420 --> 00:56:29.920]  所有一切关注自我
[00:56:29.920 --> 00:56:32.720]  我们分享我们老朋友圈子对吧
[00:56:32.720 --> 00:56:34.580]  还能能做多久做多久
[00:56:34.580 --> 00:56:36.220]  这个我也不知道做多久
[00:56:36.220 --> 00:56:38.520]  你们要在圈子的你们到时间就交费来
[00:56:38.520 --> 00:56:39.420]  给我生活费
[00:56:39.420 --> 00:56:41.380]  对吧哈哈
[00:56:41.380 --> 00:56:43.520]  给我生活费一个月对吧
[00:56:43.520 --> 00:56:44.820]  然后生活费没了
[00:56:44.820 --> 00:56:46.480]  你们也不交了我们就停了
[00:56:46.480 --> 00:56:48.680]  生活费不够不够我也取消了
[00:56:48.680 --> 00:56:51.880]  开玩笑开玩笑就是圈子的话呢
[00:56:51.880 --> 00:56:55.480]  呃是这样确实是呃基本上
[00:56:55.480 --> 00:56:57.580]  我自己的预期是最后
[00:56:58.020 --> 00:56:59.320]  缩缩缩缩到
[00:56:59.320 --> 00:57:01.480]  100人以内就取消了
[00:57:01.480 --> 00:57:04.080]  因为肯定是有坚持的有不坚持的
[00:57:04.080 --> 00:57:06.020]  这个坚持不坚持不在大家
[00:57:06.020 --> 00:57:07.580]  不是说在大家
[00:57:07.580 --> 00:57:10.620]  是因为我说的不是说你不坚持是不对的
[00:57:10.620 --> 00:57:12.680]  我像我接下来我会有些人没来
[00:57:12.680 --> 00:57:15.980]  我会我的观点就是你不坚持也是对的
[00:57:15.980 --> 00:57:18.880]  因为你已经到了要独立思考的阶段
[00:57:18.880 --> 00:57:20.480]  包括所有他们有的退出来呢
[00:57:20.480 --> 00:57:22.580]  我就说随时欢迎你回来只要我还在
[00:57:22.580 --> 00:57:24.680]  因为人生是这样子的
[00:57:24.680 --> 00:57:27.120]  比如说哎确实我不需要这个啊
[00:57:27.120 --> 00:57:30.020]  就是一个一个人帮我来就是经常看看方向的
[00:57:30.020 --> 00:57:31.320]  我想自己尝试的
[00:57:31.320 --> 00:57:33.620]  自己就是静静的做个半年多的
[00:57:33.620 --> 00:57:36.060]  我觉得这件事情是非常正确的啊
[00:57:36.060 --> 00:57:37.920]  我是这个理解包括我们就是
[00:57:37.920 --> 00:57:40.020]  我说看待这个圈子这个事情啊
[00:57:40.020 --> 00:57:41.260]  因为圈子大家觉得就是
[00:57:41.260 --> 00:57:42.920]  跟大家分享分享时机吗
[00:57:42.920 --> 00:57:44.860]  也没有什么过多其他的对吧
[00:57:44.860 --> 00:57:46.720]  技术嘛偶尔分享点小技术
[00:57:46.720 --> 00:57:49.020]  但是他的价值就在这
[00:57:49.020 --> 00:57:49.960]  就是我们所讲的
[00:57:49.960 --> 00:57:52.260]  你觉得你要根据你自己的环境呢
[00:57:52.260 --> 00:57:53.660]  也不要因为我的面子啊
[00:57:53.660 --> 00:57:55.180]  老实在讲我也不好意思对吧
[00:57:55.180 --> 00:57:56.520]  我们这么多年的老朋友了
[00:57:56.520 --> 00:57:58.120]  我不好意思千万不要这个
[00:57:58.120 --> 00:58:00.980]  所有的一切一定要站在自己的角度去考虑
[00:58:00.980 --> 00:58:03.220]  去衡量你才能成长得更快
[00:58:03.220 --> 00:58:05.580]  我是给大家这么一个就是
[00:58:05.580 --> 00:58:08.080]  一个一个观点啊就是
[00:58:08.080 --> 00:58:10.320]  你怎么样让对自己最好的
[00:58:10.320 --> 00:58:11.580]  你就做什么呢选择
[00:58:11.580 --> 00:58:13.420]  包括我自己也是一样的啊
[00:58:13.420 --> 00:58:16.380]  我自己在人生的选择过程中包括我离职
[00:58:16.380 --> 00:58:17.760]  对吧我我我
[00:58:17.760 --> 00:58:19.520]  其实好几家大公司请我
[00:58:19.520 --> 00:58:20.920]  为什么我全部放弃
[00:58:20.920 --> 00:58:22.060]  不去上班
[00:58:22.060 --> 00:58:25.480]  就是在于这我现在做的选择对于我来讲
[00:58:26.220 --> 00:58:27.980]  是对我自己最有利的
[00:58:27.980 --> 00:58:29.280]  最好的
[00:58:29.280 --> 00:58:30.680]  我就做这个选择
[00:58:30.680 --> 00:58:32.280]  因为人生是这样一个人
[00:58:32.280 --> 00:58:34.680]  最重要的是他要有目标很清晰
[00:58:34.680 --> 00:58:36.060]  对吧有目标
[00:58:36.060 --> 00:58:39.080]  然后所有做的一切的选择是围绕那个目标
[00:58:39.080 --> 00:58:40.360]  而努力的
[00:58:40.360 --> 00:58:42.420]  你的目标就有可能能实现
[00:58:42.420 --> 00:58:44.280]  人最怕的就是我没目标
[00:58:44.280 --> 00:58:45.680]  就像做股票也是一样的
[00:58:45.680 --> 00:58:46.880]  我是有目标的
[00:58:46.880 --> 00:58:49.220]  那在做的朋友也是一样
[00:58:49.220 --> 00:58:52.160]  你最怕的就是我每天在交易在买在卖
[00:58:52.160 --> 00:58:53.760]  但是我在这个市场中
[00:58:53.760 --> 00:58:55.820]  我到底要成为什么那个人
[00:58:55.980 --> 00:58:57.420]  我到底在这个市场中
[00:58:57.420 --> 00:59:00.660]  我要希望获取多少财富我才满足
[00:59:00.660 --> 00:59:02.060]  如果你没有这个目标
[00:59:02.060 --> 00:59:03.780]  你就一直在频繁的交易中
[00:59:03.780 --> 00:59:05.520]  所以我就是分享我个人的感觉
[00:59:05.520 --> 00:59:08.960]  我个人的一些就是做事情的一个些
[00:59:08.960 --> 00:59:11.120]  一些什么心得吧
[00:59:11.120 --> 00:59:14.080]  就朝着目标去努力一定是好的
[00:59:14.080 --> 00:59:18.020]  那么在这个解和套的里面啊
[00:59:18.020 --> 00:59:20.020]  这个我们就展开到这里好不好
[00:59:20.020 --> 00:59:21.520]  这个就不太不太那个
[00:59:21.520 --> 00:59:23.580]  最后就是最后一句话跟大家讲一下
[00:59:24.260 --> 00:59:28.660]  中家的解套的操盘行为是寄给别人解套
[00:59:28.660 --> 00:59:31.160]  实则呢是有更大的预谋
[00:59:31.160 --> 00:59:33.960]  中家的套是自己设的局
[00:59:33.960 --> 00:59:36.100]  就我们说你想想看
[00:59:36.100 --> 00:59:38.100]  不可能无缘无故的去转多吗
[00:59:38.100 --> 00:59:39.260]  空转多对不对
[00:59:39.260 --> 00:59:41.700]  中家的套是自己设的局
[00:59:41.700 --> 00:59:46.400]  那么解决了自己这个局
[00:59:46.400 --> 00:59:50.100]  自己的局解决那么新的业能目标就开始
[00:59:50.100 --> 00:59:51.900]  所以我们在学习的时候
[00:59:52.160 --> 00:59:54.500]  以及在装解决自己的局的时候
[00:59:54.500 --> 00:59:56.260]  突破这个局就是我们跟进
[00:59:56.260 --> 00:59:59.260]  所以我们另外从趋势的角度
[00:59:59.260 --> 01:00:00.560]  大家就更能理解了
[01:00:00.560 --> 01:00:05.160]  对吧我们解决这个局是把空头给解决了
[01:00:05.160 --> 01:00:06.760]  是不是转式空
[01:00:06.760 --> 01:00:08.640]  转空的一个过程啊
[01:00:08.640 --> 01:00:10.340]  当这个局解决了
[01:00:10.340 --> 01:00:13.540]  叫做调整调整形态是一个什么式啊
[01:00:13.540 --> 01:00:16.140]  调整形态是一个什么式
[01:00:16.140 --> 01:00:19.040]  是不是一个横向式啊
[01:00:19.040 --> 01:00:21.640]  横盘整体是不是一个就是正当式啊
[01:00:22.120 --> 01:00:24.820]  当正当式之后再次向上突破
[01:00:24.820 --> 01:00:27.280]  是不是由正当式转下一个什么
[01:00:27.280 --> 01:00:29.880]  上升式的占一个预期
[01:00:29.880 --> 01:00:32.920]  啊就是我们从从式的角度
[01:00:32.920 --> 01:00:35.640]  再来回归于我们说主力的解套的一个
[01:00:35.640 --> 01:00:37.040]  思维啊
[01:00:37.040 --> 01:00:39.620]  解套呢是中家的一种操盘行为
[01:00:39.620 --> 01:00:43.780]  一定给你解套毕竟有更远的预谋
[01:00:43.780 --> 01:00:46.680]  那么中家的套是设计的一个又一个的局
[01:00:46.680 --> 01:00:48.680]  所以为什么说细节局的成败
[01:00:48.680 --> 01:00:50.220]  当我们看到这个形
[01:00:50.440 --> 01:00:52.940]  你一定要看到这个形背后的量价
[01:00:52.940 --> 01:00:57.380]  量价的细节来看出它
[01:00:57.380 --> 01:00:58.980]  是真是假
[01:00:58.980 --> 01:01:00.840]  是真是假
[01:01:00.840 --> 01:01:03.580]  那么反之为什么我现在一直强调说
[01:01:03.580 --> 01:01:06.180]  没有出现那个拐点我们就不要买
[01:01:06.180 --> 01:01:09.080]  因为只有自己把这个局给解决了
[01:01:09.080 --> 01:01:11.280]  我才知道他开启下一个预期
[01:01:11.280 --> 01:01:13.140]  如果他不解决这个局呢
[01:01:13.140 --> 01:01:13.980]  他就为什么
[01:01:13.980 --> 01:01:15.340]  反复洗
[01:01:15.340 --> 01:01:19.140]  反复洗反复起就说白了没达到他的预期吗
[01:01:19.520 --> 01:01:20.480]  没达到他
[01:01:20.480 --> 01:01:22.820]  认为能够进入上涨的一个预期
[01:01:22.820 --> 01:01:26.120]  所以做股票真的就是一个立体博弈分析
[01:01:26.120 --> 01:01:26.840]  而且
[01:01:26.840 --> 01:01:29.740]  做股票就是做预期大家认同吧
[01:01:29.740 --> 01:01:31.920]  就是做预期
[01:01:31.920 --> 01:01:35.780]  我们说做预期里面我们尽量是通过立体分析
[01:01:35.780 --> 01:01:36.420]  去
[01:01:36.420 --> 01:01:40.480]  做到大概率是正确的交易
[01:01:40.480 --> 01:01:43.620]  是不是这样正确赚钱的预期
