[00:00:00.000 --> 00:00:02.500]  还怕啥 机会肯定是多于风险的
[01:21:47.600 --> 01:21:49.600]  这是联动的
[01:21:49.600 --> 01:21:51.600]  这是联动的
[01:21:51.600 --> 01:21:53.600]  这是联动的
[01:21:53.600 --> 01:21:55.600]  这是联动的
[01:21:55.600 --> 01:21:57.600]  这是联动的
[01:21:57.600 --> 01:21:59.600]  这是联动的
[01:21:59.600 --> 01:22:01.600]  这是联动的
[01:22:01.600 --> 01:22:03.600]  这是联动的
[01:22:03.600 --> 01:22:05.600]  这是联动的
[01:22:05.600 --> 01:22:07.600]  这是联动的
[01:22:07.600 --> 01:22:09.600]  这是联动的
[01:22:09.600 --> 01:22:11.600]  这是联动的
[01:22:11.600 --> 01:22:13.600]  这是联动的
[01:22:13.600 --> 01:22:15.600]  这是联动的
[01:22:15.600 --> 01:22:17.600]  这是联动的
[01:22:17.600 --> 01:22:19.600]  这是联动的
[01:22:19.600 --> 01:22:21.600]  这是联动的
[01:22:21.600 --> 01:22:23.600]  这是联动的
[01:22:23.600 --> 01:22:25.600]  这是联动的
[01:22:25.600 --> 01:22:27.600]  这是联动的
[01:22:27.600 --> 01:22:29.600]  这是联动的
[01:22:29.600 --> 01:22:31.600]  这是联动的
[01:22:31.600 --> 01:22:33.600]  这是联动的
[01:22:33.600 --> 01:22:35.600]  这是联动的
[01:22:35.600 --> 01:22:37.600]  这是联动的
[01:22:37.600 --> 01:22:39.600]  这是联动的
[01:22:39.600 --> 01:22:41.600]  这是联动的
[01:22:41.600 --> 01:22:43.600]  这是联动的
[01:22:43.600 --> 01:22:45.600]  这是联动的
[01:22:45.600 --> 01:22:47.600]  这是联动的
[01:22:47.600 --> 01:22:49.600]  这是联动的
[01:22:49.600 --> 01:22:51.600]  这是联动的
[01:22:51.600 --> 01:22:53.600]  这是联动的
[01:22:53.600 --> 01:22:55.600]  这是联动的
[01:22:55.600 --> 01:22:57.600]  这是联动的
[01:22:57.600 --> 01:22:59.600]  这是联动的
[01:22:59.600 --> 01:23:01.600]  这是联动的
[01:23:01.600 --> 01:23:03.600]  这是联动的
[01:23:03.600 --> 01:23:05.600]  这是联动的
[01:23:05.600 --> 01:23:07.600]  这是联动的
[01:23:07.600 --> 01:23:09.600]  这是联动的
[01:23:09.600 --> 01:23:11.600]  这是联动的
[01:23:11.600 --> 01:23:13.600]  这是联动的
[01:23:13.600 --> 01:23:15.600]  这是联动的
[01:23:15.600 --> 01:23:17.600]  这是联动的
[01:23:17.600 --> 01:23:19.600]  这是联动的
[01:23:19.600 --> 01:23:21.600]  这是联动的
[01:23:21.600 --> 01:23:23.600]  这是联动的
[01:23:23.600 --> 01:23:25.600]  这是联动的
[01:23:25.600 --> 01:23:27.600]  这是联动的
[01:23:27.600 --> 01:23:29.600]  这是联动的
[01:23:29.600 --> 01:23:31.600]  这是联动的
[01:23:31.600 --> 01:23:33.600]  这是联动的
[01:23:33.600 --> 01:23:35.600]  这是联动的
[01:23:35.600 --> 01:23:37.600]  这是联动的
[01:23:37.600 --> 01:23:39.600]  这是联动的
[01:23:39.600 --> 01:23:41.600]  这是联动的
[01:23:41.600 --> 01:23:43.600]  这是联动的
[01:23:43.600 --> 01:23:45.600]  这是联动的
[01:23:45.600 --> 01:23:47.600]  这是联动的
[01:23:47.600 --> 01:23:49.600]  这是联动的
[01:23:49.600 --> 01:23:51.600]  这是联动的
[01:23:51.600 --> 01:23:53.600]  这是联动的
[01:23:53.600 --> 01:23:55.600]  这是联动的
[01:23:55.600 --> 01:23:57.600]  这是联动的
[01:23:57.600 --> 01:23:59.600]  这是联动的
[01:23:59.600 --> 01:24:01.600]  这是联动的
[01:24:01.600 --> 01:24:03.600]  这是联动的
[01:24:03.600 --> 01:24:05.600]  这是联动的
[01:24:05.600 --> 01:24:07.600]  这是联动的
[01:24:07.600 --> 01:24:09.600]  这是联动的
[01:24:09.600 --> 01:24:11.600]  这是联动的
[01:24:11.600 --> 01:24:13.600]  这是联动的
[01:24:13.600 --> 01:24:15.600]  这是联动的
[01:24:15.600 --> 01:24:17.600]  这是联动的
[01:24:17.600 --> 01:24:19.600]  这是联动的
[01:24:19.600 --> 01:24:21.600]  这是联动的
[01:24:21.600 --> 01:24:23.600]  这是联动的
[01:24:23.600 --> 01:24:25.600]  这是联动的
[01:24:25.600 --> 01:24:27.600]  这是联动的
[01:24:27.600 --> 01:24:29.600]  这是联动的
[01:24:29.600 --> 01:24:31.600]  这是联动的
[01:24:31.600 --> 01:24:33.600]  这是联动的
[01:24:33.600 --> 01:24:35.600]  这是联动的
[01:24:35.600 --> 01:24:37.600]  这是联动的
[01:24:37.600 --> 01:24:39.600]  这是联动的
[01:24:39.600 --> 01:24:41.600]  这是联动的
[01:24:41.600 --> 01:24:43.600]  这是联动的
[01:24:43.600 --> 01:24:45.600]  这是联动的
[01:24:45.600 --> 01:24:47.600]  这是联动的
[01:24:47.600 --> 01:24:49.600]  这是联动的
[01:24:49.600 --> 01:24:51.600]  这是联动的
[01:24:51.600 --> 01:24:53.600]  这是联动的
[01:24:53.600 --> 01:24:55.600]  这是联动的
[01:24:55.600 --> 01:24:57.600]  这是联动的
[01:24:57.600 --> 01:24:59.600]  这是联动的
[01:24:59.600 --> 01:25:01.600]  这是联动的
[01:25:01.600 --> 01:25:03.600]  这是联动的
[01:25:03.600 --> 01:25:05.600]  这是联动的
[01:25:05.600 --> 01:25:07.600]  这是联动的
[01:25:07.600 --> 01:25:09.600]  这是联动的
[01:25:09.600 --> 01:25:11.600]  这是联动的
[01:25:11.600 --> 01:25:13.600]  这是联动的
[01:25:13.600 --> 01:25:15.600]  这是联动的
[01:25:15.600 --> 01:25:17.600]  这是联动的
[01:25:17.600 --> 01:25:19.600]  这是联动的
[01:25:19.600 --> 01:25:21.600]  这是联动的
[01:25:21.600 --> 01:25:23.600]  这是联动的
[01:25:23.600 --> 01:25:25.600]  这是联动的
[01:25:25.600 --> 01:25:27.600]  这是联动的
[01:25:27.600 --> 01:25:29.600]  这是联动的
[01:25:29.600 --> 01:25:31.600]  这是联动的
[01:25:31.600 --> 01:25:33.600]  这是联动的
[01:25:33.600 --> 01:25:35.600]  这是联动的
[01:25:35.600 --> 01:25:37.600]  这是联动的
[01:25:37.600 --> 01:25:39.600]  这是联动的
[01:25:39.600 --> 01:25:41.600]  这是联动的
[01:25:41.600 --> 01:25:43.600]  这是联动的
[01:25:43.600 --> 01:25:45.600]  这是联动的
[01:25:45.600 --> 01:25:47.600]  这是联动的
[01:25:47.600 --> 01:25:49.600]  这是联动的
[01:25:49.600 --> 01:25:51.600]  这是联动的
[01:25:51.600 --> 01:25:53.600]  这是联动的
[01:25:53.600 --> 01:25:55.600]  这是联动的
[01:25:55.600 --> 01:25:57.600]  这是联动的
[01:25:57.600 --> 01:25:59.600]  这是联动的
[01:25:59.600 --> 01:26:01.600]  这是联动的
[01:26:01.600 --> 01:26:03.600]  这是联动的
[01:26:03.600 --> 01:26:05.600]  这是联动的
[01:26:05.600 --> 01:26:07.600]  这是联动的
[01:26:07.600 --> 01:26:09.600]  这是联动的
[01:26:09.600 --> 01:26:11.600]  这是联动的
[01:26:11.600 --> 01:26:13.600]  这是联动的
[01:26:13.600 --> 01:26:15.600]  这是联动的
[01:26:15.600 --> 01:26:17.600]  这是联动的
[01:26:17.600 --> 01:26:19.600]  这是联动的
[01:26:19.600 --> 01:26:21.600]  这是联动的
[01:26:21.600 --> 01:26:23.600]  这是联动的
[01:26:23.600 --> 01:26:25.600]  这是联动的
[01:26:25.600 --> 01:26:27.600]  这是联动的
[01:26:27.600 --> 01:26:29.600]  这是联动的
[01:26:29.600 --> 01:26:31.600]  这是联动的
[01:26:31.600 --> 01:26:33.600]  这是联动的
[01:26:33.600 --> 01:26:35.600]  这是联动的
[01:26:35.600 --> 01:26:37.600]  这是联动的
[01:26:37.600 --> 01:26:39.600]  这是联动的
[01:26:39.600 --> 01:26:41.600]  这是联动的
[01:26:41.600 --> 01:26:43.600]  这是联动的
[01:26:43.600 --> 01:26:45.600]  这是联动的
[01:26:45.600 --> 01:26:47.600]  这是联动的
[01:26:47.600 --> 01:26:49.600]  这是联动的
[01:26:49.600 --> 01:26:51.600]  这是联动的
[01:26:51.600 --> 01:26:53.600]  这是联动的
[01:26:53.600 --> 01:26:55.600]  这是联动的
[01:26:55.600 --> 01:26:57.600]  这是联动的
[01:26:57.600 --> 01:26:59.600]  这是联动的
[01:26:59.600 --> 01:27:01.600]  这是联动的
[01:27:01.600 --> 01:27:03.600]  这是联动的
[01:27:03.600 --> 01:27:05.600]  这是联动的
[01:27:05.600 --> 01:27:07.600]  这是联动的
[01:27:07.600 --> 01:27:09.600]  这是联动的
[01:27:09.600 --> 01:27:11.600]  这是联动的
[01:27:11.600 --> 01:27:13.600]  这是联动的
[01:27:13.600 --> 01:27:15.600]  这是联动的
[01:27:15.600 --> 01:27:17.600]  这是联动的
[01:27:17.600 --> 01:27:19.600]  这是联动的
[01:27:19.600 --> 01:27:21.600]  这是联动的
[01:27:21.600 --> 01:27:23.600]  这是联动的
[01:27:23.600 --> 01:27:25.600]  这是联动的
[01:27:25.600 --> 01:27:27.600]  这是联动的
[01:27:27.600 --> 01:27:29.600]  这是联动的
[01:27:29.600 --> 01:27:31.600]  这是联动的
[01:27:31.600 --> 01:27:33.600]  这是联动的
[01:27:33.600 --> 01:27:35.600]  这是联动的
[01:27:35.600 --> 01:27:37.600]  这是联动的
[01:27:37.600 --> 01:27:39.600]  这是联动的
[01:27:39.600 --> 01:27:41.600]  这是联动的
[01:27:41.600 --> 01:27:43.600]  这是联动的
[01:27:43.600 --> 01:27:45.600]  这是联动的
[01:27:45.600 --> 01:27:47.600]  这是联动的
[01:27:47.600 --> 01:27:49.600]  这是联动的
[01:27:49.600 --> 01:27:51.600]  这是联动的
[01:27:51.600 --> 01:27:53.600]  这是联动的
[01:27:53.600 --> 01:27:55.600]  这是联动的
[01:27:55.600 --> 01:27:57.600]  这是联动的
[01:27:57.600 --> 01:27:59.600]  这是联动的
[01:27:59.600 --> 01:28:01.600]  这是联动的
[01:28:01.600 --> 01:28:03.600]  这是联动的
[01:28:03.600 --> 01:28:05.600]  这是联动的
[01:28:05.600 --> 01:28:07.600]  这是联动的
[01:28:07.600 --> 01:28:09.600]  这是联动的
[01:28:09.600 --> 01:28:11.600]  这是联动的
[01:28:11.600 --> 01:28:13.600]  这是联动的
[01:28:13.600 --> 01:28:15.600]  这是联动的
[01:28:15.600 --> 01:28:17.600]  这是联动的
[01:28:17.600 --> 01:28:19.600]  这是联动的
[01:28:19.600 --> 01:28:21.600]  这是联动的
[01:28:21.600 --> 01:28:23.600]  这是联动的
[01:28:23.600 --> 01:28:25.600]  这是联动的
[01:28:25.600 --> 01:28:27.600]  这是联动的
[01:28:27.600 --> 01:28:29.600]  这是联动的
[01:28:29.600 --> 01:28:31.600]  这是联动的
[01:28:31.600 --> 01:28:33.600]  这是联动的
[01:28:33.600 --> 01:28:35.600]  这是联动的
[01:28:35.600 --> 01:28:37.600]  这是联动的
[01:28:37.600 --> 01:28:39.600]  这是联动的
[01:28:39.600 --> 01:28:41.600]  这是联动的
[01:28:41.600 --> 01:28:43.600]  这是联动的
[01:28:43.600 --> 01:28:45.600]  这是联动的
[01:28:45.600 --> 01:28:47.600]  这是联动的
[01:28:47.600 --> 01:28:49.600]  这是联动的
[01:28:49.600 --> 01:28:51.600]  这是联动的
[01:28:51.600 --> 01:28:53.600]  这是联动的
[01:28:53.600 --> 01:28:55.600]  这是联动的
[01:28:55.600 --> 01:28:57.600]  这是联动的
[01:28:57.600 --> 01:28:59.600]  这是联动的
[01:28:59.600 --> 01:29:01.600]  这是联动的
[01:29:01.600 --> 01:29:03.600]  这是联动的
[01:29:03.600 --> 01:29:05.600]  这是联动的
[01:29:05.600 --> 01:29:07.600]  这是联动的
[01:29:07.600 --> 01:29:09.600]  这是联动的
[01:29:09.600 --> 01:29:11.600]  这是联动的
[01:29:11.600 --> 01:29:13.600]  这是联动的
[01:29:13.600 --> 01:29:15.600]  这是联动的
[01:29:15.600 --> 01:29:17.600]  这是联动的
[01:29:17.600 --> 01:29:19.600]  这是联动的
[01:29:19.600 --> 01:29:21.600]  这是联动的
[01:29:21.600 --> 01:29:23.600]  这是联动的
[01:29:23.600 --> 01:29:25.600]  这是联动的
[01:29:25.600 --> 01:29:27.600]  这是联动的
[01:29:27.600 --> 01:29:29.600]  这是联动的
[01:29:29.600 --> 01:29:31.600]  这是联动的
[01:29:31.600 --> 01:29:33.600]  这是联动的
[01:29:33.600 --> 01:29:35.600]  这是联动的
[01:29:35.600 --> 01:29:37.600]  这是联动的
[01:29:37.600 --> 01:29:39.600]  这是联动的
[01:29:39.600 --> 01:29:41.600]  这是联动的
[01:29:41.600 --> 01:29:43.600]  这是联动的
[01:29:43.600 --> 01:29:45.600]  这是联动的
[01:29:45.600 --> 01:29:47.600]  这是联动的
[01:29:47.600 --> 01:29:49.600]  这是联动的
[01:29:49.600 --> 01:29:51.600]  这是联动的
[01:29:51.600 --> 01:29:53.600]  这是联动的
[01:29:53.600 --> 01:29:55.600]  这是联动的
[01:29:55.600 --> 01:29:57.600]  这是联动的
[01:29:57.600 --> 01:29:59.600]  这是联动的
[01:29:59.600 --> 01:30:01.600]  这是联动的
[01:30:01.600 --> 01:30:03.600]  这是联动的
[01:30:03.600 --> 01:30:05.600]  这是联动的
[01:30:05.600 --> 01:30:07.600]  这是联动的
[01:30:07.600 --> 01:30:09.600]  这是联动的
[01:30:09.600 --> 01:30:11.600]  这是联动的
[01:30:11.600 --> 01:30:13.600]  这是联动的
[01:30:13.600 --> 01:30:15.600]  这是联动的
[01:30:15.600 --> 01:30:17.600]  这是联动的
[01:30:17.600 --> 01:30:19.600]  这是联动的
[01:30:19.600 --> 01:30:21.600]  这是联动的
[01:30:21.600 --> 01:30:23.600]  这是联动的
[01:30:23.600 --> 01:30:25.600]  这是联动的
[01:30:25.600 --> 01:30:27.600]  这是联动的
[01:30:27.600 --> 01:30:29.600]  这是联动的
[01:30:29.600 --> 01:30:31.600]  这是联动的
[01:30:31.600 --> 01:30:33.600]  这是联动的
[01:30:33.600 --> 01:30:35.600]  这是联动的
[01:30:35.600 --> 01:30:37.600]  这是联动的
[01:30:37.600 --> 01:30:39.600]  这是联动的
[01:30:39.600 --> 01:30:41.600]  这是联动的
[01:30:41.600 --> 01:30:43.600]  这是联动的
[01:30:43.600 --> 01:30:45.600]  这是联动的
[01:30:45.600 --> 01:30:47.600]  这是联动的
[01:30:47.600 --> 01:30:49.600]  这是联动的
[01:30:49.600 --> 01:30:51.600]  这是联动的
[01:30:51.600 --> 01:30:53.600]  这是联动的
[01:30:53.600 --> 01:30:55.600]  这是联动的
[01:30:55.600 --> 01:30:57.600]  这是联动的
[01:30:57.600 --> 01:30:59.600]  这是联动的
[01:30:59.600 --> 01:31:01.600]  这是联动的
[01:31:01.600 --> 01:31:03.600]  这是联动的
[01:31:03.600 --> 01:31:05.600]  这是联动的
[01:31:05.600 --> 01:31:07.600]  这是联动的
[01:31:07.600 --> 01:31:09.600]  这是联动的
[01:31:09.600 --> 01:31:11.600]  这是联动的
[01:31:11.600 --> 01:31:13.600]  这是联动的
[01:31:13.600 --> 01:31:15.600]  这是联动的
[01:31:15.600 --> 01:31:17.600]  这是联动的
[01:31:17.600 --> 01:31:19.600]  这是联动的
[01:31:19.600 --> 01:31:21.600]  这是联动的
[01:31:21.600 --> 01:31:23.600]  这是联动的
[01:31:23.600 --> 01:31:25.600]  这是联动的
[01:31:25.600 --> 01:31:27.600]  这是联动的
[01:31:27.600 --> 01:31:29.600]  这是联动的
[01:31:29.600 --> 01:31:31.600]  这是联动的
[01:31:31.600 --> 01:31:33.600]  这是联动的
[01:31:33.600 --> 01:31:35.600]  这是联动的
[01:31:35.600 --> 01:31:37.600]  这是联动的
[01:31:37.600 --> 01:31:39.600]  这是联动的
[01:31:39.600 --> 01:31:41.600]  这是联动的
[01:31:41.600 --> 01:31:43.600]  这是联动的
[01:31:43.600 --> 01:31:45.600]  这是联动的
[01:31:45.600 --> 01:31:47.600]  这是联动的
[01:31:47.600 --> 01:31:49.600]  这是联动的
[01:31:49.600 --> 01:31:51.600]  这是联动的
[01:31:51.600 --> 01:31:53.600]  这是联动的
[01:31:53.600 --> 01:31:55.600]  这是联动的
[01:31:55.600 --> 01:31:57.600]  这是联动的
[01:31:57.600 --> 01:31:59.600]  这是联动的
[01:31:59.600 --> 01:32:01.600]  这是联动的
[01:32:01.600 --> 01:32:03.600]  这是联动的
[01:32:03.600 --> 01:32:05.600]  这是联动的
[01:32:05.600 --> 01:32:07.600]  这是联动的
[01:32:07.600 --> 01:32:09.600]  这是联动的
[01:32:09.600 --> 01:32:11.600]  这是联动的
[01:32:11.600 --> 01:32:13.600]  这是联动的
[01:32:13.600 --> 01:32:15.600]  这是联动的
[01:32:15.600 --> 01:32:17.600]  这是联动的
[01:32:17.600 --> 01:32:19.600]  这是联动的
[01:32:19.600 --> 01:32:21.600]  这是联动的
[01:32:21.600 --> 01:32:23.600]  这是联动的
[01:32:23.600 --> 01:32:25.600]  这是联动的
[01:32:25.600 --> 01:32:27.600]  这是联动的
[01:32:27.600 --> 01:32:29.600]  这是联动的
[01:32:29.600 --> 01:32:31.600]  这是联动的
[01:32:31.600 --> 01:32:33.600]  这是联动的
[01:32:33.600 --> 01:32:35.600]  这是联动的
[01:32:35.600 --> 01:32:37.600]  这是联动的
[01:32:37.600 --> 01:32:39.600]  这是联动的
[01:32:39.600 --> 01:32:41.600]  这是联动的
[01:32:41.600 --> 01:32:43.600]  这是联动的
[01:32:43.600 --> 01:32:45.600]  这是联动的
[01:32:45.600 --> 01:32:47.600]  这是联动的
[01:32:47.600 --> 01:32:49.600]  这是联动的
[01:32:49.600 --> 01:32:51.600]  这是联动的
[01:32:51.600 --> 01:32:53.600]  这是联动的
[01:32:53.600 --> 01:32:55.600]  这是联动的
[01:32:55.600 --> 01:32:57.600]  这是联动的
[01:32:57.600 --> 01:32:59.600]  这是联动的
[01:32:59.600 --> 01:33:01.600]  这是联动的
[01:33:01.600 --> 01:33:03.600]  这是联动的
[01:33:03.600 --> 01:33:05.600]  这是联动的
[01:33:05.600 --> 01:33:07.600]  这是联动的
[01:33:07.600 --> 01:33:09.600]  这是联动的
[01:33:09.600 --> 01:33:11.600]  这是联动的
[01:33:11.600 --> 01:33:13.600]  这是联动的
[01:33:13.600 --> 01:33:15.600]  这是联动的
[01:33:15.600 --> 01:33:17.600]  这是联动的
[01:33:17.600 --> 01:33:19.600]  这是联动的
[01:33:19.600 --> 01:33:21.600]  这是联动的
[01:33:21.600 --> 01:33:23.600]  这是联动的
[01:33:23.600 --> 01:33:25.600]  这是联动的
[01:33:25.600 --> 01:33:27.600]  这是联动的
[01:33:27.600 --> 01:33:29.600]  这是联动的
[01:33:29.600 --> 01:33:31.600]  这是联动的
[01:33:31.600 --> 01:33:33.600]  这是联动的
[01:33:33.600 --> 01:33:35.600]  这是联动的
[01:33:35.600 --> 01:33:37.600]  这是联动的
[01:33:37.600 --> 01:33:39.600]  这是联动的
[01:33:39.600 --> 01:33:41.600]  这是联动的
[01:33:41.600 --> 01:33:43.600]  这是联动的
[01:33:43.600 --> 01:33:45.600]  这是联动的
[01:33:45.600 --> 01:33:47.600]  这是联动的
[01:33:47.600 --> 01:33:49.600]  这是联动的
[01:33:49.600 --> 01:33:51.600]  这是联动的
[01:33:51.600 --> 01:33:53.600]  这是联动的
[01:33:53.600 --> 01:33:55.600]  这是联动的
[01:33:55.600 --> 01:33:57.600]  这是联动的
[01:33:57.600 --> 01:33:59.600]  这是联动的
[01:33:59.600 --> 01:34:01.600]  这是联动的
[01:34:01.600 --> 01:34:03.600]  这是联动的
[01:34:03.600 --> 01:34:05.600]  这是联动的
[01:34:05.600 --> 01:34:07.600]  这是联动的
[01:34:07.600 --> 01:34:09.600]  这是联动的
[01:34:09.600 --> 01:34:11.600]  这是联动的
[01:34:11.600 --> 01:34:13.600]  这是联动的
[01:34:13.600 --> 01:34:15.600]  这是联动的
[01:34:15.600 --> 01:34:17.600]  这是联动的
[01:34:17.600 --> 01:34:19.600]  这是联动的
[01:34:19.600 --> 01:34:21.600]  这是联动的
[01:34:21.600 --> 01:34:23.600]  这是联动的
[01:34:23.600 --> 01:34:25.600]  这是联动的
[01:34:25.600 --> 01:34:27.600]  这是联动的
[01:34:27.600 --> 01:34:29.600]  这是联动的
[01:34:29.600 --> 01:34:31.600]  这是联动的
[01:34:31.600 --> 01:34:33.600]  这是联动的
[01:34:33.600 --> 01:34:35.600]  这是联动的
[01:34:35.600 --> 01:34:37.600]  这是联动的
[01:34:37.600 --> 01:34:39.600]  这是联动的
[01:34:39.600 --> 01:34:41.600]  这是联动的
[01:34:41.600 --> 01:34:43.600]  这是联动的
[01:34:43.600 --> 01:34:45.600]  这是联动的
[01:34:45.600 --> 01:34:47.600]  这是联动的
[01:34:47.600 --> 01:34:49.600]  这是联动的
[01:34:49.600 --> 01:34:51.600]  这是联动的
[01:34:51.600 --> 01:34:53.600]  这是联动的
[01:34:53.600 --> 01:34:55.600]  这是联动的
[01:34:55.600 --> 01:34:57.600]  这是联动的
[01:34:57.600 --> 01:34:59.600]  这是联动的
[01:34:59.600 --> 01:35:01.600]  这是联动的
[01:35:01.600 --> 01:35:03.600]  这是联动的
[01:35:03.600 --> 01:35:05.600]  这是联动的
[01:35:05.600 --> 01:35:07.600]  这是联动的
[01:35:07.600 --> 01:35:09.600]  这是联动的
[01:35:09.600 --> 01:35:11.600]  这是联动的
[01:35:11.600 --> 01:35:13.600]  这是联动的
[01:35:13.600 --> 01:35:15.600]  这是联动的
[01:35:15.600 --> 01:35:17.600]  这是联动的
[01:35:17.600 --> 01:35:19.600]  这是联动的
[01:35:19.600 --> 01:35:21.600]  这是联动的
[01:35:21.600 --> 01:35:23.600]  这是联动的
[01:35:23.600 --> 01:35:25.600]  这是联动的
[01:35:25.600 --> 01:35:27.600]  这是联动的
[01:35:27.600 --> 01:35:29.600]  这是联动的
[01:35:29.600 --> 01:35:31.600]  这是联动的
[01:35:31.600 --> 01:35:33.600]  这是联动的
[01:35:33.600 --> 01:35:35.600]  这是联动的
[01:35:35.600 --> 01:35:37.600]  这是联动的
[01:35:37.600 --> 01:35:39.600]  这是联动的
[01:35:39.600 --> 01:35:41.600]  这是联动的
[01:35:41.600 --> 01:35:43.600]  这是联动的
[01:35:43.600 --> 01:35:45.600]  这是联动的
[01:35:45.600 --> 01:35:47.600]  这是联动的
[01:35:47.600 --> 01:35:49.600]  这是联动的
[01:35:49.600 --> 01:35:51.600]  这是联动的
[01:35:51.600 --> 01:35:53.600]  这是联动的
[01:35:53.600 --> 01:35:55.600]  这是联动的
[01:35:55.600 --> 01:35:57.600]  这是联动的
[01:35:57.600 --> 01:35:59.600]  这是联动的
[01:35:59.600 --> 01:36:01.600]  这是联动的
[01:36:01.600 --> 01:36:03.600]  这是联动的
[01:36:03.600 --> 01:36:05.600]  这是联动的
[01:36:05.600 --> 01:36:07.600]  这是联动的
[01:36:07.600 --> 01:36:09.600]  这是联动的
[01:36:09.600 --> 01:36:11.600]  这是联动的
[01:36:11.600 --> 01:36:13.600]  这是联动的
[01:36:13.600 --> 01:36:15.600]  这是联动的
[01:36:15.600 --> 01:36:17.600]  这是联动的
[01:36:17.600 --> 01:36:19.600]  这是联动的
[01:36:19.600 --> 01:36:21.600]  这是联动的
[01:36:21.600 --> 01:36:23.600]  这是联动的
[01:36:23.600 --> 01:36:25.600]  这是联动的
[01:36:25.600 --> 01:36:27.600]  这是联动的
[01:36:27.600 --> 01:36:29.600]  这是联动的
[01:36:29.600 --> 01:36:31.600]  这是联动的
[01:36:31.600 --> 01:36:33.600]  这是联动的
[01:36:33.600 --> 01:36:35.600]  这是联动的
[01:36:35.600 --> 01:36:37.600]  这是联动的
[01:36:37.600 --> 01:36:39.600]  这是联动的
[01:36:39.600 --> 01:36:41.600]  这是联动的
[01:36:41.600 --> 01:36:43.600]  这是联动的
[01:36:43.600 --> 01:36:45.600]  这是联动的
[01:36:45.600 --> 01:36:47.600]  这是联动的
[01:36:47.600 --> 01:36:49.600]  这是联动的
[01:36:49.600 --> 01:36:51.600]  这是联动的
[01:36:51.600 --> 01:36:53.600]  这是联动的
[01:36:53.600 --> 01:36:55.600]  这是联动的
[01:36:55.600 --> 01:36:57.600]  这是联动的
[01:36:57.600 --> 01:36:59.600]  这是联动的
[01:36:59.600 --> 01:37:01.600]  这是联动的
[01:37:01.600 --> 01:37:03.600]  这是联动的
[01:37:03.600 --> 01:37:05.600]  这是联动的
[01:37:05.600 --> 01:37:07.600]  这是联动的
[01:37:07.600 --> 01:37:09.600]  这是联动的
[01:37:09.600 --> 01:37:11.600]  这是联动的
[01:37:11.600 --> 01:37:13.600]  这是联动的
[01:37:13.600 --> 01:37:15.600]  这是联动的
[01:37:15.600 --> 01:37:17.600]  这是联动的
[01:37:17.600 --> 01:37:19.600]  这是联动的
[01:37:19.600 --> 01:37:21.600]  这是联动的
[01:37:21.600 --> 01:37:23.600]  这是联动的
[01:37:23.600 --> 01:37:25.600]  这是联动的
[01:37:25.600 --> 01:37:27.600]  这是联动的
[01:37:27.600 --> 01:37:29.600]  这是联动的
[01:37:29.600 --> 01:37:31.600]  这是联动的
[01:37:31.600 --> 01:37:33.600]  这是联动的
[01:37:33.600 --> 01:37:35.600]  这是联动的
[01:37:35.600 --> 01:37:37.600]  这是联动的
[01:37:37.600 --> 01:37:39.600]  这是联动的
[01:37:39.600 --> 01:37:41.600]  这是联动的
[01:37:41.600 --> 01:37:43.600]  这是联动的
[01:37:43.600 --> 01:37:45.600]  这是联动的
[01:37:45.600 --> 01:37:47.600]  这是联动的
[01:37:47.600 --> 01:37:49.600]  这是联动的
[01:37:49.600 --> 01:37:51.600]  这是联动的
[01:37:51.600 --> 01:37:53.600]  这是联动的
[01:37:53.600 --> 01:37:55.600]  这是联动的
[01:37:55.600 --> 01:37:57.600]  这是联动的
[01:37:57.600 --> 01:37:59.600]  这是联动的
[01:37:59.600 --> 01:38:01.600]  这是联动的
[01:38:01.600 --> 01:38:03.600]  这是联动的
[01:38:03.600 --> 01:38:05.600]  这是联动的
[01:38:05.600 --> 01:38:07.600]  这是联动的
[01:38:07.600 --> 01:38:09.600]  这是联动的
[01:38:09.600 --> 01:38:11.600]  这是联动的
[01:38:11.600 --> 01:38:13.600]  这是联动的
[01:38:13.600 --> 01:38:15.600]  这是联动的
[01:38:15.600 --> 01:38:17.600]  这是联动的
[01:38:17.600 --> 01:38:19.600]  这是联动的
[01:38:19.600 --> 01:38:21.600]  这是联动的
[01:38:21.600 --> 01:38:23.600]  这是联动的
[01:38:23.600 --> 01:38:25.600]  这是联动的
[01:38:25.600 --> 01:38:27.600]  这是联动的
[01:38:27.600 --> 01:38:29.600]  这是联动的
[01:38:29.600 --> 01:38:31.600]  这是联动的
[01:38:31.600 --> 01:38:33.600]  这是联动的
[01:38:33.600 --> 01:38:35.600]  这是联动的
[01:38:35.600 --> 01:38:37.600]  这是联动的
[01:38:37.600 --> 01:38:39.600]  这是联动的
[01:38:39.600 --> 01:38:41.600]  这是联动的
[01:38:41.600 --> 01:38:43.600]  这是联动的
[01:38:43.600 --> 01:38:45.600]  这是联动的
[01:38:45.600 --> 01:38:47.600]  这是联动的
[01:38:47.600 --> 01:38:49.600]  这是联动的
[01:38:49.600 --> 01:38:51.600]  这是联动的
[01:38:51.600 --> 01:38:53.600]  这是联动的
[01:38:53.600 --> 01:38:55.600]  这是联动的
[01:38:55.600 --> 01:38:57.600]  这是联动的
[01:38:57.600 --> 01:38:59.600]  这是联动的
[01:38:59.600 --> 01:39:01.600]  这是联动的
