[00:00:00.000 --> 00:00:01.000]  什么密码
[00:41:19.000 --> 00:41:21.000]  这个叫实战核心
[00:41:21.000 --> 00:41:23.000]  对吧
[00:41:23.000 --> 00:41:25.000]  我们接下来再来讲的就是K线组合
[00:41:25.000 --> 00:41:27.000]  K线组合
[00:41:27.000 --> 00:41:29.000]  因为这些
[00:41:29.000 --> 00:41:31.000]  都是属于分歧嘛
[00:41:31.000 --> 00:41:33.000]  都是属于分歧的过程中
[00:41:33.000 --> 00:41:35.000]  就是你看看图
[00:41:35.000 --> 00:41:37.000]  就好了
[00:41:37.000 --> 00:41:39.000]  K线组合我们有一个叫切入线
[00:41:39.000 --> 00:41:45.000]  切入线是什么意思呢
[00:41:45.000 --> 00:41:47.000]  就是
[00:41:47.000 --> 00:41:49.000]  阳包阴阴包阳
[00:41:49.000 --> 00:41:51.000]  但这个阳包阴阴包阳是什么意思呢
[00:41:51.000 --> 00:41:53.000]  就是
[00:41:53.000 --> 00:41:55.000]  比如说谁跟我个子差不多的
[00:41:55.000 --> 00:41:57.000]  比如说我这个个子
[00:41:57.000 --> 00:41:59.000]  那么再找一个个子比我收货高一丢丢的
[00:41:59.000 --> 00:42:01.000]  就是
[00:42:01.000 --> 00:42:03.000]  齐古相当
[00:42:03.000 --> 00:42:05.000]  这个是属于切入线
[00:42:05.000 --> 00:42:07.000]  因为阴线阳线里面
[00:42:07.000 --> 00:42:09.000]  我说一定要站在那个身子背板做站的这个维度来展开
[00:42:09.000 --> 00:42:11.000]  你看
[00:42:11.000 --> 00:42:13.000]  这是一个阳线
[00:42:13.000 --> 00:42:15.000]  这个阴线的开盘价
[00:42:15.000 --> 00:42:17.000]  也在这个阳线的顶端附近开盘
[00:42:17.000 --> 00:42:19.000]  是不是齐古相当
[00:42:19.000 --> 00:42:21.000]  但是最终的这个阴线的收盘价把这个阳线的
[00:42:21.000 --> 00:42:23.000]  最低价给跌破了
[00:42:23.000 --> 00:42:25.000]  这个叫什么
[00:42:25.000 --> 00:42:27.000]  就是破坏叫下切入
[00:42:27.000 --> 00:42:29.000]  那么反过来你看这个也是一样的
[00:42:29.000 --> 00:42:31.000]  这个阳线对吧
[00:42:31.000 --> 00:42:33.000]  可以有点上下影线都OK啊
[00:42:33.000 --> 00:42:35.000]  这是一个阳线
[00:42:35.000 --> 00:42:37.000]  然后这个阴线的开盘价在这个阳线顶端附近开盘
[00:42:37.000 --> 00:42:39.000]  鼠标没有
[00:42:39.000 --> 00:42:41.000]  在这个顶端附近开盘
[00:42:41.000 --> 00:42:43.000]  我们来看
[00:42:43.000 --> 00:42:45.000]  这里可以看到啊
[00:42:45.000 --> 00:42:47.000]  你看这个阴线就在这个阳线
[00:42:47.000 --> 00:42:49.000]  阳线我们是影线可以结合再起来
[00:42:49.000 --> 00:42:51.000]  在顶端附近开盘
[00:42:51.000 --> 00:42:53.000]  最终把这个阳线的下影线
[00:42:53.000 --> 00:42:55.000]  最低价给击穿了
[00:42:55.000 --> 00:42:57.000]  但又不会击穿很多
[00:42:57.000 --> 00:42:59.000]  所以说齐古相当嘛
[00:42:59.000 --> 00:43:01.000]  然后你看这两个呢
[00:43:01.000 --> 00:43:03.000]  我们就阴线往下破坏叫下切入
[00:43:03.000 --> 00:43:05.000]  那么反过来就是阴线
[00:43:05.000 --> 00:43:07.000]  然后阳线你看这个阳线的
[00:43:07.000 --> 00:43:09.000]  开盘价在这个阴线的下影线的
[00:43:09.000 --> 00:43:11.000]  底端附近开盘
[00:43:11.000 --> 00:43:13.000]  然后呢最终全天上弓
[00:43:13.000 --> 00:43:15.000]  收盘价把这个阴线的
[00:43:15.000 --> 00:43:17.000]  最高价全部反包
[00:43:17.000 --> 00:43:19.000]  这个就是我们说切入
[00:43:19.000 --> 00:43:21.000]  你看这个也是呢这个阴线
[00:43:21.000 --> 00:43:23.000]  阳线在这个底端附近开盘
[00:43:23.000 --> 00:43:25.000]  整个收盘阳线的收盘价
[00:43:25.000 --> 00:43:27.000]  把阴线的最高价我讲的是最高价
[00:43:27.000 --> 00:43:29.000]  给反包这个叫切入
[00:43:29.000 --> 00:43:31.000]  大家能理解我意思没有
[00:43:31.000 --> 00:43:33.000]  切入就是两者是齐古
[00:43:33.000 --> 00:43:35.000]  有点相当一方微微战胜的
[00:43:35.000 --> 00:43:37.000]  一方是微微战胜的
[00:43:37.000 --> 00:43:39.000]  那这个一般情况下
[00:43:39.000 --> 00:43:41.000]  是顶部的顶部和底部的
[00:43:41.000 --> 00:43:43.000]  K线组合啊
[00:43:43.000 --> 00:43:45.000]  顶和底的K线组合
[00:43:45.000 --> 00:43:47.000]  但我不讲多顶底
[00:43:47.000 --> 00:43:49.000]  因为为什么呢我们是要建立在
[00:43:49.000 --> 00:43:51.000]  昨天和今天上午所讲的
[00:43:51.000 --> 00:43:53.000]  趋势加模型
[00:43:53.000 --> 00:43:55.000]  结构地基的基础上去分析
[00:43:55.000 --> 00:43:57.000]  而不是看哪个K线
[00:43:57.000 --> 00:43:59.000]  哦这个位置好但是说是吧
[00:43:59.000 --> 00:44:03.000]  那我们是要有在所有建立在地基的基础之上
[00:44:03.000 --> 00:44:05.000]  比如说我们来看这个呢
[00:44:05.000 --> 00:44:07.000]  这是上掌EABC巨齿型
[00:44:07.000 --> 00:44:11.000]  巨齿型是不是在这里横盘横盘横盘呢
[00:44:11.000 --> 00:44:15.000]  你看这里横盘的过程这里没有办法形成上切入对不对
[00:44:15.000 --> 00:44:17.000]  技术回调这里也没有办法完全形成上切入
[00:44:17.000 --> 00:44:19.000]  因为也没有一个漂亮的阳线
[00:44:19.000 --> 00:44:21.000]  形成上切入对不对
[00:44:21.000 --> 00:44:23.000]  怎么可以放大一点
[00:44:23.000 --> 00:44:25.000]  这样放大一点
[00:44:25.000 --> 00:44:37.000]  这样放大都一样的
[00:44:37.000 --> 00:44:41.000]  都是一样的大家可以看
[00:44:41.000 --> 00:44:45.000]  那这里也没有达到
[00:44:45.000 --> 00:44:47.000]  包括我们回下来看这个位置是不是也没有
[00:44:47.000 --> 00:44:49.000]  又没有鼠标了
[00:44:49.000 --> 00:44:51.000]  好再来看这个位置回下来
[00:44:51.000 --> 00:44:53.000]  它是不是还在一个区间呢
[00:44:53.000 --> 00:44:55.000]  你看这几根K线阳线是不是都没有办法达到上切入啊
[00:44:55.000 --> 00:44:57.000]  所以它还没有还要磨
[00:44:57.000 --> 00:44:59.000]  好再回下来这样你看这个位置到了第三个地点的时候
[00:44:59.000 --> 00:45:01.000]  这里是不是形成一个上切入
[00:45:01.000 --> 00:45:03.000]  大家看明白没有
[00:45:03.000 --> 00:45:05.000]  就跟我们说的那个就是
[00:45:05.000 --> 00:45:09.000]  比如说昨天举例的那个前几上个星期呢上空升倍也是一样的
[00:45:09.000 --> 00:45:11.000]  然后这个位置呢
[00:45:11.000 --> 00:45:13.000]  这个位置呢
[00:45:13.000 --> 00:45:15.000]  这个位置呢
[00:45:15.000 --> 00:45:17.000]  这个位置呢
[00:45:17.000 --> 00:45:19.000]  这个位置呢上个星期呢上空升倍也是一样的
[00:45:19.000 --> 00:45:21.000]  对吧那在这个过程中
[00:45:21.000 --> 00:45:23.000]  你看它慢慢慢慢底部达不到上切入
[00:45:23.000 --> 00:45:25.000]  因为我们所说的
[00:45:25.000 --> 00:45:27.000]  K线阻刻里面的进攻
[00:45:27.000 --> 00:45:29.000]  最弱的是上切入
[00:45:29.000 --> 00:45:33.000]  就是你的最低标准是上切入
[00:45:33.000 --> 00:45:35.000]  大家这样能明白我的意思吧
[00:45:35.000 --> 00:45:37.000]  你的最低标准是上切入啊
[00:45:37.000 --> 00:45:41.000]  那你看在这个在高位的过程之中
[00:45:41.000 --> 00:45:45.000]  对我们在
[00:45:45.000 --> 00:45:47.000]  进攻阳对应左边破坏音
[00:45:47.000 --> 00:45:49.000]  最低标准
[00:45:49.000 --> 00:45:51.000]  是上切入
[00:45:51.000 --> 00:45:53.000]  如果上切入都没做到
[00:45:53.000 --> 00:45:55.000]  那就是太准
[00:45:55.000 --> 00:45:57.000]  根本就没有办法就没有强者胜
[00:45:57.000 --> 00:46:03.000]  我要不喝这个水
[00:46:03.000 --> 00:46:13.000]  我们来看一下这里啊
[00:46:13.000 --> 00:46:15.000]  大家再来感受一下K头部的变化
[00:46:15.000 --> 00:46:19.000]  这一块大家知道肯定是在
[00:46:19.000 --> 00:46:21.000]  严整五分十均线运行的对不对
[00:46:21.000 --> 00:46:23.000]  因为这里是有音线反包
[00:46:23.000 --> 00:46:25.000]  这个音线又是反包的对不对
[00:46:25.000 --> 00:46:27.000]  你像这个是小K线无所谓的
[00:46:27.000 --> 00:46:29.000]  这有比较大一点的音线是不是马上
[00:46:29.000 --> 00:46:31.000]  两根加上反包的
[00:46:31.000 --> 00:46:33.000]  我们再看这个有没有变化呢
[00:46:33.000 --> 00:46:35.000]  这个音线这两天对吧
[00:46:35.000 --> 00:46:37.000]  也还好有小音线真正的是这个音线
[00:46:37.000 --> 00:46:39.000]  音线我们讲过了五个点以上
[00:46:39.000 --> 00:46:41.000]  对不对七个点以上
[00:46:41.000 --> 00:46:43.000]  就是刚才黄大哥问的
[00:46:43.000 --> 00:46:45.000]  阳线的标准调跟个就是音线的标准
[00:46:45.000 --> 00:46:49.000]  阳线的标准调跟个
[00:46:49.000 --> 00:46:51.000]  那么这个音线在五分线上的调跟是不是反包
[00:46:51.000 --> 00:46:53.000]  没有走的理由啊
[00:46:53.000 --> 00:46:55.000]  再来看这里都没有对不对
[00:46:55.000 --> 00:46:57.000]  这个位子也没有啊它都是在五分线小K线小K线的
[00:46:57.000 --> 00:46:59.000]  直到什么时候啊
[00:46:59.000 --> 00:47:01.000]  是不是直到这一根K线走坏
[00:47:01.000 --> 00:47:03.000]  直到这一根K线走坏
[00:47:03.000 --> 00:47:05.000]  那我们再来看
[00:47:05.000 --> 00:47:07.000]  这根K线对应是最学的破坏
[00:47:07.000 --> 00:47:09.000]  这根K线破坏的是不前面这根阳线的破坏
[00:47:09.000 --> 00:47:11.000]  那么这种阳线的破坏
[00:47:11.000 --> 00:47:13.000]  这里就是走人
[00:47:13.000 --> 00:47:15.000]  那如果按照我们刚才所讲的这样细节点
[00:47:15.000 --> 00:47:17.000]  这根K线是几号
[00:47:17.000 --> 00:47:19.000]  这两根K线组合起来90%是
[00:47:19.000 --> 00:47:21.000]  3号
[00:47:21.000 --> 00:47:23.000]  最多4号应该是3号
[00:47:23.000 --> 00:47:25.000]  一半跌过5和10对不对
[00:47:25.000 --> 00:47:27.000]  那么一半跌过5和10
[00:47:27.000 --> 00:47:29.000]  再看一下它反弹均线过不过得去
[00:47:29.000 --> 00:47:31.000]  可以看这几根K线肯定是均线过不去的
[00:47:31.000 --> 00:47:33.000]  5和10过不去的
[00:47:33.000 --> 00:47:35.000]  所以你看再次出现一个音线
[00:47:35.000 --> 00:47:37.000]  就是进入向下出示
[00:47:37.000 --> 00:47:39.000]  我们说3和4是需要一个什么
[00:47:39.000 --> 00:47:41.000]  就是反弹不过技术向下吗
[00:47:41.000 --> 00:47:43.000]  反过来阳线就是我突破之后回调
[00:47:43.000 --> 00:47:45.000]  我需要必须再来一个厚量超前量的什么
[00:47:45.000 --> 00:47:47.000]  阳线来补充
[00:47:47.000 --> 00:47:49.000]  所以大家可以看到这叫上切入
[00:47:49.000 --> 00:47:51.000]  上切入
[00:47:51.000 --> 00:47:53.000]  然后再来看下一个K线组合
[00:47:53.000 --> 00:47:55.000]  反打先看反打
[00:47:55.000 --> 00:47:57.000]  下一个K线组合
[00:47:57.000 --> 00:47:59.000]  叫反打前三
[00:47:59.000 --> 00:48:01.000]  叫反打前三
[00:48:01.000 --> 00:48:03.000]  大家认识就好了
[00:48:03.000 --> 00:48:05.000]  不要跟我的PPT
[00:48:05.000 --> 00:48:07.000]  不要被PPT里面的这些内容给带偏了
[00:48:07.000 --> 00:48:09.000]  听我讲为主
[00:48:09.000 --> 00:48:11.000]  听我讲为主
[00:48:11.000 --> 00:48:13.000]  什么反弹不过
[00:48:13.000 --> 00:48:15.000]  是过什么
[00:48:15.000 --> 00:48:17.000]  反弹不过均线压力
[00:48:17.000 --> 00:48:19.000]  还是5和10
[00:48:19.000 --> 00:48:21.000]  我们所有的势就是5和10
[00:48:21.000 --> 00:48:23.000]  我们所有的势就是5和10
[00:48:23.000 --> 00:48:25.000]  如果是5和10和20年后在一起就是50 20
[00:48:25.000 --> 00:48:27.000]  如果是5和10和20年后在一起就是50 20
[00:48:27.000 --> 00:48:29.000]  如果分开就是5和10
[00:48:29.000 --> 00:48:31.000]  如果分开就是5和10
[00:48:31.000 --> 00:48:35.000]  如果分开就是5和10
[00:48:35.000 --> 00:48:37.000]  过不去你不可能过K线的最高价
[00:48:37.000 --> 00:48:39.000]  你反爆最高价的你就继续上涨
[00:48:39.000 --> 00:48:41.000]  肯定是反爆均线过不去
[00:48:41.000 --> 00:48:43.000]  那么再来看反打前三
[00:48:43.000 --> 00:48:45.000]  反打前三的K线组合是啥意思呢
[00:48:45.000 --> 00:48:47.000]  反打前三的K线组合是啥意思呢
[00:48:47.000 --> 00:48:49.000]  这个
[00:48:49.000 --> 00:48:51.000]  认识啊
[00:48:51.000 --> 00:48:53.000]  认识啊什么叫反打的K线组合呢
[00:48:53.000 --> 00:48:55.000]  认识啊什么叫反打的K线组合呢
[00:48:55.000 --> 00:48:57.000]  这一根K线
[00:48:57.000 --> 00:48:59.000]  这是不是一个阳线进攻
[00:48:59.000 --> 00:49:01.000]  阳线进攻的反打就是这一根
[00:49:01.000 --> 00:49:03.000]  可以现在上涨把前面三四根
[00:49:03.000 --> 00:49:05.000]  最起反打前三是三根起啊
[00:49:05.000 --> 00:49:07.000]  最起反打前三是三根起啊
[00:49:07.000 --> 00:49:09.000]  最低标准是反打前三
[00:49:09.000 --> 00:49:11.000]  最低标准是反打前三
[00:49:11.000 --> 00:49:13.000]  也可以反打前四反打前五反打前六
[00:49:13.000 --> 00:49:15.000]  也可以反打前四反打前五反打前六
[00:49:15.000 --> 00:49:17.000]  最低标准是反打前三
[00:49:17.000 --> 00:49:19.000]  但是反打前三你注意一下
[00:49:19.000 --> 00:49:21.000]  过去不是破坏音
[00:49:21.000 --> 00:49:23.000]  左边呢
[00:49:23.000 --> 00:49:25.000]  它不是破坏性音线
[00:49:25.000 --> 00:49:27.000]  如果是破坏性音线它就变成了上切入
[00:49:27.000 --> 00:49:29.000]  但是你们有没有看到
[00:49:29.000 --> 00:49:31.000]  这都是细节的区别
[00:49:31.000 --> 00:49:33.000]  左边是属于小音线
[00:49:33.000 --> 00:49:35.000]  小音线小音线
[00:49:35.000 --> 00:49:37.000]  修复性的音线
[00:49:37.000 --> 00:49:39.000]  比如说三根点以内的小音线
[00:49:39.000 --> 00:49:41.000]  或者再点上下影线的小音线
[00:49:41.000 --> 00:49:43.000]  这是属于这种小音线
[00:49:43.000 --> 00:49:45.000]  你们来看
[00:49:45.000 --> 00:49:47.000]  这是小音线
[00:49:47.000 --> 00:49:49.000]  那么这种小音线下降之后呢
[00:49:49.000 --> 00:49:51.000]  这根K线对这几根小音线进行一个反包
[00:49:51.000 --> 00:49:53.000]  这个K线组合
[00:49:53.000 --> 00:49:55.000]  叫反打
[00:49:55.000 --> 00:49:57.000]  也就这样能理解
[00:49:57.000 --> 00:49:59.000]  这根K线组合叫反打
[00:49:59.000 --> 00:50:01.000]  那么我们可以来看一下
[00:50:01.000 --> 00:50:03.000]  这根K线组合是不是把节目1 2 3 4 5
[00:50:03.000 --> 00:50:05.000]  这三根小音线这两个叫停顿
[00:50:05.000 --> 00:50:07.000]  对不对
[00:50:07.000 --> 00:50:09.000]  这两根K线的时候开出环节是不是都在一个区间呢
[00:50:09.000 --> 00:50:11.000]  实际上是打着这三根小音线呢
[00:50:11.000 --> 00:50:13.000]  这根K线对于这三根音线
[00:50:13.000 --> 00:50:15.000]  这叫停顿
[00:50:15.000 --> 00:50:17.000]  我们也叫反打前三
[00:50:17.000 --> 00:50:19.000]  就这个K线组合叫反打前三
[00:50:19.000 --> 00:50:21.000]  叫反打组合
[00:50:21.000 --> 00:50:23.000]  反打的K线组合
[00:50:23.000 --> 00:50:25.000]  这样能听得懂啊
[00:50:25.000 --> 00:50:27.000]  有区别的啊
[00:50:27.000 --> 00:50:29.000]  我们说这样的
[00:50:29.000 --> 00:50:31.000]  上界入是左边有一个比较明显的
[00:50:31.000 --> 00:50:33.000]  标志的音线
[00:50:33.000 --> 00:50:35.000]  然后呢什么
[00:50:35.000 --> 00:50:37.000]  阳线把它给反包
[00:50:37.000 --> 00:50:39.000]  那么反过来
[00:50:39.000 --> 00:50:41.000]  那是上界入
[00:50:41.000 --> 00:50:43.000]  然后下界入呢是左边有一个比较明显的阳线
[00:50:43.000 --> 00:50:45.000]  就相对明显啊
[00:50:45.000 --> 00:50:47.000]  就是你这知道肯定不是修复型可以这样吧
[00:50:47.000 --> 00:50:49.000]  阳线我们讲的最低5个点的标志嘛对不对
[00:50:49.000 --> 00:50:51.000]  连实体也可以带点上下影线等等啊
[00:50:51.000 --> 00:50:53.000]  然后呢这个实体的阴线把这个阳线给反包
[00:50:53.000 --> 00:50:55.000]  这叫切入
[00:50:55.000 --> 00:50:57.000]  反打是前面是小的修复型K线
[00:50:57.000 --> 00:50:59.000]  比如说这是一个阴线对不对
[00:50:59.000 --> 00:51:01.000]  这里那么我还再补充一下
[00:51:01.000 --> 00:51:03.000]  上界入和下界入之间
[00:51:03.000 --> 00:51:05.000]  它是可以有停顿K线的
[00:51:05.000 --> 00:51:07.000]  你也可以是今天上界入明天
[00:51:07.000 --> 00:51:09.000]  对吧今天阳线明天阴线也可以
[00:51:09.000 --> 00:51:11.000]  你也可以是这个阴线
[00:51:11.000 --> 00:51:13.000]  中间隔了几个小的
[00:51:13.000 --> 00:51:15.000]  停顿K线
[00:51:15.000 --> 00:51:17.000]  再切入也可以
[00:51:17.000 --> 00:51:19.000]  大家这个能理解啊
[00:51:19.000 --> 00:51:21.000]  但是反打肯定是基本上没什么停顿
[00:51:21.000 --> 00:51:23.000]  停顿要是就一两次嘛
[00:51:23.000 --> 00:51:25.000]  你像这一个阳线对于这个阴线就没有
[00:51:25.000 --> 00:51:27.000]  实现上界入不符合要求
[00:51:27.000 --> 00:51:29.000]  所以达不到这个标准的
[00:51:29.000 --> 00:51:31.000]  我们通常就反弹弄或避弄
[00:51:31.000 --> 00:51:33.000]  避弄就属于反弹结构了对不对
[00:51:33.000 --> 00:51:35.000]  就反弹或避
[00:51:35.000 --> 00:51:37.000]  反打到这个停顿你懂了吗
[00:51:37.000 --> 00:51:39.000]  能理解了吗
[00:51:39.000 --> 00:51:41.000]  OK了吧
[00:51:41.000 --> 00:51:43.000]  所以大家思考一下反打一般会出现在什么位置
[00:51:43.000 --> 00:51:45.000]  就是我今天上午跟大家所说的
[00:51:45.000 --> 00:51:47.000]  2弄的C
[00:51:47.000 --> 00:51:49.000]  把多转空了
[00:51:49.000 --> 00:51:51.000]  但是属于小K线
[00:51:51.000 --> 00:51:53.000]  小K线转的
[00:51:53.000 --> 00:51:55.000]  然后3弄1以反打的方式
[00:51:55.000 --> 00:51:57.000]  进行一个重新扭转
[00:51:57.000 --> 00:52:01.000]  能跟得上吧
[00:52:01.000 --> 00:52:03.000]  今天上午跟大家讲的那个
[00:52:03.000 --> 00:52:05.000]  鼠弄的结构
[00:52:05.000 --> 00:52:07.000]  3弄1以反打的方式来进行
[00:52:07.000 --> 00:52:09.000]  好我们再来看一下
[00:52:09.000 --> 00:52:11.000]  第三个K线组合
[00:52:11.000 --> 00:52:13.000]  叫
[00:52:13.000 --> 00:52:15.000]  在怀抱
[00:52:15.000 --> 00:52:17.000]  怀抱又不一样
[00:52:17.000 --> 00:52:19.000]  其实之前
[00:52:19.000 --> 00:52:21.000]  我在学习K线的时候
[00:52:21.000 --> 00:52:23.000]  没有这么清楚的
[00:52:23.000 --> 00:52:25.000]  我也不知道我怎么弄丁钦的
[00:52:25.000 --> 00:52:27.000]  这个我就有点糊里糊涂弄钦的
[00:52:27.000 --> 00:52:29.000]  对
[00:52:29.000 --> 00:52:31.000]  怀抱又有什么区别呢
[00:52:31.000 --> 00:52:33.000]  前面是
[00:52:33.000 --> 00:52:35.000]  横盘的小十字心
[00:52:35.000 --> 00:52:37.000]  小修复性K线
[00:52:37.000 --> 00:52:39.000]  横盘
[00:52:39.000 --> 00:52:41.000]  刚才所讲的
[00:52:41.000 --> 00:52:43.000]  反打
[00:52:43.000 --> 00:52:45.000]  两个小时的阴线
[00:52:45.000 --> 00:52:47.000]  右边阳线反打
[00:52:47.000 --> 00:52:49.000]  我说错了那是迁入
[00:52:49.000 --> 00:52:51.000]  反打呢就是前面是
[00:52:51.000 --> 00:52:53.000]  小K线小K线小K线重心下移的
[00:52:53.000 --> 00:52:55.000]  然后一根K线
[00:52:55.000 --> 00:52:57.000]  把几根K线阴线给反包
[00:52:57.000 --> 00:52:59.000]  或者反过来就是阴线反打阳线嘛
[00:52:59.000 --> 00:53:01.000]  那么另外怀抱又不一样
[00:53:01.000 --> 00:53:03.000]  怀抱前面的小K线
[00:53:03.000 --> 00:53:05.000]  也是平顿的一个含义
[00:53:05.000 --> 00:53:07.000]  平顿的小K线
[00:53:07.000 --> 00:53:09.000]  基本上是在一个平行的区间里面
[00:53:09.000 --> 00:53:11.000]  以横盘为主
[00:53:11.000 --> 00:53:13.000]  然后呢一根K线
[00:53:13.000 --> 00:53:15.000]  把前面的横盘的K线
[00:53:15.000 --> 00:53:17.000]  全部进行一个反包并且把价格全部占上
[00:53:17.000 --> 00:53:21.000]  全部给占上
[00:53:21.000 --> 00:53:23.000]  这个叫怀抱
[00:53:23.000 --> 00:53:25.000]  这个叫怀抱
[00:53:25.000 --> 00:53:27.000]  这是我们K线组合的区别
[00:53:27.000 --> 00:53:37.000]  我们信通我们
[00:53:37.000 --> 00:53:39.000]  那个
[00:53:39.000 --> 00:53:41.000]  听明白了啊
[00:53:41.000 --> 00:53:43.000]  这个你解读了吗
[00:53:43.000 --> 00:53:45.000]  还没听明白
[00:53:45.000 --> 00:53:47.000]  我再讲一次好不好
[00:53:47.000 --> 00:53:49.000]  还没听明白我再讲一次啊
[00:53:49.000 --> 00:53:51.000]  来我先说一下
[00:53:51.000 --> 00:53:53.000]  第一个我们讲K线组合
[00:53:53.000 --> 00:53:55.000]  是切入
[00:53:55.000 --> 00:53:57.000]  切入
[00:53:57.000 --> 00:53:59.000]  第二个叫反打
[00:53:59.000 --> 00:54:03.000]  第三个叫
[00:54:03.000 --> 00:54:05.000]  怀抱
[00:54:05.000 --> 00:54:07.000]  第三个叫怀抱
[00:54:07.000 --> 00:54:09.000]  切入呢就是左边是有一个阴线的
[00:54:09.000 --> 00:54:13.000]  如果是上切入啊
[00:54:13.000 --> 00:54:15.000]  因为是阳切阴嘛
[00:54:15.000 --> 00:54:17.000]  有一个阴线的
[00:54:17.000 --> 00:54:19.000]  然后呢阳线呢在这个开盘下附近
[00:54:19.000 --> 00:54:21.000]  收盘下呢
[00:54:21.000 --> 00:54:23.000]  刚刚大过这个阴线的最高价
[00:54:23.000 --> 00:54:25.000]  如果有隐形阳大过隐线的最高价
[00:54:25.000 --> 00:54:27.000]  这叫切入
[00:54:27.000 --> 00:54:29.000]  反过来就是什么
[00:54:29.000 --> 00:54:31.000]  阴切阳就是下切入
[00:54:31.000 --> 00:54:33.000]  反过来比如这是一个阳线
[00:54:35.000 --> 00:54:37.000]  然后阴线呢在这个开盘下附近
[00:54:37.000 --> 00:54:39.000]  附近开盘有可能低开一点
[00:54:39.000 --> 00:54:41.000]  有可能高开一点都很正常
[00:54:41.000 --> 00:54:43.000]  然后完了之后呢
[00:54:43.000 --> 00:54:45.000]  把这个什么把这个
[00:54:45.000 --> 00:54:47.000]  阴线的最低价高下阴线的最低价
[00:54:47.000 --> 00:54:49.000]  全部给变过
[00:54:49.000 --> 00:54:51.000]  这个叫切入切入左边主要是一个什么
[00:54:51.000 --> 00:54:53.000]  就是破坏
[00:54:53.000 --> 00:54:55.000]  与进攻的直接体现
[00:54:55.000 --> 00:54:59.000]  进攻与破坏阳线在进攻嘛
[00:54:59.000 --> 00:55:01.000]  对不对与破坏的直接体现
[00:55:01.000 --> 00:55:03.000]  那么反打
[00:55:03.000 --> 00:55:05.000]  反打的,因为它区别阳线进攻是一样的
[00:55:05.000 --> 00:55:07.000]  对不对
[00:55:07.000 --> 00:55:09.000]  阳线都是要进攻
[00:55:09.000 --> 00:55:11.000]  阳线进攻之前的那个就是我们说的
[00:55:11.000 --> 00:55:13.000]  胜兵什么
[00:55:13.000 --> 00:55:15.000]  先胜
[00:55:15.000 --> 00:55:17.000]  而后求战
[00:55:17.000 --> 00:55:19.000]  就是胜兵就是我做足
[00:55:19.000 --> 00:55:21.000]  准备攻克我认为整个准备
[00:55:21.000 --> 00:55:23.000]  都有利于我打战
[00:55:23.000 --> 00:55:25.000]  胜仗我才什么我才出战
[00:55:25.000 --> 00:55:27.000]  去求战对不对
[00:55:27.000 --> 00:55:29.000]  那么反过来进攻阳是不是代表求战的一个信号
[00:55:29.000 --> 00:55:31.000]  你想要做的你肯定是
[00:55:31.000 --> 00:55:33.000]  要要求战胜的一面你才来出战嘛
[00:55:33.000 --> 00:55:35.000]  那就是属于这个
[00:55:35.000 --> 00:55:37.000]  这个大家可以看到
[00:55:37.000 --> 00:55:39.000]  这个求战胜的一面
[00:55:39.000 --> 00:55:41.000]  只要不符合
[00:55:41.000 --> 00:55:43.000]  我们所讲的这个
[00:55:43.000 --> 00:55:45.000]  三弄二的位置
[00:55:45.000 --> 00:55:47.000]  基本上一面都不强
[00:55:47.000 --> 00:55:49.000]  基本上一面都不强
[00:55:49.000 --> 00:55:51.000]  大家能不能有意思啊
[00:55:51.000 --> 00:55:53.000]  那我们再来看反打
[00:55:53.000 --> 00:55:55.000]  反打的就是前面就是小
[00:55:55.000 --> 00:55:57.000]  先说那个
[00:55:57.000 --> 00:55:59.000]  下跌的阳进攻的
[00:55:59.000 --> 00:56:01.000]  小阴线
[00:56:01.000 --> 00:56:03.000]  小阴线小阴线基本上都是一个空头嘛
[00:56:03.000 --> 00:56:05.000]  对不对
[00:56:05.000 --> 00:56:07.000]  基本上都是小阴线在5和10下方的空头
[00:56:07.000 --> 00:56:09.000]  然后一根阳线
[00:56:09.000 --> 00:56:11.000]  直接把这根几根阴线全部给站上
[00:56:11.000 --> 00:56:13.000]  包括这些阴线
[00:56:13.000 --> 00:56:15.000]  场上小隐线全部都给站上
[00:56:15.000 --> 00:56:17.000]  最低是反打
[00:56:17.000 --> 00:56:19.000]  前三
[00:56:19.000 --> 00:56:23.000]  也可以前四前五啊
[00:56:23.000 --> 00:56:25.000]  但也不要太多没那么大的威力
[00:56:25.000 --> 00:56:27.000]  对吧因为你一下子打多了
[00:56:27.000 --> 00:56:29.000]  你就直接这个差价就太过大
[00:56:29.000 --> 00:56:31.000]  但明白我意思吧
[00:56:31.000 --> 00:56:33.000]  你不用太多
[00:56:33.000 --> 00:56:35.000]  不要说我前打15好不好
[00:56:35.000 --> 00:56:37.000]  前打15这一天
[00:56:37.000 --> 00:56:39.000]  直接拉掉了他还能攻什么攻啊
[00:56:39.000 --> 00:56:41.000]  对不对
[00:56:41.000 --> 00:56:43.000]  反打前三就差不多了啊
[00:56:43.000 --> 00:56:45.000]  反过来下跌也是一样的
[00:56:45.000 --> 00:56:47.000]  下跌就是前面是上掌上掌上掌的小阳线
[00:56:47.000 --> 00:56:49.000]  前面是上掌上掌上掌的小阳线
[00:56:49.000 --> 00:56:51.000]  一般情况下都会带点阴线的啊
[00:56:51.000 --> 00:56:53.000]  什么小吊底线都会出来了
[00:56:53.000 --> 00:56:55.000]  小的防却线
