[00:00:00.000 --> 00:00:05.640]  然后转为有效的这个结构这里的黑线是怎么把它给转出来的看得懂了吧
[00:51:43.840 --> 00:51:45.840]  然后你放了
[00:51:45.840 --> 00:51:47.840]  然后你放了
[00:51:47.840 --> 00:51:49.840]  然后你放了
[00:51:49.840 --> 00:51:51.840]  然后你放了
[00:51:51.840 --> 00:51:53.840]  然后你放了
[00:51:53.840 --> 00:51:55.840]  然后你放了
[00:51:55.840 --> 00:51:57.840]  然后你放了
[00:51:57.840 --> 00:51:59.840]  然后你放了
[00:51:59.840 --> 00:52:01.840]  然后你放了
[00:52:01.840 --> 00:52:03.840]  然后你放了
[00:52:03.840 --> 00:52:05.840]  然后你放了
[00:52:05.840 --> 00:52:07.840]  然后你放了
[00:52:07.840 --> 00:52:09.840]  然后你放了
[00:52:09.840 --> 00:52:11.840]  然后你放了
[00:52:11.840 --> 00:52:13.840]  然后你放了
[00:52:13.840 --> 00:52:15.840]  然后你放了
[00:52:15.840 --> 00:52:17.840]  然后你放了
[00:52:17.840 --> 00:52:19.840]  然后你放了
[00:52:19.840 --> 00:52:21.840]  然后你放了
[00:52:21.840 --> 00:52:23.840]  然后你放了
[00:52:23.840 --> 00:52:25.840]  然后你放了
[00:52:25.840 --> 00:52:27.840]  然后你放了
[00:52:27.840 --> 00:52:29.840]  然后你放了
[00:52:29.840 --> 00:52:31.840]  然后你放了
[00:52:31.840 --> 00:52:33.840]  然后你放了
[00:52:33.840 --> 00:52:35.840]  然后你放了
[00:52:35.840 --> 00:52:37.840]  然后你放了
[00:52:37.840 --> 00:52:39.840]  然后你放了
[00:52:39.840 --> 00:52:41.840]  然后你放了
[00:52:41.840 --> 00:52:43.840]  然后你放了
[00:52:43.840 --> 00:52:45.840]  然后你放了
[00:52:45.840 --> 00:52:47.840]  然后你放了
[00:52:47.840 --> 00:52:49.840]  然后你放了
[00:52:49.840 --> 00:52:51.840]  然后你放了
[00:52:51.840 --> 00:52:53.840]  然后你放了
[00:52:53.840 --> 00:52:55.840]  然后你放了
[00:52:55.840 --> 00:52:57.840]  然后你放了
[00:52:57.840 --> 00:52:59.840]  然后你放了
[00:52:59.840 --> 00:53:01.840]  然后你放了
[00:53:01.840 --> 00:53:03.840]  然后你放了
[00:53:03.840 --> 00:53:05.840]  然后你放了
[00:53:05.840 --> 00:53:07.840]  然后你放了
[00:53:07.840 --> 00:53:09.840]  然后你放了
[00:53:09.840 --> 00:53:11.840]  然后你放了
[00:53:11.840 --> 00:53:13.840]  然后你放了
[00:53:13.840 --> 00:53:15.840]  然后你放了
[00:53:15.840 --> 00:53:17.840]  然后你放了
[00:53:17.840 --> 00:53:19.840]  然后你放了
[00:53:19.840 --> 00:53:21.840]  然后你放了
[00:53:21.840 --> 00:53:23.840]  然后你放了
[00:53:23.840 --> 00:53:25.840]  然后你放了
[00:53:25.840 --> 00:53:27.840]  然后你放了
[00:53:27.840 --> 00:53:29.840]  然后你放了
[00:53:29.840 --> 00:53:31.840]  然后你放了
[00:53:31.840 --> 00:53:33.840]  然后你放了
[00:53:33.840 --> 00:53:35.840]  然后你放了
[00:53:35.840 --> 00:53:37.840]  然后你放了
[00:53:37.840 --> 00:53:39.840]  然后你放了
[00:53:39.840 --> 00:53:41.840]  然后你放了
[00:53:41.840 --> 00:53:43.840]  然后你放了
[00:53:43.840 --> 00:53:45.840]  然后你放了
[00:53:45.840 --> 00:53:47.840]  然后你放了
[00:53:47.840 --> 00:53:49.840]  然后你放了
[00:53:49.840 --> 00:53:51.840]  然后你放了
[00:53:51.840 --> 00:53:53.840]  然后你放了
[00:53:53.840 --> 00:53:55.840]  然后你放了
[00:53:55.840 --> 00:53:57.840]  然后你放了
[00:53:57.840 --> 00:53:59.840]  然后你放了
[00:53:59.840 --> 00:54:01.840]  然后你放了
[00:54:01.840 --> 00:54:03.840]  然后你放了
[00:54:03.840 --> 00:54:05.840]  然后你放了
[00:54:05.840 --> 00:54:07.840]  然后你放了
[00:54:07.840 --> 00:54:09.840]  然后你放了
[00:54:09.840 --> 00:54:11.840]  然后你放了
[00:54:11.840 --> 00:54:13.840]  然后你放了
[00:54:13.840 --> 00:54:15.840]  然后你放了
[00:54:15.840 --> 00:54:17.840]  然后你放了
[00:54:17.840 --> 00:54:19.840]  然后你放了
[00:54:19.840 --> 00:54:21.840]  然后你放了
[00:54:21.840 --> 00:54:23.840]  然后你放了
[00:54:23.840 --> 00:54:25.840]  然后你放了
[00:54:25.840 --> 00:54:27.840]  然后你放了
[00:54:27.840 --> 00:54:29.840]  然后你放了
[00:54:29.840 --> 00:54:31.840]  然后你放了
[00:54:31.840 --> 00:54:33.840]  然后你放了
[00:54:33.840 --> 00:54:35.840]  然后你放了
[00:54:35.840 --> 00:54:37.840]  然后你放了
[00:54:37.840 --> 00:54:39.840]  然后你放了
[00:54:39.840 --> 00:54:41.840]  然后你放了
[00:54:41.840 --> 00:54:43.840]  然后你放了
[00:54:43.840 --> 00:54:45.840]  然后你放了
[00:54:45.840 --> 00:54:47.840]  然后你放了
[00:54:47.840 --> 00:54:49.840]  然后你放了
[00:54:49.840 --> 00:54:51.840]  然后你放了
[00:54:51.840 --> 00:54:53.840]  然后你放了
[00:54:53.840 --> 00:54:55.840]  然后你放了
[00:54:55.840 --> 00:54:57.840]  然后你放了
[00:54:57.840 --> 00:54:59.840]  然后你放了
[00:54:59.840 --> 00:55:01.840]  然后你放了
[00:55:01.840 --> 00:55:03.840]  然后你放了
[00:55:03.840 --> 00:55:05.840]  然后你放了
[00:55:05.840 --> 00:55:07.840]  然后你放了
[00:55:07.840 --> 00:55:09.840]  然后你放了
[00:55:09.840 --> 00:55:11.840]  然后你放了
[00:55:11.840 --> 00:55:13.840]  然后你放了
[00:55:13.840 --> 00:55:15.840]  然后你放了
[00:55:15.840 --> 00:55:17.840]  然后你放了
[00:55:17.840 --> 00:55:19.840]  然后你放了
[00:55:19.840 --> 00:55:21.840]  然后你放了
[00:55:21.840 --> 00:55:23.840]  然后你放了
[00:55:23.840 --> 00:55:25.840]  然后你放了
[00:55:25.840 --> 00:55:27.840]  然后你放了
[00:55:27.840 --> 00:55:29.840]  然后你放了
[00:55:29.840 --> 00:55:31.840]  然后你放了
[00:55:31.840 --> 00:55:33.840]  然后你放了
[00:55:33.840 --> 00:55:35.840]  然后你放了
[00:55:35.840 --> 00:55:37.840]  然后你放了
[00:55:37.840 --> 00:55:39.840]  然后你放了
[00:55:39.840 --> 00:55:41.840]  然后你放了
[00:55:41.840 --> 00:55:43.840]  然后你放了
[00:55:43.840 --> 00:55:45.840]  然后你放了
[00:55:45.840 --> 00:55:47.840]  然后你放了
[00:55:47.840 --> 00:55:49.840]  然后你放了
[00:55:49.840 --> 00:55:51.840]  然后你放了
[00:55:51.840 --> 00:55:53.840]  然后你放了
[00:55:53.840 --> 00:55:55.840]  然后你放了
[00:55:55.840 --> 00:55:57.840]  然后你放了
[00:55:57.840 --> 00:55:59.840]  然后你放了
[00:55:59.840 --> 00:56:01.840]  然后你放了
[00:56:01.840 --> 00:56:03.840]  然后你放了
[00:56:03.840 --> 00:56:05.840]  然后你放了
[00:56:05.840 --> 00:56:07.840]  然后你放了
[00:56:07.840 --> 00:56:09.840]  然后你放了
[00:56:09.840 --> 00:56:11.840]  然后你放了
[00:56:11.840 --> 00:56:13.840]  然后你放了
[00:56:13.840 --> 00:56:15.840]  然后你放了
[00:56:15.840 --> 00:56:17.840]  然后你放了
[00:56:17.840 --> 00:56:19.840]  然后你放了
[00:56:19.840 --> 00:56:21.840]  然后你放了
[00:56:21.840 --> 00:56:23.840]  然后你放了
[00:56:23.840 --> 00:56:25.840]  然后你放了
[00:56:25.840 --> 00:56:27.840]  然后你放了
[00:56:27.840 --> 00:56:29.840]  然后你放了
[00:56:29.840 --> 00:56:31.840]  然后你放了
[00:56:31.840 --> 00:56:33.840]  然后你放了
[00:56:33.840 --> 00:56:35.840]  然后你放了
[00:56:35.840 --> 00:56:37.840]  然后你放了
[00:56:37.840 --> 00:56:39.840]  然后你放了
[00:56:39.840 --> 00:56:41.840]  然后你放了
[00:56:41.840 --> 00:56:43.840]  然后你放了
[00:56:43.840 --> 00:56:45.840]  然后你放了
[00:56:45.840 --> 00:56:47.840]  然后你放了
[00:56:47.840 --> 00:56:49.840]  然后你放了
[00:56:49.840 --> 00:56:51.840]  然后你放了
[00:56:51.840 --> 00:56:53.840]  然后你放了
[00:56:53.840 --> 00:56:55.840]  然后你放了
[00:56:55.840 --> 00:56:57.840]  然后你放了
[00:56:57.840 --> 00:56:59.840]  然后你放了
[00:56:59.840 --> 00:57:01.840]  然后你放了
[00:57:01.840 --> 00:57:03.840]  然后你放了
[00:57:03.840 --> 00:57:05.840]  然后你放了
[00:57:05.840 --> 00:57:07.840]  然后你放了
[00:57:07.840 --> 00:57:09.840]  然后你放了
[00:57:09.840 --> 00:57:11.840]  然后你放了
[00:57:11.840 --> 00:57:13.840]  然后你放了
[00:57:13.840 --> 00:57:15.840]  然后你放了
[00:57:15.840 --> 00:57:17.840]  然后你放了
[00:57:17.840 --> 00:57:19.840]  然后你放了
[00:57:19.840 --> 00:57:21.840]  然后你放了
[00:57:21.840 --> 00:57:23.840]  然后你放了
[00:57:23.840 --> 00:57:25.840]  然后你放了
[00:57:25.840 --> 00:57:27.840]  然后你放了
[00:57:27.840 --> 00:57:29.840]  然后你放了
[00:57:29.840 --> 00:57:31.840]  然后你放了
[00:57:31.840 --> 00:57:33.840]  然后你放了
[00:57:33.840 --> 00:57:35.840]  然后你放了
[00:57:35.840 --> 00:57:37.840]  然后你放了
[00:57:37.840 --> 00:57:39.840]  然后你放了
[00:57:39.840 --> 00:57:41.840]  然后你放了
[00:57:41.840 --> 00:57:43.840]  然后你放了
[00:57:43.840 --> 00:57:45.840]  然后你放了
[00:57:45.840 --> 00:57:47.840]  然后你放了
[00:57:47.840 --> 00:57:49.840]  然后你放了
[00:57:49.840 --> 00:57:51.840]  然后你放了
[00:57:51.840 --> 00:57:53.840]  然后你放了
[00:57:53.840 --> 00:57:55.840]  然后你放了
[00:57:55.840 --> 00:57:57.840]  然后你放了
[00:57:57.840 --> 00:57:59.840]  然后你放了
[00:57:59.840 --> 00:58:01.840]  然后你放了
[00:58:01.840 --> 00:58:03.840]  然后你放了
[00:58:03.840 --> 00:58:05.840]  然后你放了
[00:58:05.840 --> 00:58:07.840]  然后你放了
[00:58:07.840 --> 00:58:09.840]  然后你放了
[00:58:09.840 --> 00:58:11.840]  然后你放了
[00:58:11.840 --> 00:58:13.840]  然后你放了
[00:58:13.840 --> 00:58:15.840]  然后你放了
[00:58:15.840 --> 00:58:17.840]  然后你放了
[00:58:17.840 --> 00:58:19.840]  然后你放了
[00:58:19.840 --> 00:58:21.840]  然后你放了
[00:58:21.840 --> 00:58:23.840]  然后你放了
[00:58:23.840 --> 00:58:25.840]  然后你放了
[00:58:25.840 --> 00:58:27.840]  然后你放了
[00:58:27.840 --> 00:58:29.840]  然后你放了
[00:58:29.840 --> 00:58:31.840]  然后你放了
[00:58:31.840 --> 00:58:33.840]  然后你放了
[00:58:33.840 --> 00:58:35.840]  然后你放了
[00:58:35.840 --> 00:58:37.840]  然后你放了
[00:58:37.840 --> 00:58:39.840]  然后你放了
[00:58:39.840 --> 00:58:41.840]  然后你放了
[00:58:41.840 --> 00:58:43.840]  然后你放了
[00:58:43.840 --> 00:58:45.840]  然后你放了
[00:58:45.840 --> 00:58:47.840]  然后你放了
[00:58:47.840 --> 00:58:49.840]  然后你放了
[00:58:49.840 --> 00:58:51.840]  然后你放了
[00:58:51.840 --> 00:58:53.840]  然后你放了
[00:58:53.840 --> 00:58:55.840]  然后你放了
[00:58:55.840 --> 00:58:57.840]  然后你放了
[00:58:57.840 --> 00:58:59.840]  然后你放了
[00:58:59.840 --> 00:59:01.840]  然后你放了
[00:59:01.840 --> 00:59:03.840]  然后你放了
[00:59:03.840 --> 00:59:05.840]  然后你放了
[00:59:05.840 --> 00:59:07.840]  然后你放了
[00:59:07.840 --> 00:59:09.840]  然后你放了
[00:59:09.840 --> 00:59:11.840]  然后你放了
[00:59:11.840 --> 00:59:13.840]  然后你放了
[00:59:13.840 --> 00:59:15.840]  然后你放了
[00:59:15.840 --> 00:59:17.840]  然后你放了
[00:59:17.840 --> 00:59:19.840]  然后你放了
[00:59:19.840 --> 00:59:21.840]  然后你放了
[00:59:21.840 --> 00:59:23.840]  然后你放了
[00:59:23.840 --> 00:59:25.840]  然后你放了
[00:59:25.840 --> 00:59:27.840]  然后你放了
[00:59:27.840 --> 00:59:29.840]  然后你放了
[00:59:29.840 --> 00:59:31.840]  然后你放了
[00:59:31.840 --> 00:59:33.840]  然后你放了
[00:59:33.840 --> 00:59:35.840]  然后你放了
[00:59:35.840 --> 00:59:37.840]  然后你放了
[00:59:37.840 --> 00:59:39.840]  然后你放了
[00:59:39.840 --> 00:59:41.840]  然后你放了
[00:59:41.840 --> 00:59:43.840]  然后你放了
[00:59:43.840 --> 00:59:45.840]  然后你放了
[00:59:45.840 --> 00:59:47.840]  然后你放了
[00:59:47.840 --> 00:59:49.840]  然后你放了
[00:59:49.840 --> 00:59:51.840]  然后你放了
[00:59:51.840 --> 00:59:53.840]  然后你放了
[00:59:53.840 --> 00:59:55.840]  然后你放了
[00:59:55.840 --> 00:59:57.840]  然后你放了
[00:59:57.840 --> 00:59:59.840]  然后你放了
[00:59:59.840 --> 01:00:01.840]  然后你放了
[01:00:01.840 --> 01:00:03.840]  然后你放了
[01:00:03.840 --> 01:00:05.840]  然后你放了
[01:00:05.840 --> 01:00:07.840]  然后你放了
[01:00:07.840 --> 01:00:09.840]  然后你放了
[01:00:09.840 --> 01:00:11.840]  然后你放了
[01:00:11.840 --> 01:00:13.840]  然后你放了
[01:00:13.840 --> 01:00:15.840]  然后你放了
[01:00:15.840 --> 01:00:17.840]  然后你放了
[01:00:17.840 --> 01:00:19.840]  然后你放了
[01:00:19.840 --> 01:00:21.840]  然后你放了
[01:00:21.840 --> 01:00:23.840]  然后你放了
[01:00:23.840 --> 01:00:25.840]  然后你放了
[01:00:25.840 --> 01:00:27.840]  然后你放了
[01:00:27.840 --> 01:00:29.840]  然后你放了
[01:00:29.840 --> 01:00:31.840]  然后你放了
[01:00:31.840 --> 01:00:33.840]  然后你放了
[01:00:33.840 --> 01:00:35.840]  然后你放了
[01:00:35.840 --> 01:00:37.840]  然后你放了
[01:00:37.840 --> 01:00:39.840]  然后你放了
[01:00:39.840 --> 01:00:41.840]  然后你放了
[01:00:41.840 --> 01:00:43.840]  然后你放了
[01:00:43.840 --> 01:00:45.840]  然后你放了
[01:00:45.840 --> 01:00:47.840]  然后你放了
[01:00:47.840 --> 01:00:49.840]  然后你放了
[01:00:49.840 --> 01:00:51.840]  然后你放了
[01:00:51.840 --> 01:00:53.840]  然后你放了
[01:00:53.840 --> 01:00:55.840]  然后你放了
[01:00:55.840 --> 01:00:57.840]  然后你放了
[01:00:57.840 --> 01:00:59.840]  然后你放了
[01:00:59.840 --> 01:01:01.840]  然后你放了
[01:01:01.840 --> 01:01:03.840]  然后你放了
[01:01:03.840 --> 01:01:05.840]  然后你放了
[01:01:05.840 --> 01:01:07.840]  然后你放了
[01:01:07.840 --> 01:01:09.840]  然后你放了
[01:01:09.840 --> 01:01:11.840]  然后你放了
[01:01:11.840 --> 01:01:13.840]  然后你放了
[01:01:13.840 --> 01:01:15.840]  然后你放了
[01:01:15.840 --> 01:01:17.840]  然后你放了
[01:01:17.840 --> 01:01:19.840]  然后你放了
[01:01:19.840 --> 01:01:21.840]  然后你放了
[01:01:21.840 --> 01:01:23.840]  然后你放了
[01:01:23.840 --> 01:01:25.840]  然后你放了
[01:01:25.840 --> 01:01:27.840]  然后你放了
[01:01:27.840 --> 01:01:29.840]  然后你放了
[01:01:29.840 --> 01:01:31.840]  然后你放了
[01:01:31.840 --> 01:01:33.840]  然后你放了
[01:01:33.840 --> 01:01:35.840]  然后你放了
[01:01:35.840 --> 01:01:37.840]  然后你放了
[01:01:37.840 --> 01:01:39.840]  然后你放了
[01:01:39.840 --> 01:01:41.840]  然后你放了
[01:01:41.840 --> 01:01:43.840]  然后你放了
[01:01:43.840 --> 01:01:45.840]  然后你放了
[01:01:45.840 --> 01:01:47.840]  然后你放了
[01:01:47.840 --> 01:01:49.840]  然后你放了
[01:01:49.840 --> 01:01:51.840]  然后你放了
