[00:00:00.000 --> 00:00:04.200]  第三天看了前面这一个半小时呢跟大家分享的就是什么
[00:41:46.700 --> 00:41:49.700]  那它就是一个小短线
[00:41:49.700 --> 00:41:51.700]  这是一个小短线
[00:41:51.700 --> 00:41:53.700]  反过来月线上也是一样的
[00:41:53.700 --> 00:41:55.700]  中长期也是一样的
[00:41:55.700 --> 00:41:57.700]  中长期转为多头的时候
[00:41:57.700 --> 00:41:59.700]  符合从扭转到转为多头
[00:41:59.700 --> 00:42:01.700]  符合我们所讲的中长期模型
[00:42:01.700 --> 00:42:04.700]  这个板块未来就是走中长期
[00:42:04.700 --> 00:42:06.700]  大家明白我的意思吧
[00:42:06.700 --> 00:42:07.700]  如果不符合
[00:42:07.700 --> 00:42:10.700]  这个板块就是压缩一个级别中期
[00:42:10.700 --> 00:42:11.700]  就是一个小波段
[00:42:11.700 --> 00:42:12.700]  就是一个波段的
[00:42:12.700 --> 00:42:13.700]  好我们再回到
[00:42:13.700 --> 00:42:15.700]  这个点大家就记得了
[00:42:15.700 --> 00:42:17.700]  好我们再回到那个什么软件服务
[00:42:17.700 --> 00:42:18.700]  你就能明白
[00:42:18.700 --> 00:42:19.700]  这个就是一个小短线
[00:42:19.700 --> 00:42:21.700]  因为它现在才开始什么
[00:42:21.700 --> 00:42:23.700]  是不是这里才开始转为多
[00:42:23.700 --> 00:42:25.700]  这里是不是才开始转为多
[00:42:25.700 --> 00:42:26.700]  那么转为多之后
[00:42:26.700 --> 00:42:28.700]  它在这里还需要什么
[00:42:28.700 --> 00:42:29.700]  需要调整
[00:42:29.700 --> 00:42:30.700]  那么我问大家问题
[00:42:30.700 --> 00:42:32.700]  这里调整只要一直保持趋势多头
[00:42:32.700 --> 00:42:33.700]  在这里再次进行反攻
[00:42:33.700 --> 00:42:36.700]  这个板块是不是机会
[00:42:36.700 --> 00:42:37.700]  是机会对不对
[00:42:37.700 --> 00:42:39.700]  它在这里是不确定的
[00:42:39.700 --> 00:42:40.700]  但是这个可以先弄
[00:42:40.700 --> 00:42:42.700]  我们要确认的是不是从这个小波段
[00:42:42.700 --> 00:42:43.700]  到这个调整
[00:42:43.700 --> 00:42:45.700]  它有没有模型呢
[00:42:45.700 --> 00:42:46.700]  如果有模型
[00:42:46.700 --> 00:42:47.700]  这里调整完之起来
[00:42:47.700 --> 00:42:50.700]  是不是也是一个30分钟级别的波段
[00:42:50.700 --> 00:42:53.700]  这种
[00:42:53.700 --> 00:42:55.700]  我讲的快不快
[00:42:55.700 --> 00:42:56.700]  那个
[00:42:56.700 --> 00:42:57.700]  我不问你们老朋友
[00:42:57.700 --> 00:43:00.700]  我问一下我们这个
[00:43:00.700 --> 00:43:02.700]  那个于姐怎么样
[00:43:02.700 --> 00:43:03.700]  可以啊
[00:43:03.700 --> 00:43:04.700]  然后胡杨大哥呢
[00:43:04.700 --> 00:43:05.700]  可以
[00:43:05.700 --> 00:43:06.700]  可以啊
[00:43:06.700 --> 00:43:07.700]  李峻
[00:43:07.700 --> 00:43:08.700]  OK啊
[00:43:08.700 --> 00:43:10.700]  李峻姐呢
[00:43:10.700 --> 00:43:11.700]  还行啊
[00:43:11.700 --> 00:43:12.700]  对
[00:43:12.700 --> 00:43:13.700]  因为如果这不行
[00:43:13.700 --> 00:43:14.700]  我就再慢一点
[00:43:14.700 --> 00:43:16.700]  那个什么周姐呢
[00:43:16.700 --> 00:43:17.700]  可以啊
[00:43:17.700 --> 00:43:20.700]  我这次一定要你开开心心的水
[00:43:20.700 --> 00:43:21.700]  好
[00:43:21.700 --> 00:43:23.700]  这个就是
[00:43:23.700 --> 00:43:24.700]  其实说白了
[00:43:24.700 --> 00:43:26.700]  就是把你们很多卡点
[00:43:26.700 --> 00:43:28.700]  因为我自己也是在这两三年的过程中
[00:43:28.700 --> 00:43:29.700]  不断的去打通
[00:43:29.700 --> 00:43:32.700]  然后把很多卡点大纪也卡明感
[00:43:32.700 --> 00:43:33.700]  所以我们再回到
[00:43:33.700 --> 00:43:34.700]  像这种机会你就明白了
[00:43:34.700 --> 00:43:36.700]  现在没有确定性
[00:43:36.700 --> 00:43:38.700]  现在这个就是什么
[00:43:38.700 --> 00:43:40.700]  像这种就是长起来你就得走
[00:43:40.700 --> 00:43:41.700]  对不对
[00:43:41.700 --> 00:43:42.700]  你没有确定性
[00:43:42.700 --> 00:43:43.700]  为什么
[00:43:43.700 --> 00:43:44.700]  它是在一个转的过程中
[00:43:44.700 --> 00:43:47.700]  转的过程中是没有延续性的
[00:43:47.700 --> 00:43:48.700]  大家记住没有
[00:43:48.700 --> 00:43:51.700]  我刚才讲的是你转K线转
[00:43:51.700 --> 00:43:52.700]  因为转的过程是什么
[00:43:52.700 --> 00:43:53.700]  一转一回
[00:43:53.700 --> 00:43:54.700]  就我那次讲的
[00:43:54.700 --> 00:43:56.700]  《春之病法》里面有句话就是
[00:43:56.700 --> 00:44:01.700]  欲先取之必先与之
[00:44:01.700 --> 00:44:03.700]  我先给你又啪下来
[00:44:03.700 --> 00:44:04.700]  我先给你又啪下来
[00:44:04.700 --> 00:44:05.700]  搞两三次
[00:44:05.700 --> 00:44:08.700]  试转过来了筹码
[00:44:08.700 --> 00:44:10.700]  都被拿不住的扶筹都什么
[00:44:10.700 --> 00:44:11.700]  都跑了
[00:44:11.700 --> 00:44:12.700]  最后跑的筹码变到
[00:44:12.700 --> 00:44:14.700]  我要拿筹的主力军这里了
[00:44:14.700 --> 00:44:15.700]  大家明白我意思没有
[00:44:15.700 --> 00:44:17.700]  但它只有到这个过程中
[00:44:17.700 --> 00:44:18.700]  形成的这个式子前后
[00:44:18.700 --> 00:44:20.700]  形成我说的那个波段结构
[00:44:20.700 --> 00:44:21.700]  形出来了
[00:44:21.700 --> 00:44:23.700]  它就具备了什么
[00:44:23.700 --> 00:44:25.700]  控盘的这个力度了
[00:44:25.700 --> 00:44:26.700]  因为我之前跟他分享的
[00:44:26.700 --> 00:44:27.700]  所有的波段结构
[00:44:27.700 --> 00:44:28.700]  加上多头式
[00:44:28.700 --> 00:44:30.700]  具备它控盘的能力
[00:44:30.700 --> 00:44:32.700]  没有控盘是做不出那个
[00:44:32.700 --> 00:44:34.700]  模型结构出来的
[00:44:34.700 --> 00:44:35.700]  所有好的趋势股
[00:44:35.700 --> 00:44:36.700]  你会发现它都有结构
[00:44:36.700 --> 00:44:37.700]  对不对
[00:44:37.700 --> 00:44:38.700]  没有控盘的能力是
[00:44:38.700 --> 00:44:39.700]  做不出来的
[00:44:39.700 --> 00:44:40.700]  那我们再来看这一段
[00:44:40.700 --> 00:44:42.700]  刚才看的那个软件服务
[00:44:42.700 --> 00:44:44.700]  去年的我们就看软件服务好了
[00:44:44.700 --> 00:44:46.700]  再来看软件服务这一段
[00:44:46.700 --> 00:44:47.700]  大家就能够明白了
[00:44:47.700 --> 00:44:48.700]  为什么
[00:44:48.700 --> 00:44:50.700]  这个位置能看出持续性
[00:44:50.700 --> 00:44:52.700]  这里向上也是一个反弹
[00:44:52.700 --> 00:44:53.700]  对吧
[00:44:53.700 --> 00:44:54.700]  我们看
[00:44:54.700 --> 00:44:55.700]  我们所说的
[00:44:55.700 --> 00:44:56.700]  在这个位置如果说
[00:44:56.700 --> 00:44:58.700]  这个位置是不是五合十
[00:44:58.700 --> 00:45:00.700]  总算价格的向上五合十
[00:45:00.700 --> 00:45:01.700]  把二十再增加上来
[00:45:01.700 --> 00:45:02.700]  对不对
[00:45:02.700 --> 00:45:03.700]  但你看这个五合十
[00:45:03.700 --> 00:45:04.700]  二十就向上了
[00:45:04.700 --> 00:45:05.700]  对不对
[00:45:05.700 --> 00:45:06.700]  对不对
[00:45:06.700 --> 00:45:07.700]  对不对
[00:45:07.700 --> 00:45:08.700]  但你看这个五合十
[00:45:08.700 --> 00:45:09.700]  二十就是向下的
[00:45:09.700 --> 00:45:10.700]  它向上
[00:45:10.700 --> 00:45:11.700]  它这个整个走势
[00:45:11.700 --> 00:45:12.700]  它所有的价格
[00:45:12.700 --> 00:45:13.700]  不是属于空头吧
[00:45:13.700 --> 00:45:15.700]  所以它就是一个小短线了
[00:45:15.700 --> 00:45:16.700]  然后再下来之后
[00:45:16.700 --> 00:45:17.700]  这一段的上涨
[00:45:17.700 --> 00:45:18.700]  核心真正这个能够
[00:45:18.700 --> 00:45:19.700]  有延续性的
[00:45:19.700 --> 00:45:20.700]  再次强调
[00:45:20.700 --> 00:45:21.700]  不要低息
[00:45:21.700 --> 00:45:22.700]  不要怕最高
[00:45:22.700 --> 00:45:24.700]  买在那个造势的一样
[00:45:24.700 --> 00:45:25.700]  这就是造势的一样
[00:45:25.700 --> 00:45:26.700]  这是整个转势
[00:45:26.700 --> 00:45:27.700]  就是我说的什么
[00:45:27.700 --> 00:45:28.700]  就是转势的一个过程
[00:45:28.700 --> 00:45:29.700]  这里是不是空头
[00:45:29.700 --> 00:45:30.700]  五合十
[00:45:30.700 --> 00:45:31.700]  很简单
[00:45:31.700 --> 00:45:32.700]  这个就是转势的一个过程
[00:45:32.700 --> 00:45:33.700]  这个就是转势的一个过程
[00:45:33.700 --> 00:45:34.700]  这个就是转势的一个过程
[00:45:34.700 --> 00:45:37.700]  这里是不是空头五合十
[00:45:37.700 --> 00:45:38.700]  和二十都在下方呢
[00:45:38.700 --> 00:45:41.700]  整个价格强穿
[00:45:41.700 --> 00:45:43.700]  价格强势上穿
[00:45:43.700 --> 00:45:45.700]  把五合十带到二十的上方
[00:45:45.700 --> 00:45:47.700]  整个回调
[00:45:47.700 --> 00:45:49.700]  五合十都在二十的上方
[00:45:49.700 --> 00:45:50.700]  保持多头
[00:45:50.700 --> 00:45:52.700]  是不是保持多头
[00:45:52.700 --> 00:45:54.700]  到保持多头的时候
[00:45:54.700 --> 00:45:55.700]  出现推线的崴点
[00:45:55.700 --> 00:45:57.700]  因为你这里保持多头
[00:45:57.700 --> 00:45:58.700]  大家还要看一下收盘价
[00:45:58.700 --> 00:46:00.700]  收盘价就是阳线和K线嘛
[00:46:00.700 --> 00:46:01.700]  你保持多头
[00:46:01.700 --> 00:46:02.700]  但是你的价格
[00:46:02.700 --> 00:46:03.700]  收在了五个下方
[00:46:03.700 --> 00:46:05.700]  你的价格在五个边缘
[00:46:05.700 --> 00:46:06.700]  你的价格在五个下方
[00:46:06.700 --> 00:46:08.700]  你的价格在十的下方
[00:46:08.700 --> 00:46:10.700]  你的价格在二十
[00:46:10.700 --> 00:46:12.700]  是不是价格还没有转多呀
[00:46:12.700 --> 00:46:14.700]  仅仅只是市转多
[00:46:14.700 --> 00:46:15.700]  我们要的是什么
[00:46:15.700 --> 00:46:18.700]  当真正多的时候是市转多之后
[00:46:18.700 --> 00:46:21.700]  还要再加一个收盘价的价格转多
[00:46:21.700 --> 00:46:23.700]  明白我意思没有
[00:46:23.700 --> 00:46:24.700]  那个收盘价
[00:46:24.700 --> 00:46:27.700]  你就必须给我收在五十二十的上方
[00:46:27.700 --> 00:46:30.700]  这是不是还是在它的下方啊
[00:46:30.700 --> 00:46:32.700]  为什么我讲这一点呢
[00:46:32.700 --> 00:46:35.700]  价是转多价格没有转多
[00:46:35.700 --> 00:46:37.700]  可以继续延伸调整
[00:46:37.700 --> 00:46:39.700]  你不知道它什么时候转多
[00:46:39.700 --> 00:46:41.700]  明白我意思吗
[00:46:41.700 --> 00:46:42.700]  就它在这里动动
[00:46:42.700 --> 00:46:43.700]  还可以在下来的
[00:46:43.700 --> 00:46:45.700]  在这里是一直保值嘛
[00:46:45.700 --> 00:46:47.700]  价格下下又上去
[00:46:47.700 --> 00:46:49.700]  上去转不了又回头
[00:46:49.700 --> 00:46:51.700]  它可以由四五周延伸到七八周
[00:46:51.700 --> 00:46:52.700]  延伸到三四个月
[00:46:52.700 --> 00:46:54.700]  慢慢去把月线流出市的波头来
[00:46:54.700 --> 00:46:56.700]  所以我们并不是说
[00:46:56.700 --> 00:46:58.700]  我感觉ABC我就买
[00:46:58.700 --> 00:47:00.700]  再次强调
[00:47:00.700 --> 00:47:02.700]  我们是跟随的
[00:47:02.700 --> 00:47:04.700]  我们不是主导的
[00:47:04.700 --> 00:47:08.700]  所以我们必须等这个主导的那个动作做齐了
[00:47:08.700 --> 00:47:09.700]  你才能跟
[00:47:09.700 --> 00:47:11.700]  才不会有出错的可能
[00:47:11.700 --> 00:47:13.700]  如果它的动作没做齐
[00:47:13.700 --> 00:47:14.700]  就很容易出错的
[00:47:14.700 --> 00:47:16.700]  所以我们可以看到最重要的是这个周K线
[00:47:16.700 --> 00:47:18.700]  是价格向上市向上价格向上
[00:47:18.700 --> 00:47:20.700]  那你回到这个价格
[00:47:20.700 --> 00:47:22.700]  就是多头形成的时候
[00:47:22.700 --> 00:47:23.700]  价格上上的时候你来看
[00:47:23.700 --> 00:47:25.700]  有没有模型告诉我
[00:47:25.700 --> 00:47:27.700]  有没有模型
[00:47:27.700 --> 00:47:30.700]  这是不是这个标准的模型3
[00:47:30.700 --> 00:47:33.700]  对前面横排形成了一个
[00:47:33.700 --> 00:47:35.700]  有效的扭转回调
[00:47:35.700 --> 00:47:37.700]  放量
[00:47:37.700 --> 00:47:39.700]  是个标准的一个模型3
[00:47:39.700 --> 00:47:40.700]  对不对
[00:47:40.700 --> 00:47:41.700]  大家可以看到
[00:47:41.700 --> 00:47:44.700]  然后这个量是大部分这个区间的
[00:47:44.700 --> 00:47:45.700]  所以我们说这个位置前
[00:47:45.700 --> 00:47:48.700]  最起码是个30分钟级别
[00:47:48.700 --> 00:47:50.700]  是不是最起码30分钟级别
[00:47:50.700 --> 00:47:52.700]  然后先看30分钟级别
[00:47:52.700 --> 00:47:53.700]  30分钟级别的延伸是什么
[00:47:53.700 --> 00:47:57.700]  后量超前量它就会延伸中期
[00:47:57.700 --> 00:47:58.700]  30分钟级别的后
[00:47:58.700 --> 00:48:00.700]  这个量不能大于它
[00:48:00.700 --> 00:48:03.700]  30分钟级别到位就结束
[00:48:03.700 --> 00:48:05.700]  这是在上升过程之中的
[00:48:05.700 --> 00:48:06.700]  大家能理解吗
[00:48:06.700 --> 00:48:08.700]  我教给你们的都是
[00:48:08.700 --> 00:48:11.700]  方法都教给你们跟着旁边动态
[00:48:11.700 --> 00:48:13.700]  那我问大家一个问题
[00:48:13.700 --> 00:48:15.700]  今年机会最好的时候
[00:48:15.700 --> 00:48:16.700]  我问大家
[00:48:16.700 --> 00:48:19.700]  没有呈现出这种环境的时候
[00:48:19.700 --> 00:48:21.700]  是不是就是小波段
[00:48:21.700 --> 00:48:22.700]  就是降维
[00:48:22.700 --> 00:48:23.700]  对吧
[00:48:23.700 --> 00:48:26.700]  就我们讲的趋势波段短线
[00:48:26.700 --> 00:48:27.700]  呈现了这个
[00:48:27.700 --> 00:48:29.700]  就像这里包布在这一段
[00:48:29.700 --> 00:48:30.700]  还是在呈现的过程
[00:48:30.700 --> 00:48:31.700]  是不是都是短线
[00:48:31.700 --> 00:48:33.700]  你不能去形成波段的
[00:48:33.700 --> 00:48:35.700]  当呈现出这个情况下
[00:48:35.700 --> 00:48:37.700]  你就是我们说的共振单边主生
[00:48:37.700 --> 00:48:39.700]  什么叫共振单边主生
[00:48:39.700 --> 00:48:41.700]  我怎么样我都能数出3呢
[00:48:41.700 --> 00:48:44.700]  1 2 3对不对
[00:48:44.700 --> 00:48:46.700]  我怎么样我都能数出3呢
[00:48:46.700 --> 00:48:47.700]  那才叫什么
[00:48:47.700 --> 00:48:49.700]  那才叫什么
[00:48:49.700 --> 00:48:51.700]  就是进入单边主生嘛
[00:48:51.700 --> 00:48:52.700]  大家能理解我意思没有
[00:48:52.700 --> 00:48:54.700]  就是周线中期
[00:48:54.700 --> 00:48:56.700]  周线中期刚才讲的那个
[00:48:56.700 --> 00:48:58.700]  刚才讲的那个什么
[00:48:58.700 --> 00:49:00.700]  刚才讲的那个浓泥沐浴
[00:49:00.700 --> 00:49:01.700]  包括在这也是一样的
[00:49:01.700 --> 00:49:02.700]  也是好的
[00:49:02.700 --> 00:49:03.700]  对吧也是有的
[00:49:03.700 --> 00:49:04.700]  但那就是弱
[00:49:04.700 --> 00:49:07.700]  这个我就不全打开了啊
[00:49:07.700 --> 00:49:09.700]  这是不是一个扭转
[00:49:09.700 --> 00:49:11.700]  我要把这里的细节讲一讲的
[00:49:11.700 --> 00:49:12.700]  这个扭转到这里
[00:49:12.700 --> 00:49:14.700]  还蛮是但是觉得很漂亮
[00:49:14.700 --> 00:49:15.700]  我刚才讲的
[00:49:15.700 --> 00:49:17.700]  是转波之后
[00:49:17.700 --> 00:49:18.700]  还是七五吧
[00:49:18.700 --> 00:49:19.700]  还是截图
[00:49:19.700 --> 00:49:21.700]  要不然大家不知道我想描述在哪里
[00:49:21.700 --> 00:49:24.700]  好在这里
[00:49:24.700 --> 00:49:25.700]  这是不是也是一个
[00:49:25.700 --> 00:49:28.700]  价格的向上把市转为多头
[00:49:28.700 --> 00:49:30.700]  那这个位置OK的时候
[00:49:30.700 --> 00:49:31.700]  我讲过市转为多头之后
[00:49:31.700 --> 00:49:32.700]  还有一个什么
[00:49:32.700 --> 00:49:34.700]  价格转多
[00:49:34.700 --> 00:49:36.700]  它的机会才能确认
[00:49:36.700 --> 00:49:38.700]  这里价格向上
[00:49:38.700 --> 00:49:39.700]  5和10是不是在20
[00:49:39.700 --> 00:49:41.700]  是属于趋势多头
[00:49:41.700 --> 00:49:44.700]  不要看到趋势多头就激动
[00:49:44.700 --> 00:49:47.700]  还要保持一次最后的确认
[00:49:47.700 --> 00:49:51.700]  趋势多头里面还要最终那个收盘价的价格转为什么
[00:49:51.700 --> 00:49:53.700]  多头
[00:49:53.700 --> 00:49:54.700]  那我们来看一看
[00:49:54.700 --> 00:49:55.700]  这个周K线
[00:49:55.700 --> 00:49:59.700]  这个价格中期是以周线做格调的
[00:49:59.700 --> 00:50:02.700]  中期就是以周线的收盘价
[00:50:02.700 --> 00:50:04.700]  你不要看日线
[00:50:04.700 --> 00:50:06.700]  周线的收盘价做格调的
[00:50:06.700 --> 00:50:09.700]  那么这个价格有没有收在我们所说的市的上方
[00:50:09.700 --> 00:50:11.700]  没有
[00:50:11.700 --> 00:50:12.700]  那还要等
[00:50:12.700 --> 00:50:14.700]  因为如果你不确定的话
[00:50:14.700 --> 00:50:16.700]  我觉得这个位置DC差不多
[00:50:16.700 --> 00:50:17.700]  你买
[00:50:17.700 --> 00:50:18.700]  我刚才讲过了
[00:50:18.700 --> 00:50:20.700]  会延伸的会变化的
[00:50:20.700 --> 00:50:22.700]  会延伸会变化的
[00:50:22.700 --> 00:50:24.700]  收盘价也还是没有收上
[00:50:24.700 --> 00:50:26.700]  又向下了
[00:50:26.700 --> 00:50:27.700]  又向下了
[00:50:27.700 --> 00:50:29.700]  最终
[00:50:29.700 --> 00:50:30.700]  价格上不去
[00:50:30.700 --> 00:50:32.700]  还把市给带死了
[00:50:32.700 --> 00:50:35.700]  大家能理解我的意思没有
[00:50:35.700 --> 00:50:37.700]  那么回到问大家问题
[00:50:37.700 --> 00:50:40.700]  中长期那个价格是不是就定月线
[00:50:40.700 --> 00:50:42.700]  中长期那个价格就定月线
[00:50:42.700 --> 00:50:45.700]  那么小短线那个价格就定什么
[00:50:45.700 --> 00:50:47.700]  日线
[00:50:47.700 --> 00:50:48.700]  是不是这样子
[00:50:48.700 --> 00:50:50.700]  小短线就是定日线
[00:50:50.700 --> 00:50:52.700]  我们小短线先不展开
[00:50:52.700 --> 00:50:55.700]  就是先大家建立这个知识体系
[00:50:55.700 --> 00:50:57.700]  知识体系的框架
[00:50:57.700 --> 00:50:58.700]  没有具备对吧
[00:50:58.700 --> 00:50:59.700]  你看他什么
[00:50:59.700 --> 00:51:00.700]  就是直接带歪了
[00:51:00.700 --> 00:51:02.700]  然后当他一旦再次基础
[00:51:02.700 --> 00:51:04.700]  凡是价格的走势
[00:51:04.700 --> 00:51:06.700]  把5和10带到20的下方
[00:51:06.700 --> 00:51:08.700]  不管它运行多长时间
[00:51:08.700 --> 00:51:09.700]  一律为空头
[00:51:09.700 --> 00:51:11.700]  哪怕就三周
[00:51:11.700 --> 00:51:14.700]  只要这里带动下去了
[00:51:14.700 --> 00:51:16.700]  哪怕这里对应性只有三四周
[00:51:16.700 --> 00:51:18.700]  也必须给我重新再来
[00:51:18.700 --> 00:51:20.700]  重头扭转
[00:51:20.700 --> 00:51:23.700]  你不能把这里和这里连起来
[00:51:23.700 --> 00:51:24.700]  我的观点
[00:51:24.700 --> 00:51:26.700]  大家明白我的意思没有
[00:51:26.700 --> 00:51:28.700]  就必须这里重新扭转
[00:51:28.700 --> 00:51:30.700]  这里重新扭转之后
[00:51:30.700 --> 00:51:32.700]  转为趋势多头再看
[00:51:32.700 --> 00:51:33.700]  理解我的意思吗
[00:51:33.700 --> 00:51:34.700]  否则的话
[00:51:34.700 --> 00:51:35.700]  我把这里连起来
[00:51:35.700 --> 00:51:37.700]  你这里向上的过程中
[00:51:37.700 --> 00:51:38.700]  也会出现不对的
[00:51:38.700 --> 00:51:39.700]  因为你这里转空
[00:51:39.700 --> 00:51:40.700]  对于趋势来讲
[00:51:40.700 --> 00:51:42.700]  这就是扭转
[00:51:42.700 --> 00:51:44.700]  扭转冲高就是什么
[00:51:44.700 --> 00:51:45.700]  我问大家
[00:51:45.700 --> 00:51:47.700]  扭转冲高就是什么
[00:51:47.700 --> 00:51:48.700]  卖卖
[00:51:48.700 --> 00:51:50.700]  卖还不是买
[00:51:50.700 --> 00:51:52.700]  你能明白我的意思吗
[00:51:52.700 --> 00:51:53.700]  有些时候我们要求的买
[00:51:53.700 --> 00:51:55.700]  就是必须是趋势多头的拐点
[00:51:55.700 --> 00:51:57.700]  才是走得了主升
[00:51:57.700 --> 00:51:59.700]  只要你扭转这里转空了
[00:51:59.700 --> 00:52:01.700]  你就必须给我什么
[00:52:01.700 --> 00:52:02.700]  重新扭转
[00:52:02.700 --> 00:52:03.700]  重新走好
[00:52:03.700 --> 00:52:05.700]  才代表着后面走趋势多头
[00:52:05.700 --> 00:52:06.700]  你一走这里空了
[00:52:06.700 --> 00:52:08.700]  哪怕三五周的时间
[00:52:08.700 --> 00:52:09.700]  也是重新扭转
[00:52:09.700 --> 00:52:10.700]  因为那句话
[00:52:10.700 --> 00:52:14.700]  所有的空转多到压力位都是卖点
[00:52:14.700 --> 00:52:16.700]  所有的价格
[00:52:16.700 --> 00:52:19.700]  由空转多到压力位都是卖点
[00:52:19.700 --> 00:52:32.700]  所有的价格
[00:52:32.700 --> 00:52:34.700]  由空转多全是卖点
[00:52:34.700 --> 00:52:38.700]  所有的价格
[00:52:38.700 --> 00:52:40.700]  由空转多到压力位
[00:52:40.700 --> 00:52:42.700]  基本上都是卖点
[00:52:42.700 --> 00:52:44.700]  所以这也是为什么我判断指数
[00:52:44.700 --> 00:52:47.700]  这个位置应该要有调整需求
[00:52:47.700 --> 00:52:48.700]  因为我们的指数
[00:52:48.700 --> 00:52:49.700]  包括我们的板块
[00:52:49.700 --> 00:52:52.700]  是不是都是由空转多的过程
[00:52:52.700 --> 00:52:54.700]  现在是不是到了压力位
[00:52:54.700 --> 00:52:57.700]  所以它应该是要有调整需求的
[00:52:57.700 --> 00:53:01.700]  好 我们再来看这里的细节
[00:53:01.700 --> 00:53:03.700]  这是不是又是K线的上涨
[00:53:03.700 --> 00:53:05.700]  那我们唯一没办法做的一点
[00:53:05.700 --> 00:53:09.700]  跟他讲 没办法做的一点就是
[00:53:09.700 --> 00:53:11.700]  这种只能放弃
[00:53:11.700 --> 00:53:14.700]  大家能理解我的意思吗
[00:53:14.700 --> 00:53:15.700]  牛舌有德
[00:53:15.700 --> 00:53:16.700]  我们不能想着说
[00:53:16.700 --> 00:53:17.700]  我只做单边主声
[00:53:17.700 --> 00:53:19.700]  然后反弹的波段
[00:53:19.700 --> 00:53:21.700]  我觉得很可惜
[00:53:21.700 --> 00:53:23.700]  大家能理解我的意思吧
[00:53:23.700 --> 00:53:24.700]  就是这两根K线
[00:53:24.700 --> 00:53:25.700]  我又没做到
[00:53:25.700 --> 00:53:26.700]  我觉得太可惜了
[00:53:26.700 --> 00:53:28.700]  这两根K线的个股
[00:53:28.700 --> 00:53:30.700]  如果你要是有本事
[00:53:30.700 --> 00:53:32.700]  你可以在这个K线扬包音的时候
[00:53:32.700 --> 00:53:33.700]  你看这个板块里面
[00:53:33.700 --> 00:53:35.700]  有没有趋势多头的个股
[00:53:35.700 --> 00:53:37.700]  反正板块不具备
[00:53:37.700 --> 00:53:39.700]  你个股必须具备
[00:53:39.700 --> 00:53:40.700]  在这里强调
[00:53:40.700 --> 00:53:43.700]  这里做的所有的个股必须趋势多头
[00:53:43.700 --> 00:53:45.700]  你买买再趋势多头
[00:53:45.700 --> 00:53:47.700]  这个是必须具备的
[00:53:47.700 --> 00:53:50.700]  空头的股票一律不看一律不买
[00:53:50.700 --> 00:53:54.700]  好 我们再来看到这个电脑
[00:53:54.700 --> 00:53:55.700]  那个屏幕上
[00:53:55.700 --> 00:53:57.700]  转多之后是不是在这里回调
[00:53:57.700 --> 00:53:59.700]  对吧 现在又开始慢慢转多了
[00:53:59.700 --> 00:54:00.700]  那我问大家
[00:54:00.700 --> 00:54:03.700]  目前的这个星期的收盘价
[00:54:03.700 --> 00:54:05.700]  这周的收盘价在5和10
[00:54:05.700 --> 00:54:06.700]  又在20的上方
[00:54:06.700 --> 00:54:08.700]  收盘价又在5和10的上方
[00:54:08.700 --> 00:54:09.700]  这里有没有短线机会
[00:54:09.700 --> 00:54:11.700]  对吧 我们回过来看
[00:54:11.700 --> 00:54:13.700]  这是不是有个小模型
[00:54:13.700 --> 00:54:14.700]  两周半的上涨
[00:54:14.700 --> 00:54:15.700]  两三周的回调
[00:54:15.700 --> 00:54:18.700]  这个向上是不是有个两三周的
[00:54:18.700 --> 00:54:20.700]  短线的级别的趋势性呢
[00:54:20.700 --> 00:54:22.700]  大约说是不是这样
[00:54:22.700 --> 00:54:24.700]  那也就是如果我做短线
[00:54:24.700 --> 00:54:26.700]  你最起码像我们也是一样的
[00:54:26.700 --> 00:54:27.700]  这里是转为多头了
[00:54:27.700 --> 00:54:31.700]  那两周向上代表两周半15分钟级别
[00:54:31.700 --> 00:54:34.700]  这里两三周调整也就15分钟级别
[00:54:34.700 --> 00:54:35.700]  达不到30分级别
[00:54:35.700 --> 00:54:37.700]  那收盘价能够收在5和10
[00:54:37.700 --> 00:54:39.700]  20的上方是不是趋势多头
[00:54:39.700 --> 00:54:41.700]  价格也是保持在多头的上方
[00:54:41.700 --> 00:54:42.700]  然后回到模型
[00:54:42.700 --> 00:54:43.700]  这是一个小模型
[00:54:43.700 --> 00:54:44.700]  那应该来讲
[00:54:44.700 --> 00:54:46.700]  也会有个两三周的趋势性
[00:54:46.700 --> 00:54:48.700]  三周
[00:54:48.700 --> 00:54:49.700]  看到没有
[00:54:49.700 --> 00:54:50.700]  三周的趋势性
[00:54:50.700 --> 00:54:52.700]  那这里就回到了
[00:54:52.700 --> 00:54:54.700]  我又回到刚才说讲了
[00:54:54.700 --> 00:54:56.700]  这是不是扭转的量
[00:54:56.700 --> 00:54:58.700]  如果这个扭转的量能够
[00:54:58.700 --> 00:55:00.700]  价格突破量大过它
[00:55:00.700 --> 00:55:02.700]  它才有延伸
[00:55:02.700 --> 00:55:04.700]  如果这个价格没有飘
[00:55:04.700 --> 00:55:05.700]  量也没有明显的大过
[00:55:05.700 --> 00:55:06.700]  它就死了
[00:55:06.700 --> 00:55:08.700]  就是我们说两周向上
[00:55:08.700 --> 00:55:09.700]  两周多向上
[00:55:09.700 --> 00:55:10.700]  两三周回调
[00:55:10.700 --> 00:55:11.700]  向上就是两三周
[00:55:11.700 --> 00:55:14.700]  你就不要有就是延展的预期
